timestep,date,time,stage_ft
1,1/2/1943,0:00,3780.60
2,1/3/1943,0:00,3780.25
3,1/4/1943,0:00,3779.90
4,1/5/1943,0:00,3780.30
5,1/6/1943,0:00,3778.20
6,1/7/1943,0:00,3776.20
7,1/8/1943,0:00,3776.90
8,1/9/1943,0:00,3777.60
9,1/10/1943,0:00,3777.70
10,1/11/1943,0:00,3777.80
11,1/12/1943,0:00,3777.90
12,1/13/1943,0:00,3777.75
13,1/14/1943,0:00,3777.75
14,1/15/1943,0:00,3777.65
15,1/16/1943,0:00,3779.23
16,1/17/1943,0:00,3780.50
17,1/18/1943,0:00,3781.20
18,1/19/1943,0:00,3781.50
19,1/20/1943,0:00,3781.60
20,1/21/1943,0:00,3781.70
21,1/22/1943,0:00,3782.20
22,1/23/1943,0:00,3782.80
23,1/24/1943,0:00,3785.20
24,1/25/1943,0:00,3786.90
25,1/26/1943,0:00,3788.20
26,1/27/1943,0:00,3789.40
27,1/28/1943,0:00,3790.20
28,1/29/1943,0:00,3791.20
29,1/30/1943,0:00,3791.70
30,1/31/1943,0:00,3792.20
31,2/1/1943,0:00,3792.70
32,2/2/1943,0:00,3793.10
33,2/3/1943,0:00,3793.60
34,2/4/1943,0:00,3793.80
35,2/5/1943,0:00,3794.40
36,2/6/1943,0:00,3794.50
37,2/7/1943,0:00,3794.60
38,2/8/1943,0:00,3794.70
39,2/9/1943,0:00,3794.80
40,2/10/1943,0:00,3795.10
41,2/11/1943,0:00,3795.30
42,2/12/1943,0:00,3795.50
43,2/13/1943,0:00,3795.50
44,2/14/1943,0:00,3795.70
45,2/15/1943,0:00,3795.80
46,2/16/1943,0:00,3795.80
47,2/17/1943,0:00,3796.00
48,2/18/1943,0:00,3796.30
49,2/19/1943,0:00,3796.50
50,2/20/1943,0:00,3796.70
51,2/21/1943,0:00,3797.00
52,2/22/1943,0:00,3797.20
53,2/23/1943,0:00,3797.30
54,2/24/1943,0:00,3797.40
55,2/25/1943,0:00,3797.50
56,2/26/1943,0:00,3797.60
57,2/27/1943,0:00,3797.70
58,2/28/1943,0:00,3797.90
59,3/1/1943,0:00,3798.00
60,3/2/1943,0:00,3798.10
61,3/3/1943,0:00,3798.20
62,3/4/1943,0:00,3798.50
63,3/5/1943,0:00,3798.90
64,3/6/1943,0:00,3799.20
65,3/7/1943,0:00,3799.40
66,3/8/1943,0:00,3799.70
67,3/9/1943,0:00,3800.30
68,3/10/1943,0:00,3800.80
69,3/11/1943,0:00,3801.20
70,3/12/1943,0:00,3801.50
71,3/13/1943,0:00,3801.60
72,3/14/1943,0:00,3801.80
73,3/15/1943,0:00,3801.90
74,3/16/1943,0:00,3802.00
75,3/17/1943,0:00,3802.00
76,3/18/1943,0:00,3801.90
77,3/19/1943,0:00,3801.80
78,3/20/1943,0:00,3801.80
79,3/21/1943,0:00,3801.80
80,3/22/1943,0:00,3801.65
81,3/23/1943,0:00,3801.60
82,3/24/1943,0:00,3801.50
83,3/25/1943,0:00,3801.60
84,3/26/1943,0:00,3801.50
85,3/27/1943,0:00,3801.50
86,3/28/1943,0:00,3801.50
87,3/29/1943,0:00,3801.40
88,3/30/1943,0:00,3801.40
89,3/31/1943,0:00,3801.20
90,4/1/1943,0:00,3801.10
91,4/2/1943,0:00,3800.90
92,4/3/1943,0:00,3800.80
93,4/4/1943,0:00,3800.60
94,4/5/1943,0:00,3800.60
95,4/6/1943,0:00,3800.50
96,4/7/1943,0:00,3800.50
97,4/8/1943,0:00,3800.50
98,4/9/1943,0:00,3800.60
99,4/10/1943,0:00,3800.60
100,4/11/1943,0:00,3800.70
101,4/12/1943,0:00,3800.80
102,4/13/1943,0:00,3800.80
103,4/14/1943,0:00,3800.60
104,4/15/1943,0:00,3800.40
105,4/16/1943,0:00,3800.00
106,4/17/1943,0:00,3799.50
107,4/18/1943,0:00,3799.10
108,4/19/1943,0:00,3798.70
109,4/20/1943,0:00,3798.30
110,4/21/1943,0:00,3797.90
111,4/22/1943,0:00,3797.60
112,4/23/1943,0:00,3797.20
113,4/24/1943,0:00,3796.90
114,4/25/1943,0:00,3796.50
115,4/26/1943,0:00,3796.10
116,4/27/1943,0:00,3795.80
117,4/28/1943,0:00,3795.37
118,4/29/1943,0:00,3794.96
119,4/30/1943,0:00,3794.60
120,5/1/1943,0:00,3794.24
121,5/2/1943,0:00,3793.90
122,5/3/1943,0:00,3793.70
123,5/4/1943,0:00,3793.10
124,5/5/1943,0:00,3792.70
125,5/6/1943,0:00,3792.30
126,5/7/1943,0:00,3792.00
127,5/8/1943,0:00,3791.70
128,5/9/1943,0:00,3791.30
129,5/10/1943,0:00,3791.10
130,5/11/1943,0:00,3790.90
131,5/12/1943,0:00,3790.58
132,5/13/1943,0:00,3790.27
133,5/14/1943,0:00,3790.18
134,5/15/1943,0:00,3790.27
135,5/16/1943,0:00,3790.27
136,5/17/1943,0:00,3790.28
137,5/18/1943,0:00,3790.06
138,5/19/1943,0:00,3789.78
139,5/20/1943,0:00,3789.50
140,5/21/1943,0:00,3789.18
141,5/22/1943,0:00,3788.85
142,5/23/1943,0:00,3788.63
143,5/24/1943,0:00,3788.48
144,5/25/1943,0:00,3788.36
145,5/26/1943,0:00,3788.25
146,5/27/1943,0:00,3788.10
147,5/28/1943,0:00,3787.94
148,5/29/1943,0:00,3787.77
149,5/30/1943,0:00,3787.60
150,5/31/1943,0:00,3787.62
151,6/1/1943,0:00,3787.78
152,6/2/1943,0:00,3788.03
153,6/3/1943,0:00,3787.95
154,6/4/1943,0:00,3787.73
155,6/5/1943,0:00,3787.58
156,6/6/1943,0:00,3787.43
157,6/7/1943,0:00,3787.37
158,6/8/1943,0:00,3787.25
159,6/9/1943,0:00,3787.13
160,6/10/1943,0:00,3787.03
161,6/11/1943,0:00,3786.78
162,6/12/1943,0:00,3786.40
163,6/13/1943,0:00,3786.05
164,6/14/1943,0:00,3785.70
165,6/15/1943,0:00,3785.45
166,6/16/1943,0:00,3785.10
167,6/17/1943,0:00,3784.70
168,6/18/1943,0:00,3784.20
169,6/19/1943,0:00,3783.60
170,6/20/1943,0:00,3783.10
171,6/21/1943,0:00,3782.60
172,6/22/1943,0:00,3782.00
173,6/23/1943,0:00,3781.40
174,6/24/1943,0:00,3781.10
175,6/25/1943,0:00,3780.40
176,6/26/1943,0:00,3779.00
177,6/27/1943,0:00,3778.00
178,6/28/1943,0:00,3776.60
179,6/29/1943,0:00,3779.70
180,6/30/1943,0:00,3779.60
181,7/1/1943,0:00,3779.40
182,7/2/1943,0:00,3778.80
183,7/3/1943,0:00,3778.90
184,7/4/1943,0:00,3778.80
185,7/5/1943,0:00,3778.70
186,7/6/1943,0:00,3778.70
187,7/7/1943,0:00,3777.70
188,7/8/1943,0:00,3777.20
189,7/9/1943,0:00,3778.50
190,7/10/1943,0:00,3778.20
191,7/11/1943,0:00,3778.00
192,7/12/1943,0:00,3777.90
193,7/13/1943,0:00,3777.60
194,7/14/1943,0:00,3777.00
195,7/15/1943,0:00,3776.50
196,7/16/1943,0:00,3775.80
197,7/17/1943,0:00,3775.10
198,7/18/1943,0:00,3774.80
199,7/19/1943,0:00,3774.70
200,7/20/1943,0:00,3774.50
201,7/21/1943,0:00,3774.20
202,7/22/1943,0:00,3774.10
203,7/23/1943,0:00,3774.40
204,7/24/1943,0:00,3774.20
205,7/25/1943,0:00,3774.30
206,7/26/1943,0:00,3774.20
207,7/27/1943,0:00,3774.50
208,7/28/1943,0:00,3774.70
209,7/29/1943,0:00,3773.80
210,7/30/1943,0:00,3769.80
211,7/31/1943,0:00,3770.60
212,8/1/1943,0:00,3770.30
213,8/2/1943,0:00,3770.30
214,8/3/1943,0:00,3774.50
215,8/4/1943,0:00,3775.20
216,8/5/1943,0:00,3775.20
217,8/6/1943,0:00,3775.20
218,8/7/1943,0:00,3774.90
219,8/8/1943,0:00,3774.10
220,8/9/1943,0:00,3775.50
221,8/10/1943,0:00,3774.90
222,8/11/1943,0:00,3774.30
223,8/12/1943,0:00,3774.20
224,8/13/1943,0:00,3774.70
225,8/14/1943,0:00,3775.00
226,8/15/1943,0:00,3775.00
227,8/16/1943,0:00,3775.00
228,8/17/1943,0:00,3778.00
229,8/18/1943,0:00,3778.20
230,8/19/1943,0:00,3781.40
231,8/20/1943,0:00,3781.80
232,8/21/1943,0:00,3781.70
233,8/22/1943,0:00,3781.10
234,8/23/1943,0:00,3781.30
235,8/24/1943,0:00,3781.10
236,8/25/1943,0:00,3781.00
237,8/26/1943,0:00,3780.80
238,8/27/1943,0:00,3780.80
239,8/28/1943,0:00,3780.80
240,8/29/1943,0:00,3780.70
241,8/30/1943,0:00,3780.30
242,8/31/1943,0:00,3780.00
243,9/1/1943,0:00,3779.90
244,9/2/1943,0:00,3779.20
245,9/3/1943,0:00,3778.10
246,9/4/1943,0:00,3776.60
247,9/5/1943,0:00,3776.80
248,9/6/1943,0:00,3777.40
249,9/7/1943,0:00,3778.10
250,9/8/1943,0:00,3778.20
251,9/9/1943,0:00,3778.30
252,9/10/1943,0:00,3778.20
253,9/11/1943,0:00,3778.00
254,9/12/1943,0:00,3778.00
255,9/13/1943,0:00,3778.00
256,9/14/1943,0:00,3778.20
257,9/15/1943,0:00,3777.60
258,9/16/1943,0:00,3776.20
259,9/17/1943,0:00,3767.80
260,9/18/1943,0:00,3767.80
261,9/19/1943,0:00,3767.80
262,9/20/1943,0:00,3767.80
263,9/21/1943,0:00,3767.80
264,9/22/1943,0:00,3767.80
265,9/23/1943,0:00,3767.80
266,9/24/1943,0:00,3767.80
267,9/25/1943,0:00,3767.80
268,9/26/1943,0:00,3767.80
269,9/27/1943,0:00,3767.80
270,9/28/1943,0:00,3767.80
271,9/29/1943,0:00,3767.80
272,9/30/1943,0:00,3767.80
273,10/1/1943,0:00,3767.80
274,10/2/1943,0:00,3767.80
275,10/3/1943,0:00,3767.80
276,10/4/1943,0:00,3767.80
277,10/5/1943,0:00,3767.80
278,10/6/1943,0:00,3767.80
279,10/7/1943,0:00,3767.80
280,10/8/1943,0:00,3767.80
281,10/9/1943,0:00,3767.80
282,10/10/1943,0:00,3767.80
283,10/11/1943,0:00,3767.80
284,10/12/1943,0:00,3767.80
285,10/13/1943,0:00,3767.80
286,10/14/1943,0:00,3767.80
287,10/15/1943,0:00,3767.80
288,10/16/1943,0:00,3767.80
289,10/17/1943,0:00,3767.80
290,10/18/1943,0:00,3767.80
291,10/19/1943,0:00,3767.80
292,10/20/1943,0:00,3767.80
293,10/21/1943,0:00,3767.80
294,10/22/1943,0:00,3767.80
295,10/23/1943,0:00,3767.80
296,10/24/1943,0:00,3767.80
297,10/25/1943,0:00,3767.80
298,10/26/1943,0:00,3767.80
299,10/27/1943,0:00,3767.80
300,10/28/1943,0:00,3767.80
301,10/29/1943,0:00,3767.80
302,10/30/1943,0:00,3767.80
303,10/31/1943,0:00,3767.80
304,11/1/1943,0:00,3767.80
305,11/2/1943,0:00,3767.80
306,11/3/1943,0:00,3767.80
307,11/4/1943,0:00,3767.80
308,11/5/1943,0:00,3767.80
309,11/6/1943,0:00,3767.80
310,11/7/1943,0:00,3767.80
311,11/8/1943,0:00,3767.80
312,11/9/1943,0:00,3767.80
313,11/10/1943,0:00,3767.80
314,11/11/1943,0:00,3767.80
315,11/12/1943,0:00,3767.80
316,11/13/1943,0:00,3767.80
317,11/14/1943,0:00,3767.80
318,11/15/1943,0:00,3767.80
319,11/16/1943,0:00,3767.80
320,11/17/1943,0:00,3767.80
321,11/18/1943,0:00,3767.80
322,11/19/1943,0:00,3767.80
323,11/20/1943,0:00,3767.80
324,11/21/1943,0:00,3767.80
325,11/22/1943,0:00,3767.80
326,11/23/1943,0:00,3767.80
327,11/24/1943,0:00,3767.80
328,11/25/1943,0:00,3767.80
329,11/26/1943,0:00,3767.80
330,11/27/1943,0:00,3767.80
331,11/28/1943,0:00,3767.80
332,11/29/1943,0:00,3767.80
333,11/30/1943,0:00,3767.80
334,12/1/1943,0:00,3767.80
335,12/2/1943,0:00,3767.80
336,12/3/1943,0:00,3767.80
337,12/4/1943,0:00,3767.80
338,12/5/1943,0:00,3767.80
339,12/6/1943,0:00,3767.80
340,12/7/1943,0:00,3767.80
341,12/8/1943,0:00,3767.80
342,12/9/1943,0:00,3767.80
343,12/10/1943,0:00,3769.80
344,12/11/1943,0:00,3775.20
345,12/12/1943,0:00,3775.70
346,12/13/1943,0:00,3775.90
347,12/14/1943,0:00,3776.50
348,12/15/1943,0:00,3777.10
349,12/16/1943,0:00,3777.80
350,12/17/1943,0:00,3778.10
351,12/18/1943,0:00,3778.50
352,12/19/1943,0:00,3778.80
353,12/20/1943,0:00,3779.10
354,12/21/1943,0:00,3779.50
355,12/22/1943,0:00,3779.90
356,12/23/1943,0:00,3780.20
357,12/24/1943,0:00,3780.40
358,12/25/1943,0:00,3780.70
359,12/26/1943,0:00,3780.90
360,12/27/1943,0:00,3781.10
361,12/28/1943,0:00,3781.40
362,12/29/1943,0:00,3781.60
363,12/30/1943,0:00,3781.70
364,12/31/1943,0:00,3781.90
365,1/1/1944,0:00,3782.00
366,1/2/1944,0:00,3782.30
367,1/3/1944,0:00,3782.50
368,1/4/1944,0:00,3782.70
369,1/5/1944,0:00,3782.90
370,1/6/1944,0:00,3783.00
371,1/7/1944,0:00,3783.10
372,1/8/1944,0:00,3783.10
373,1/9/1944,0:00,3783.20
374,1/10/1944,0:00,3783.20
375,1/11/1944,0:00,3783.30
376,1/12/1944,0:00,3783.30
377,1/13/1944,0:00,3783.40
378,1/14/1944,0:00,3783.40
379,1/15/1944,0:00,3783.50
380,1/16/1944,0:00,3783.50
381,1/17/1944,0:00,3783.60
382,1/18/1944,0:00,3783.60
383,1/19/1944,0:00,3783.70
384,1/20/1944,0:00,3783.70
385,1/21/1944,0:00,3783.80
386,1/22/1944,0:00,3785.20
387,1/23/1944,0:00,3785.30
388,1/24/1944,0:00,3785.40
389,1/25/1944,0:00,3785.60
390,1/26/1944,0:00,3785.80
391,1/27/1944,0:00,3786.00
392,1/28/1944,0:00,3786.20
393,1/29/1944,0:00,3786.40
394,1/30/1944,0:00,3786.50
395,1/31/1944,0:00,3786.70
396,2/1/1944,0:00,3786.90
397,2/2/1944,0:00,3787.00
398,2/3/1944,0:00,3787.10
399,2/4/1944,0:00,3787.30
400,2/5/1944,0:00,3787.50
401,2/6/1944,0:00,3787.60
402,2/7/1944,0:00,3787.80
403,2/8/1944,0:00,3787.90
404,2/9/1944,0:00,3788.10
405,2/10/1944,0:00,3788.30
406,2/11/1944,0:00,3788.40
407,2/12/1944,0:00,3788.40
408,2/13/1944,0:00,3788.50
409,2/14/1944,0:00,3788.70
410,2/15/1944,0:00,3788.80
411,2/16/1944,0:00,3789.00
412,2/17/1944,0:00,3789.10
413,2/18/1944,0:00,3789.20
414,2/19/1944,0:00,3789.30
415,2/20/1944,0:00,3789.40
416,2/21/1944,0:00,3789.50
417,2/22/1944,0:00,3789.70
418,2/23/1944,0:00,3789.80
419,2/24/1944,0:00,3789.90
420,2/25/1944,0:00,3790.00
421,2/26/1944,0:00,3790.10
422,2/27/1944,0:00,3790.10
423,2/28/1944,0:00,3790.20
424,2/29/1944,0:00,3790.30
425,3/1/1944,0:00,3790.40
426,3/2/1944,0:00,3790.50
427,3/3/1944,0:00,3790.60
428,3/4/1944,0:00,3790.70
429,3/5/1944,0:00,3790.76
430,3/6/1944,0:00,3790.83
431,3/7/1944,0:00,3790.90
432,3/8/1944,0:00,3790.97
433,3/9/1944,0:00,3791.02
434,3/10/1944,0:00,3791.07
435,3/11/1944,0:00,3791.15
436,3/12/1944,0:00,3791.18
437,3/13/1944,0:00,3791.22
438,3/14/1944,0:00,3791.26
439,3/15/1944,0:00,3791.33
440,3/16/1944,0:00,3791.37
441,3/17/1944,0:00,3791.43
442,3/18/1944,0:00,3791.50
443,3/19/1944,0:00,3791.67
444,3/20/1944,0:00,3791.74
445,3/21/1944,0:00,3791.83
446,3/22/1944,0:00,3792.04
447,3/23/1944,0:00,3792.14
448,3/24/1944,0:00,3792.28
449,3/25/1944,0:00,3792.36
450,3/26/1944,0:00,3792.44
451,3/27/1944,0:00,3792.56
452,3/28/1944,0:00,3792.62
453,3/29/1944,0:00,3792.72
454,3/30/1944,0:00,3792.80
455,3/31/1944,0:00,3792.87
456,4/1/1944,0:00,3792.94
457,4/2/1944,0:00,3793.05
458,4/3/1944,0:00,3793.13
459,4/4/1944,0:00,3793.22
460,4/5/1944,0:00,3793.33
461,4/6/1944,0:00,3793.50
462,4/7/1944,0:00,3793.63
463,4/8/1944,0:00,3793.70
464,4/9/1944,0:00,3793.77
465,4/10/1944,0:00,3793.85
466,4/11/1944,0:00,3794.26
467,4/12/1944,0:00,3794.77
468,4/13/1944,0:00,3795.07
469,4/14/1944,0:00,3795.41
470,4/15/1944,0:00,3796.19
471,4/16/1944,0:00,3797.00
472,4/17/1944,0:00,3797.47
473,4/18/1944,0:00,3797.92
474,4/19/1944,0:00,3798.22
475,4/20/1944,0:00,3798.55
476,4/21/1944,0:00,3798.79
477,4/22/1944,0:00,3799.10
478,4/23/1944,0:00,3799.63
479,4/24/1944,0:00,3800.42
480,4/25/1944,0:00,3801.23
481,4/26/1944,0:00,3802.06
482,4/27/1944,0:00,3803.04
483,4/28/1944,0:00,3803.63
484,4/29/1944,0:00,3804.17
485,4/30/1944,0:00,3804.80
486,5/1/1944,0:00,3805.47
487,5/2/1944,0:00,3806.03
488,5/3/1944,0:00,3806.49
489,5/4/1944,0:00,3806.88
490,5/5/1944,0:00,3807.20
491,5/6/1944,0:00,3807.48
492,5/7/1944,0:00,3807.75
493,5/8/1944,0:00,3808.02
494,5/9/1944,0:00,3808.23
495,5/10/1944,0:00,3808.43
496,5/11/1944,0:00,3808.73
497,5/12/1944,0:00,3809.01
498,5/13/1944,0:00,3809.25
499,5/14/1944,0:00,3809.49
500,5/15/1944,0:00,3809.72
501,5/16/1944,0:00,3809.88
502,5/17/1944,0:00,3809.98
503,5/18/1944,0:00,3810.09
504,5/19/1944,0:00,3810.20
505,5/20/1944,0:00,3810.27
506,5/21/1944,0:00,3810.32
507,5/22/1944,0:00,3810.43
508,5/23/1944,0:00,3810.52
509,5/24/1944,0:00,3810.52
510,5/25/1944,0:00,3810.48
511,5/26/1944,0:00,3810.62
512,5/27/1944,0:00,3810.92
513,5/28/1944,0:00,3811.70
514,5/29/1944,0:00,3818.20
515,5/30/1944,0:00,3819.42
516,5/31/1944,0:00,3819.42
517,6/1/1944,0:00,3819.24
518,6/2/1944,0:00,3818.83
519,6/3/1944,0:00,3818.20
520,6/4/1944,0:00,3817.57
521,6/5/1944,0:00,3817.24
522,6/6/1944,0:00,3816.80
523,6/7/1944,0:00,3816.82
524,6/8/1944,0:00,3816.90
525,6/9/1944,0:00,3816.77
526,6/10/1944,0:00,3816.90
527,6/11/1944,0:00,3816.80
528,6/12/1944,0:00,3816.75
529,6/13/1944,0:00,3816.90
530,6/14/1944,0:00,3816.84
531,6/15/1944,0:00,3816.93
532,6/16/1944,0:00,3816.80
533,6/17/1944,0:00,3816.80
534,6/18/1944,0:00,3816.80
535,6/19/1944,0:00,3816.77
536,6/20/1944,0:00,3816.80
537,6/21/1944,0:00,3816.80
538,6/22/1944,0:00,3816.76
539,6/23/1944,0:00,3816.88
540,6/24/1944,0:00,3816.92
541,6/25/1944,0:00,3816.95
542,6/26/1944,0:00,3816.86
543,6/27/1944,0:00,3816.75
544,6/28/1944,0:00,3816.55
545,6/29/1944,0:00,3816.25
546,6/30/1944,0:00,3815.96
547,7/1/1944,0:00,3815.75
548,7/2/1944,0:00,3815.61
549,7/3/1944,0:00,3815.40
550,7/4/1944,0:00,3815.20
551,7/5/1944,0:00,3815.00
552,7/6/1944,0:00,3814.95
553,7/7/1944,0:00,3814.88
554,7/8/1944,0:00,3814.80
555,7/9/1944,0:00,3814.67
556,7/10/1944,0:00,3814.50
557,7/11/1944,0:00,3814.40
558,7/12/1944,0:00,3814.73
559,7/13/1944,0:00,3814.97
560,7/14/1944,0:00,3815.52
561,7/15/1944,0:00,3815.74
562,7/16/1944,0:00,3815.87
563,7/17/1944,0:00,3816.07
564,7/18/1944,0:00,3816.26
565,7/19/1944,0:00,3816.37
566,7/20/1944,0:00,3816.83
567,7/21/1944,0:00,3818.08
568,7/22/1944,0:00,3817.84
569,7/23/1944,0:00,3817.33
570,7/24/1944,0:00,3816.95
571,7/25/1944,0:00,3817.15
572,7/26/1944,0:00,3817.38
573,7/27/1944,0:00,3817.38
574,7/28/1944,0:00,3817.25
575,7/29/1944,0:00,3817.05
576,7/30/1944,0:00,3816.80
577,7/31/1944,0:00,3816.67
578,8/1/1944,0:00,3816.55
579,8/2/1944,0:00,3816.45
580,8/3/1944,0:00,3816.43
581,8/4/1944,0:00,3816.41
582,8/5/1944,0:00,3816.40
583,8/6/1944,0:00,3816.38
584,8/7/1944,0:00,3816.45
585,8/8/1944,0:00,3816.49
586,8/9/1944,0:00,3816.38
587,8/10/1944,0:00,3816.32
588,8/11/1944,0:00,3816.27
589,8/12/1944,0:00,3816.20
590,8/13/1944,0:00,3816.12
591,8/14/1944,0:00,3815.85
592,8/15/1944,0:00,3815.23
593,8/16/1944,0:00,3814.64
594,8/17/1944,0:00,3813.83
595,8/18/1944,0:00,3812.97
596,8/19/1944,0:00,3812.17
597,8/20/1944,0:00,3811.37
598,8/21/1944,0:00,3810.58
599,8/22/1944,0:00,3809.77
600,8/23/1944,0:00,3808.97
601,8/24/1944,0:00,3808.11
602,8/25/1944,0:00,3807.18
603,8/26/1944,0:00,3806.24
604,8/27/1944,0:00,3805.27
605,8/28/1944,0:00,3804.85
606,8/29/1944,0:00,3804.14
607,8/30/1944,0:00,3803.26
608,8/31/1944,0:00,3802.30
609,9/1/1944,0:00,3801.28
610,9/2/1944,0:00,3800.28
611,9/3/1944,0:00,3799.29
612,9/4/1944,0:00,3798.31
613,9/5/1944,0:00,3797.35
614,9/6/1944,0:00,3796.51
615,9/7/1944,0:00,3795.70
616,9/8/1944,0:00,3794.94
617,9/9/1944,0:00,3794.33
618,9/10/1944,0:00,3793.76
619,9/11/1944,0:00,3793.19
620,9/12/1944,0:00,3792.58
621,9/13/1944,0:00,3791.94
622,9/14/1944,0:00,3791.35
623,9/15/1944,0:00,3790.83
624,9/16/1944,0:00,3790.31
625,9/17/1944,0:00,3789.78
626,9/18/1944,0:00,3789.24
627,9/19/1944,0:00,3788.76
628,9/20/1944,0:00,3788.25
629,9/21/1944,0:00,3787.70
630,9/22/1944,0:00,3787.10
631,9/23/1944,0:00,3786.52
632,9/24/1944,0:00,3785.90
633,9/25/1944,0:00,3785.25
634,9/26/1944,0:00,3784.60
635,9/27/1944,0:00,3783.80
636,9/28/1944,0:00,3783.00
637,9/29/1944,0:00,3782.20
638,9/30/1944,0:00,3781.60
639,10/1/1944,0:00,3781.53
640,10/2/1944,0:00,3781.56
641,10/3/1944,0:00,3781.63
642,10/4/1944,0:00,3781.73
643,10/5/1944,0:00,3781.76
644,10/6/1944,0:00,3781.74
645,10/7/1944,0:00,3781.74
646,10/8/1944,0:00,3781.73
647,10/9/1944,0:00,3781.72
648,10/10/1944,0:00,3781.70
649,10/11/1944,0:00,3781.80
650,10/12/1944,0:00,3781.85
651,10/13/1944,0:00,3781.88
652,10/14/1944,0:00,3781.88
653,10/15/1944,0:00,3781.88
654,10/16/1944,0:00,3782.10
655,10/17/1944,0:00,3782.40
656,10/18/1944,0:00,3782.50
657,10/19/1944,0:00,3782.60
658,10/20/1944,0:00,3782.70
659,10/21/1944,0:00,3782.74
660,10/22/1944,0:00,3782.70
661,10/23/1944,0:00,3782.72
662,10/24/1944,0:00,3782.70
663,10/25/1944,0:00,3782.60
664,10/26/1944,0:00,3782.48
665,10/27/1944,0:00,3782.44
666,10/28/1944,0:00,3782.44
667,10/29/1944,0:00,3782.44
668,10/30/1944,0:00,3782.44
669,10/31/1944,0:00,3782.42
670,11/1/1944,0:00,3782.38
671,11/2/1944,0:00,3782.38
672,11/3/1944,0:00,3782.34
673,11/4/1944,0:00,3782.32
674,11/5/1944,0:00,3782.38
675,11/6/1944,0:00,3782.44
676,11/7/1944,0:00,3782.74
677,11/8/1944,0:00,3783.28
678,11/9/1944,0:00,3783.65
679,11/10/1944,0:00,3783.90
680,11/11/1944,0:00,3784.20
681,11/12/1944,0:00,3784.40
682,11/13/1944,0:00,3784.60
683,11/14/1944,0:00,3784.80
684,11/15/1944,0:00,3784.80
685,11/16/1944,0:00,3784.80
686,11/17/1944,0:00,3784.85
687,11/18/1944,0:00,3784.80
688,11/19/1944,0:00,3784.75
689,11/20/1944,0:00,3784.75
690,11/21/1944,0:00,3784.75
691,11/22/1944,0:00,3784.75
692,11/23/1944,0:00,3784.70
693,11/24/1944,0:00,3784.70
694,11/25/1944,0:00,3784.70
695,11/26/1944,0:00,3784.85
696,11/27/1944,0:00,3785.05
697,11/28/1944,0:00,3785.45
698,11/29/1944,0:00,3785.95
699,11/30/1944,0:00,3786.40
700,12/1/1944,0:00,3786.70
701,12/2/1944,0:00,3786.95
702,12/3/1944,0:00,3787.32
703,12/4/1944,0:00,3787.68
704,12/5/1944,0:00,3788.00
705,12/6/1944,0:00,3788.25
706,12/7/1944,0:00,3788.50
707,12/8/1944,0:00,3788.82
708,12/9/1944,0:00,3789.10
709,12/10/1944,0:00,3789.37
710,12/11/1944,0:00,3789.55
711,12/12/1944,0:00,3789.70
712,12/13/1944,0:00,3789.88
713,12/14/1944,0:00,3790.13
714,12/15/1944,0:00,3790.35
715,12/16/1944,0:00,3790.50
716,12/17/1944,0:00,3790.64
717,12/18/1944,0:00,3790.78
718,12/19/1944,0:00,3790.92
719,12/20/1944,0:00,3791.06
720,12/21/1944,0:00,3791.21
721,12/22/1944,0:00,3791.35
722,12/23/1944,0:00,3791.48
723,12/24/1944,0:00,3791.58
724,12/25/1944,0:00,3791.68
725,12/26/1944,0:00,3791.78
726,12/27/1944,0:00,3791.90
727,12/28/1944,0:00,3791.97
728,12/29/1944,0:00,3792.09
729,12/30/1944,0:00,3792.21
730,12/31/1944,0:00,3792.40
731,1/1/1945,0:00,3792.51
732,1/2/1945,0:00,3792.60
733,1/3/1945,0:00,3792.70
734,1/4/1945,0:00,3792.84
735,1/5/1945,0:00,3793.02
736,1/6/1945,0:00,3793.38
737,1/7/1945,0:00,3793.77
738,1/8/1945,0:00,3794.05
739,1/9/1945,0:00,3794.26
740,1/10/1945,0:00,3794.42
741,1/11/1945,0:00,3794.54
742,1/12/1945,0:00,3794.70
743,1/13/1945,0:00,3794.84
744,1/14/1945,0:00,3794.98
745,1/15/1945,0:00,3795.09
746,1/16/1945,0:00,3795.20
747,1/17/1945,0:00,3795.27
748,1/18/1945,0:00,3795.40
749,1/19/1945,0:00,3795.50
750,1/20/1945,0:00,3795.61
751,1/21/1945,0:00,3795.82
752,1/22/1945,0:00,3795.93
753,1/23/1945,0:00,3795.98
754,1/24/1945,0:00,3796.03
755,1/25/1945,0:00,3796.20
756,1/26/1945,0:00,3796.47
757,1/27/1945,0:00,3796.65
758,1/28/1945,0:00,3796.82
759,1/29/1945,0:00,3797.02
760,1/30/1945,0:00,3797.17
761,1/31/1945,0:00,3797.22
762,2/1/1945,0:00,3797.36
763,2/2/1945,0:00,3797.50
764,2/3/1945,0:00,3797.73
765,2/4/1945,0:00,3798.10
766,2/5/1945,0:00,3798.49
767,2/6/1945,0:00,3798.75
768,2/7/1945,0:00,3799.00
769,2/8/1945,0:00,3799.20
770,2/9/1945,0:00,3799.40
771,2/10/1945,0:00,3799.56
772,2/11/1945,0:00,3799.70
773,2/12/1945,0:00,3799.83
774,2/13/1945,0:00,3799.94
775,2/14/1945,0:00,3800.04
776,2/15/1945,0:00,3800.15
777,2/16/1945,0:00,3800.23
