timestep,date,time,stage_ft
1,10/1/1979,0:00,3790.68
2,10/2/1979,0:00,3790.64
3,10/3/1979,0:00,3790.60
4,10/4/1979,0:00,3790.60
5,10/5/1979,0:00,3790.61
6,10/6/1979,0:00,3790.61
7,10/7/1979,0:00,3790.62
8,10/8/1979,0:00,3790.63
9,10/9/1979,0:00,3790.57
10,10/10/1979,0:00,3790.56
11,10/11/1979,0:00,3790.57
12,10/12/1979,0:00,3790.58
13,10/13/1979,0:00,3790.54
14,10/14/1979,0:00,3790.53
15,10/15/1979,0:00,3790.53
16,10/16/1979,0:00,3790.50
17,10/17/1979,0:00,3790.46
18,10/18/1979,0:00,3790.45
19,10/19/1979,0:00,3790.46
20,10/20/1979,0:00,3790.48
21,10/21/1979,0:00,3790.47
22,10/22/1979,0:00,3790.54
23,10/23/1979,0:00,3790.60
24,10/24/1979,0:00,3790.72
25,10/25/1979,0:00,3790.82
26,10/26/1979,0:00,3790.94
27,10/27/1979,0:00,3791.00
28,10/28/1979,0:00,3791.14
29,10/29/1979,0:00,3791.19
30,10/30/1979,0:00,3791.24
31,10/31/1979,0:00,3791.46
32,11/1/1979,0:00,3791.53
33,11/2/1979,0:00,3791.67
34,11/3/1979,0:00,3791.86
35,11/4/1979,0:00,3791.99
36,11/5/1979,0:00,3792.12
37,11/6/1979,0:00,3792.21
38,11/7/1979,0:00,3792.31
39,11/8/1979,0:00,3792.40
40,11/9/1979,0:00,3792.47
41,11/10/1979,0:00,3792.60
42,11/11/1979,0:00,3792.70
43,11/12/1979,0:00,3792.82
44,11/13/1979,0:00,3792.92
45,11/14/1979,0:00,3793.00
46,11/15/1979,0:00,3793.09
47,11/16/1979,0:00,3793.21
48,11/17/1979,0:00,3793.30
49,11/18/1979,0:00,3793.38
50,11/19/1979,0:00,3793.41
51,11/20/1979,0:00,3793.55
52,11/21/1979,0:00,3793.75
53,11/22/1979,0:00,3793.82
54,11/23/1979,0:00,3793.83
55,11/24/1979,0:00,3793.91
56,11/25/1979,0:00,3794.01
57,11/26/1979,0:00,3794.07
58,11/27/1979,0:00,3794.17
59,11/28/1979,0:00,3794.26
60,11/29/1979,0:00,3794.38
61,11/30/1979,0:00,3794.44
62,12/1/1979,0:00,3794.50
63,12/2/1979,0:00,3794.58
64,12/3/1979,0:00,3794.66
65,12/4/1979,0:00,3794.74
66,12/5/1979,0:00,3794.88
67,12/6/1979,0:00,3794.94
68,12/7/1979,0:00,3795.01
69,12/8/1979,0:00,3795.06
70,12/9/1979,0:00,3795.14
71,12/10/1979,0:00,3795.19
72,12/11/1979,0:00,3795.26
73,12/12/1979,0:00,3795.30
74,12/13/1979,0:00,3795.36
75,12/14/1979,0:00,3795.40
76,12/15/1979,0:00,3795.46
77,12/16/1979,0:00,3795.49
78,12/17/1979,0:00,3795.57
79,12/18/1979,0:00,3795.68
80,12/19/1979,0:00,3795.79
81,12/20/1979,0:00,3795.95
82,12/21/1979,0:00,3796.14
83,12/22/1979,0:00,3796.32
84,12/23/1979,0:00,3796.53
85,12/24/1979,0:00,3796.73
86,12/25/1979,0:00,3796.92
87,12/26/1979,0:00,3797.10
88,12/27/1979,0:00,3797.26
89,12/28/1979,0:00,3797.50
90,12/29/1979,0:00,3797.74
91,12/30/1979,0:00,3797.88
92,12/31/1979,0:00,3797.96
93,1/1/1980,0:00,3798.01
94,1/2/1980,0:00,3798.08
95,1/3/1980,0:00,3798.25
96,1/4/1980,0:00,3798.43
97,1/5/1980,0:00,3798.58
98,1/6/1980,0:00,3798.74
99,1/7/1980,0:00,3798.93
100,1/8/1980,0:00,3799.06
101,1/9/1980,0:00,3799.16
102,1/10/1980,0:00,3799.25
103,1/11/1980,0:00,3799.35
104,1/12/1980,0:00,3799.47
105,1/13/1980,0:00,3799.64
106,1/14/1980,0:00,3799.83
107,1/15/1980,0:00,3800.05
108,1/16/1980,0:00,3800.29
109,1/17/1980,0:00,3800.52
110,1/18/1980,0:00,3800.74
111,1/19/1980,0:00,3800.99
112,1/20/1980,0:00,3801.17
113,1/21/1980,0:00,3801.34
114,1/22/1980,0:00,3801.49
115,1/23/1980,0:00,3801.63
116,1/24/1980,0:00,3801.76
117,1/25/1980,0:00,3801.89
118,1/26/1980,0:00,3802.04
119,1/27/1980,0:00,3802.13
120,1/28/1980,0:00,3802.16
121,1/29/1980,0:00,3802.22
122,1/30/1980,0:00,3802.28
123,1/31/1980,0:00,3802.36
124,2/1/1980,0:00,3802.44
125,2/2/1980,0:00,3802.54
126,2/3/1980,0:00,3802.65
127,2/4/1980,0:00,3802.78
128,2/5/1980,0:00,3802.96
129,2/6/1980,0:00,3803.10
130,2/7/1980,0:00,3803.23
131,2/8/1980,0:00,3803.36
132,2/9/1980,0:00,3803.45
133,2/10/1980,0:00,3803.54
134,2/11/1980,0:00,3803.64
135,2/12/1980,0:00,3803.76
136,2/13/1980,0:00,3803.86
137,2/14/1980,0:00,3803.96
138,2/15/1980,0:00,3804.05
139,2/16/1980,0:00,3804.16
140,2/17/1980,0:00,3804.24
141,2/18/1980,0:00,3804.32
142,2/19/1980,0:00,3804.41
143,2/20/1980,0:00,3804.50
144,2/21/1980,0:00,3804.63
145,2/22/1980,0:00,3804.72
146,2/23/1980,0:00,3804.81
147,2/24/1980,0:00,3804.93
148,2/25/1980,0:00,3805.02
149,2/26/1980,0:00,3805.10
150,2/27/1980,0:00,3805.18
151,2/28/1980,0:00,3805.29
152,2/29/1980,0:00,3805.36
153,3/1/1980,0:00,3805.50
154,3/2/1980,0:00,3805.57
155,3/3/1980,0:00,3805.67
156,3/4/1980,0:00,3805.75
157,3/5/1980,0:00,3805.84
158,3/6/1980,0:00,3805.92
159,3/7/1980,0:00,3806.02
160,3/8/1980,0:00,3806.11
161,3/9/1980,0:00,3806.19
162,3/10/1980,0:00,3806.28
163,3/11/1980,0:00,3806.33
164,3/12/1980,0:00,3806.42
165,3/13/1980,0:00,3806.51
166,3/14/1980,0:00,3806.55
167,3/15/1980,0:00,3806.62
168,3/16/1980,0:00,3806.70
169,3/17/1980,0:00,3806.79
170,3/18/1980,0:00,3806.84
171,3/19/1980,0:00,3806.88
172,3/20/1980,0:00,3806.94
173,3/21/1980,0:00,3806.96
174,3/22/1980,0:00,3807.00
175,3/23/1980,0:00,3807.04
176,3/24/1980,0:00,3807.16
177,3/25/1980,0:00,3807.17
178,3/26/1980,0:00,3807.24
179,3/27/1980,0:00,3807.26
180,3/28/1980,0:00,3807.41
181,3/29/1980,0:00,3807.48
182,3/30/1980,0:00,3807.50
183,3/31/1980,0:00,3807.52
184,4/1/1980,0:00,3807.68
185,4/2/1980,0:00,3807.76
186,4/3/1980,0:00,3807.88
187,4/4/1980,0:00,3807.97
188,4/5/1980,0:00,3808.06
189,4/6/1980,0:00,3808.16
190,4/7/1980,0:00,3808.24
191,4/8/1980,0:00,3808.34
192,4/9/1980,0:00,3808.42
193,4/10/1980,0:00,3808.47
194,4/11/1980,0:00,3808.54
195,4/12/1980,0:00,3808.60
196,4/13/1980,0:00,3808.65
197,4/14/1980,0:00,3808.68
198,4/15/1980,0:00,3808.73
199,4/16/1980,0:00,3808.76
200,4/17/1980,0:00,3808.81
201,4/18/1980,0:00,3808.81
202,4/19/1980,0:00,3808.85
203,4/20/1980,0:00,3808.88
204,4/21/1980,0:00,3808.91
205,4/22/1980,0:00,3808.66
206,4/23/1980,0:00,3808.26
207,4/24/1980,0:00,3807.86
208,4/25/1980,0:00,3807.54
209,4/26/1980,0:00,3807.80
210,4/27/1980,0:00,3808.40
211,4/28/1980,0:00,3808.78
212,4/29/1980,0:00,3809.09
213,4/30/1980,0:00,3809.29
214,5/1/1980,0:00,3809.75
215,5/2/1980,0:00,3810.17
216,5/3/1980,0:00,3811.67
217,5/4/1980,0:00,3813.53
218,5/5/1980,0:00,3814.80
219,5/6/1980,0:00,3815.41
220,5/7/1980,0:00,3815.93
221,5/8/1980,0:00,3816.45
222,5/9/1980,0:00,3816.95
223,5/10/1980,0:00,3818.08
224,5/11/1980,0:00,3819.42
225,5/12/1980,0:00,3820.71
226,5/13/1980,0:00,3821.90
227,5/14/1980,0:00,3822.72
228,5/15/1980,0:00,3823.20
229,5/16/1980,0:00,3823.60
230,5/17/1980,0:00,3824.14
231,5/18/1980,0:00,3825.18
232,5/19/1980,0:00,3826.06
233,5/20/1980,0:00,3827.03
234,5/21/1980,0:00,3827.90
235,5/22/1980,0:00,3828.81
236,5/23/1980,0:00,3829.66
237,5/24/1980,0:00,3830.68
238,5/25/1980,0:00,3831.05
239,5/26/1980,0:00,3831.55
240,5/27/1980,0:00,3831.79
241,5/28/1980,0:00,3832.20
242,5/29/1980,0:00,3832.45
243,5/30/1980,0:00,3832.74
244,5/31/1980,0:00,3832.83
245,6/1/1980,0:00,3832.86
246,6/2/1980,0:00,3832.93
247,6/3/1980,0:00,3832.97
248,6/4/1980,0:00,3833.01
249,6/5/1980,0:00,3832.98
250,6/6/1980,0:00,3832.89
251,6/7/1980,0:00,3832.80
252,6/8/1980,0:00,3832.68
253,6/9/1980,0:00,3832.58
254,6/10/1980,0:00,3832.53
255,6/11/1980,0:00,3832.42
256,6/12/1980,0:00,3832.35
257,6/13/1980,0:00,3832.38
258,6/14/1980,0:00,3832.47
259,6/15/1980,0:00,3832.66
260,6/16/1980,0:00,3832.74
261,6/17/1980,0:00,3832.88
262,6/18/1980,0:00,3832.99
263,6/19/1980,0:00,3833.04
264,6/20/1980,0:00,3833.23
265,6/21/1980,0:00,3833.35
266,6/22/1980,0:00,3833.35
267,6/23/1980,0:00,3833.36
268,6/24/1980,0:00,3833.90
269,6/25/1980,0:00,3834.59
270,6/26/1980,0:00,3834.56
271,6/27/1980,0:00,3834.42
272,6/28/1980,0:00,3834.18
273,6/29/1980,0:00,3834.16
274,6/30/1980,0:00,3833.77
275,7/1/1980,0:00,3833.42
276,7/2/1980,0:00,3833.12
277,7/3/1980,0:00,3832.90
278,7/4/1980,0:00,3832.59
279,7/5/1980,0:00,3832.29
280,7/6/1980,0:00,3832.08
281,7/7/1980,0:00,3831.79
282,7/8/1980,0:00,3831.49
283,7/9/1980,0:00,3831.14
284,7/10/1980,0:00,3830.73
285,7/11/1980,0:00,3830.35
286,7/12/1980,0:00,3829.97
287,7/13/1980,0:00,3829.48
288,7/14/1980,0:00,3829.08
289,7/15/1980,0:00,3828.78
290,7/16/1980,0:00,3828.28
291,7/17/1980,0:00,3827.80
292,7/18/1980,0:00,3827.35
293,7/19/1980,0:00,3826.90
294,7/20/1980,0:00,3826.40
295,7/21/1980,0:00,3825.90
296,7/22/1980,0:00,3825.47
297,7/23/1980,0:00,3824.98
298,7/24/1980,0:00,3824.45
299,7/25/1980,0:00,3824.01
300,7/26/1980,0:00,3823.43
301,7/27/1980,0:00,3822.94
302,7/28/1980,0:00,3822.43
303,7/29/1980,0:00,3821.88
304,7/30/1980,0:00,3821.29
305,7/31/1980,0:00,3820.70
306,8/1/1980,0:00,3820.12
307,8/2/1980,0:00,3819.52
308,8/3/1980,0:00,3818.93
309,8/4/1980,0:00,3818.33
310,8/5/1980,0:00,3817.68
311,8/6/1980,0:00,3817.07
312,8/7/1980,0:00,3816.34
313,8/8/1980,0:00,3815.68
314,8/9/1980,0:00,3814.94
315,8/10/1980,0:00,3814.55
316,8/11/1980,0:00,3814.19
317,8/12/1980,0:00,3813.80
318,8/13/1980,0:00,3813.47
319,8/14/1980,0:00,3813.24
320,8/15/1980,0:00,3813.00
321,8/16/1980,0:00,3812.78
322,8/17/1980,0:00,3812.80
323,8/18/1980,0:00,3812.73
324,8/19/1980,0:00,3812.64
325,8/20/1980,0:00,3812.56
326,8/21/1980,0:00,3812.49
327,8/22/1980,0:00,3812.36
328,8/23/1980,0:00,3812.23
329,8/24/1980,0:00,3812.18
330,8/25/1980,0:00,3811.95
331,8/26/1980,0:00,3811.80
332,8/27/1980,0:00,3811.70
333,8/28/1980,0:00,3811.60
334,8/29/1980,0:00,3811.48
335,8/30/1980,0:00,3811.41
336,8/31/1980,0:00,3811.35
337,9/1/1980,0:00,3811.27
338,9/2/1980,0:00,3811.21
339,9/3/1980,0:00,3811.12
340,9/4/1980,0:00,3810.98
341,9/5/1980,0:00,3810.86
342,9/6/1980,0:00,3810.82
343,9/7/1980,0:00,3810.60
344,9/8/1980,0:00,3810.43
345,9/9/1980,0:00,3810.30
346,9/10/1980,0:00,3810.26
347,9/11/1980,0:00,3810.14
348,9/12/1980,0:00,3810.31
349,9/13/1980,0:00,3810.35
350,9/14/1980,0:00,3810.30
351,9/15/1980,0:00,3810.23
352,9/16/1980,0:00,3810.26
353,9/17/1980,0:00,3810.28
354,9/18/1980,0:00,3810.29
355,9/19/1980,0:00,3810.25
356,9/20/1980,0:00,3810.23
357,9/21/1980,0:00,3810.15
358,9/22/1980,0:00,3810.05
359,9/23/1980,0:00,3809.95
360,9/24/1980,0:00,3809.85
361,9/25/1980,0:00,3809.74
362,9/26/1980,0:00,3809.61
363,9/27/1980,0:00,3809.56
364,9/28/1980,0:00,3809.41
365,9/29/1980,0:00,3809.27
366,9/30/1980,0:00,3809.16
367,10/1/1980,0:00,3809.03
368,10/2/1980,0:00,3808.90
369,10/3/1980,0:00,3808.80
370,10/4/1980,0:00,3808.69
371,10/5/1980,0:00,3808.55
372,10/6/1980,0:00,3808.45
373,10/7/1980,0:00,3808.30
374,10/8/1980,0:00,3808.15
375,10/9/1980,0:00,3807.97
376,10/10/1980,0:00,3807.77
377,10/11/1980,0:00,3807.64
378,10/12/1980,0:00,3807.47
379,10/13/1980,0:00,3807.31
380,10/14/1980,0:00,3807.15
381,10/15/1980,0:00,3806.99
382,10/16/1980,0:00,3806.83
383,10/17/1980,0:00,3806.66
384,10/18/1980,0:00,3806.48
385,10/19/1980,0:00,3806.36
386,10/20/1980,0:00,3806.22
387,10/21/1980,0:00,3806.04
388,10/22/1980,0:00,3805.93
389,10/23/1980,0:00,3805.77
390,10/24/1980,0:00,3805.72
391,10/25/1980,0:00,3805.66
392,10/26/1980,0:00,3805.66
393,10/27/1980,0:00,3805.61
394,10/28/1980,0:00,3805.59
395,10/29/1980,0:00,3805.61
396,10/30/1980,0:00,3805.66
397,10/31/1980,0:00,3805.71
398,11/1/1980,0:00,3805.77
399,11/2/1980,0:00,3805.77
400,11/3/1980,0:00,3805.81
401,11/4/1980,0:00,3805.84
402,11/5/1980,0:00,3805.88
403,11/6/1980,0:00,3805.93
404,11/7/1980,0:00,3805.96
405,11/8/1980,0:00,3805.99
406,11/9/1980,0:00,3806.00
407,11/10/1980,0:00,3806.03
408,11/11/1980,0:00,3806.10
409,11/12/1980,0:00,3806.13
410,11/13/1980,0:00,3806.17
411,11/14/1980,0:00,3806.20
412,11/15/1980,0:00,3806.23
413,11/16/1980,0:00,3806.26
414,11/17/1980,0:00,3806.26
415,11/18/1980,0:00,3806.39
416,11/19/1980,0:00,3806.47
417,11/20/1980,0:00,3806.53
418,11/21/1980,0:00,3806.58
419,11/22/1980,0:00,3806.62
420,11/23/1980,0:00,3806.63
421,11/24/1980,0:00,3806.73
422,11/25/1980,0:00,3806.80
423,11/26/1980,0:00,3806.91
424,11/27/1980,0:00,3807.05
425,11/28/1980,0:00,3807.15
426,11/29/1980,0:00,3807.37
427,11/30/1980,0:00,3807.50
428,12/1/1980,0:00,3807.68
429,12/2/1980,0:00,3807.81
430,12/3/1980,0:00,3807.91
431,12/4/1980,0:00,3808.09
432,12/5/1980,0:00,3808.20
433,12/6/1980,0:00,3808.35
434,12/7/1980,0:00,3808.48
435,12/8/1980,0:00,3808.60
436,12/9/1980,0:00,3808.69
437,12/10/1980,0:00,3808.84
438,12/11/1980,0:00,3808.91
439,12/12/1980,0:00,3809.01
440,12/13/1980,0:00,3809.15
441,12/14/1980,0:00,3809.26
442,12/15/1980,0:00,3809.37
443,12/16/1980,0:00,3809.48
444,12/17/1980,0:00,3809.55
445,12/18/1980,0:00,3809.68
446,12/19/1980,0:00,3809.78
447,12/20/1980,0:00,3809.85
448,12/21/1980,0:00,3809.95
449,12/22/1980,0:00,3810.06
450,12/23/1980,0:00,3810.16
451,12/24/1980,0:00,3810.25
452,12/25/1980,0:00,3810.34
453,12/26/1980,0:00,3810.42
454,12/27/1980,0:00,3810.53
455,12/28/1980,0:00,3810.58
456,12/29/1980,0:00,3810.73
457,12/30/1980,0:00,3810.79
458,12/31/1980,0:00,3810.93
459,1/1/1981,0:00,3810.98
460,1/2/1981,0:00,3811.08
461,1/3/1981,0:00,3811.18
462,1/4/1981,0:00,3811.33
463,1/5/1981,0:00,3811.38
464,1/6/1981,0:00,3811.54
465,1/7/1981,0:00,3811.62
466,1/8/1981,0:00,3811.68
467,1/9/1981,0:00,3811.84
468,1/10/1981,0:00,3811.94
469,1/11/1981,0:00,3812.01
470,1/12/1981,0:00,3812.14
471,1/13/1981,0:00,3812.21
472,1/14/1981,0:00,3812.30
473,1/15/1981,0:00,3812.43
474,1/16/1981,0:00,3812.50
475,1/17/1981,0:00,3812.59
476,1/18/1981,0:00,3812.67
477,1/19/1981,0:00,3812.69
478,1/20/1981,0:00,3812.84
479,1/21/1981,0:00,3812.93
480,1/22/1981,0:00,3812.98
481,1/23/1981,0:00,3813.10
482,1/24/1981,0:00,3813.18
483,1/25/1981,0:00,3813.26
484,1/26/1981,0:00,3813.33
485,1/27/1981,0:00,3813.40
486,1/28/1981,0:00,3813.48
487,1/29/1981,0:00,3813.53
488,1/30/1981,0:00,3813.57
489,1/31/1981,0:00,3813.65
490,2/1/1981,0:00,3813.76
491,2/2/1981,0:00,3813.80
492,2/3/1981,0:00,3813.88
493,2/4/1981,0:00,3813.91
494,2/5/1981,0:00,3813.98
495,2/6/1981,0:00,3814.03
496,2/7/1981,0:00,3814.14
497,2/8/1981,0:00,3814.19
498,2/9/1981,0:00,3814.27
499,2/10/1981,0:00,3814.36
500,2/11/1981,0:00,3814.40
501,2/12/1981,0:00,3814.40
502,2/13/1981,0:00,3814.45
503,2/14/1981,0:00,3814.50
504,2/15/1981,0:00,3814.55
505,2/16/1981,0:00,3814.67
506,2/17/1981,0:00,3814.70
507,2/18/1981,0:00,3814.80
508,2/19/1981,0:00,3814.87
509,2/20/1981,0:00,3814.93
510,2/21/1981,0:00,3815.01
511,2/22/1981,0:00,3815.05
512,2/23/1981,0:00,3815.07
513,2/24/1981,0:00,3815.14
514,2/25/1981,0:00,3815.18
515,2/26/1981,0:00,3815.26
516,2/27/1981,0:00,3815.34
517,2/28/1981,0:00,3815.39
518,3/1/1981,0:00,3815.40
519,3/2/1981,0:00,3815.45
520,3/3/1981,0:00,3815.54
521,3/4/1981,0:00,3815.66
522,3/5/1981,0:00,3815.72
523,3/6/1981,0:00,3815.78
524,3/7/1981,0:00,3815.88
525,3/8/1981,0:00,3815.93
526,3/9/1981,0:00,3816.00
527,3/10/1981,0:00,3816.08
528,3/11/1981,0:00,3816.13
529,3/12/1981,0:00,3816.19
530,3/13/1981,0:00,3816.25
531,3/14/1981,0:00,3816.29
532,3/15/1981,0:00,3816.37
533,3/16/1981,0:00,3816.41
534,3/17/1981,0:00,3816.46
535,3/18/1981,0:00,3816.52
536,3/19/1981,0:00,3816.53
537,3/20/1981,0:00,3816.55
538,3/21/1981,0:00,3816.59
539,3/22/1981,0:00,3816.62
540,3/23/1981,0:00,3816.62
541,3/24/1981,0:00,3816.65
542,3/25/1981,0:00,3816.67
543,3/26/1981,0:00,3816.69
544,3/27/1981,0:00,3816.71
545,3/28/1981,0:00,3816.73
546,3/29/1981,0:00,3816.73
547,3/30/1981,0:00,3816.76
548,3/31/1981,0:00,3816.79
549,4/1/1981,0:00,3816.80
550,4/2/1981,0:00,3816.80
551,4/3/1981,0:00,3816.80
552,4/4/1981,0:00,3816.81
553,4/5/1981,0:00,3816.83
554,4/6/1981,0:00,3816.83
555,4/7/1981,0:00,3816.84
556,4/8/1981,0:00,3816.84
557,4/9/1981,0:00,3816.85
558,4/10/1981,0:00,3816.86
559,4/11/1981,0:00,3816.88
560,4/12/1981,0:00,3816.89
561,4/13/1981,0:00,3816.91
562,4/14/1981,0:00,3816.81
563,4/15/1981,0:00,3816.57
564,4/16/1981,0:00,3816.35
565,4/17/1981,0:00,3816.18
566,4/18/1981,0:00,3815.90
567,4/19/1981,0:00,3815.65
568,4/20/1981,0:00,3815.40
569,4/21/1981,0:00,3815.17
570,4/22/1981,0:00,3814.94
571,4/23/1981,0:00,3814.70
572,4/24/1981,0:00,3814.44
573,4/25/1981,0:00,3814.19
574,4/26/1981,0:00,3813.90
575,4/27/1981,0:00,3813.64
576,4/28/1981,0:00,3813.39
577,4/29/1981,0:00,3813.15
578,4/30/1981,0:00,3812.88
579,5/1/1981,0:00,3812.60
580,5/2/1981,0:00,3812.34
581,5/3/1981,0:00,3812.14
582,5/4/1981,0:00,3811.80
583,5/5/1981,0:00,3811.58
584,5/6/1981,0:00,3811.25
585,5/7/1981,0:00,3810.93
586,5/8/1981,0:00,3810.72
587,5/9/1981,0:00,3810.51
588,5/10/1981,0:00,3810.26
589,5/11/1981,0:00,3809.98
590,5/12/1981,0:00,3809.76
591,5/13/1981,0:00,3809.47
592,5/14/1981,0:00,3809.30
593,5/15/1981,0:00,3809.05
594,5/16/1981,0:00,3808.85
595,5/17/1981,0:00,3808.67
596,5/18/1981,0:00,3808.54
597,5/19/1981,0:00,3808.29
598,5/20/1981,0:00,3808.08
599,5/21/1981,0:00,3807.85
600,5/22/1981,0:00,3807.70
601,5/23/1981,0:00,3807.65
602,5/24/1981,0:00,3807.62
603,5/25/1981,0:00,3807.60
604,5/26/1981,0:00,3807.55
605,5/27/1981,0:00,3807.50
606,5/28/1981,0:00,3807.45
607,5/29/1981,0:00,3807.40
608,5/30/1981,0:00,3807.36
609,5/31/1981,0:00,3807.31
610,6/1/1981,0:00,3807.87
611,6/2/1981,0:00,3808.10
612,6/3/1981,0:00,3808.11
613,6/4/1981,0:00,3808.13
614,6/5/1981,0:00,3808.10
615,6/6/1981,0:00,3808.08
616,6/7/1981,0:00,3808.01
617,6/8/1981,0:00,3807.98
618,6/9/1981,0:00,3807.93
619,6/10/1981,0:00,3807.93
620,6/11/1981,0:00,3807.83
621,6/12/1981,0:00,3807.84
622,6/13/1981,0:00,3807.80
623,6/14/1981,0:00,3807.84
624,6/15/1981,0:00,3807.84
625,6/16/1981,0:00,3807.82
626,6/17/1981,0:00,3807.73
627,6/18/1981,0:00,3807.55
628,6/19/1981,0:00,3807.40
629,6/20/1981,0:00,3807.36
630,6/21/1981,0:00,3807.35
631,6/22/1981,0:00,3807.24
632,6/23/1981,0:00,3807.15
633,6/24/1981,0:00,3807.00
634,6/25/1981,0:00,3806.86
635,6/26/1981,0:00,3807.70
636,6/27/1981,0:00,3806.51
637,6/28/1981,0:00,3806.61
638,6/29/1981,0:00,3806.14
639,6/30/1981,0:00,3805.98
640,7/1/1981,0:00,3805.84
641,7/2/1981,0:00,3805.72
642,7/3/1981,0:00,3805.62
643,7/4/1981,0:00,3805.51
644,7/5/1981,0:00,3805.95
645,7/6/1981,0:00,3807.86
646,7/7/1981,0:00,3808.13
647,7/8/1981,0:00,3808.00
648,7/9/1981,0:00,3807.82
649,7/10/1981,0:00,3807.58
650,7/11/1981,0:00,3807.29
651,7/12/1981,0:00,3807.02
652,7/13/1981,0:00,3806.93
653,7/14/1981,0:00,3806.85
654,7/15/1981,0:00,3806.76
655,7/16/1981,0:00,3806.64
656,7/17/1981,0:00,3806.39
657,7/18/1981,0:00,3805.83
658,7/19/1981,0:00,3805.35
659,7/20/1981,0:00,3804.75
660,7/21/1981,0:00,3803.81
661,7/22/1981,0:00,3803.21
662,7/23/1981,0:00,3802.72
663,7/24/1981,0:00,3802.25
664,7/25/1981,0:00,3801.52
665,7/26/1981,0:00,3800.94
666,7/27/1981,0:00,3800.36
667,7/28/1981,0:00,3799.87
668,7/29/1981,0:00,3799.13
669,7/30/1981,0:00,3798.63
670,7/31/1981,0:00,3798.15
671,8/1/1981,0:00,3797.98
672,8/2/1981,0:00,3797.84
673,8/3/1981,0:00,3797.80
674,8/4/1981,0:00,3797.71
675,8/5/1981,0:00,3797.57
676,8/6/1981,0:00,3797.66
677,8/7/1981,0:00,3797.66
678,8/8/1981,0:00,3797.50
679,8/9/1981,0:00,3799.33
680,8/10/1981,0:00,3800.16
681,8/11/1981,0:00,3800.13
682,8/12/1981,0:00,3800.21
683,8/13/1981,0:00,3802.70
684,8/14/1981,0:00,3804.42
685,8/15/1981,0:00,3805.38
686,8/16/1981,0:00,3805.84
687,8/17/1981,0:00,3806.38
688,8/18/1981,0:00,3806.98
689,8/19/1981,0:00,3808.65
690,8/20/1981,0:00,3809.21
691,8/21/1981,0:00,3809.13
692,8/22/1981,0:00,3808.89
693,8/23/1981,0:00,3808.63
694,8/24/1981,0:00,3808.30
695,8/25/1981,0:00,3807.97
696,8/26/1981,0:00,3807.60
697,8/27/1981,0:00,3807.20
698,8/28/1981,0:00,3806.76
699,8/29/1981,0:00,3806.54
700,8/30/1981,0:00,3806.23
701,8/31/1981,0:00,3805.85
702,9/1/1981,0:00,3805.30
703,9/2/1981,0:00,3804.65
704,9/3/1981,0:00,3803.98
705,9/4/1981,0:00,3803.40
706,9/5/1981,0:00,3803.18
707,9/6/1981,0:00,3802.95
708,9/7/1981,0:00,3802.73
709,9/8/1981,0:00,3802.49
710,9/9/1981,0:00,3802.55
711,9/10/1981,0:00,3802.75
712,9/11/1981,0:00,3802.70
713,9/12/1981,0:00,3802.70
714,9/13/1981,0:00,3802.76
715,9/14/1981,0:00,3802.93
716,9/15/1981,0:00,3803.06
717,9/16/1981,0:00,3803.11
718,9/17/1981,0:00,3802.98
719,9/18/1981,0:00,3802.65
720,9/19/1981,0:00,3802.50
721,9/20/1981,0:00,3802.40
722,9/21/1981,0:00,3802.26
723,9/22/1981,0:00,3802.15
724,9/23/1981,0:00,3802.01
725,9/24/1981,0:00,3801.84
726,9/25/1981,0:00,3801.65
727,9/26/1981,0:00,3801.43
728,9/27/1981,0:00,3801.18
729,9/28/1981,0:00,3800.83
730,9/29/1981,0:00,3800.53
731,9/30/1981,0:00,3800.23
732,10/1/1981,0:00,3800.01
733,10/2/1981,0:00,3799.88
734,10/3/1981,0:00,3799.80
735,10/4/1981,0:00,3799.75
736,10/5/1981,0:00,3799.70
737,10/6/1981,0:00,3799.64
738,10/7/1981,0:00,3799.56
739,10/8/1981,0:00,3799.46
740,10/9/1981,0:00,3799.43
741,10/10/1981,0:00,3799.35
742,10/11/1981,0:00,3799.29
743,10/12/1981,0:00,3799.23
744,10/13/1981,0:00,3799.18
745,10/14/1981,0:00,3799.11
746,10/15/1981,0:00,3799.07
747,10/16/1981,0:00,3798.96
748,10/17/1981,0:00,3798.90
749,10/18/1981,0:00,3798.83
750,10/19/1981,0:00,3798.74
751,10/20/1981,0:00,3798.68
752,10/21/1981,0:00,3798.57
753,10/22/1981,0:00,3798.49
754,10/23/1981,0:00,3798.44
755,10/24/1981,0:00,3798.34
756,10/25/1981,0:00,3798.35
757,10/26/1981,0:00,3798.36
758,10/27/1981,0:00,3798.35
759,10/28/1981,0:00,3798.32
760,10/29/1981,0:00,3798.31
761,10/30/1981,0:00,3798.28
762,10/31/1981,0:00,3798.24
763,11/1/1981,0:00,3798.18
764,11/2/1981,0:00,3798.15
765,11/3/1981,0:00,3798.20
766,11/4/1981,0:00,3798.27
767,11/5/1981,0:00,3798.35
768,11/6/1981,0:00,3798.40
769,11/7/1981,0:00,3798.45
770,11/8/1981,0:00,3798.52
771,11/9/1981,0:00,3798.56
772,11/10/1981,0:00,3798.63
773,11/11/1981,0:00,3798.70
774,11/12/1981,0:00,3798.76
775,11/13/1981,0:00,3798.83
776,11/14/1981,0:00,3798.89
777,11/15/1981,0:00,3798.95
