mean_log,sd_log,skew_log,log_likelihood
3.528174198,0.368036469,0.6354142,-1093.187926
3.508896182,0.376532213,0.433985533,-1095.310777
3.540013136,0.393430161,0.78369444,-1093.327414
3.615187127,0.425747697,0.41259656,-1095.870284
3.570192862,0.366451752,0.709136296,-1092.740028
3.584054292,0.351337276,0.749410877,-1094.439543
3.548182217,0.401576521,0.634724102,-1093.590802
3.545374341,0.395692069,0.664656277,-1093.277703
3.528860705,0.364283212,0.922646921,-1092.994538
3.482200498,0.353559817,0.845357267,-1094.946908
3.587823758,0.383916952,0.951979365,-1094.895034
3.548842286,0.359007167,0.721118404,-1092.783018
3.58312516,0.355931224,0.470287977,-1094.556882
3.53423493,0.386513726,1.021229044,-1094.279032
3.552900301,0.374456447,0.521338901,-1093.212721
3.572322607,0.368353637,1.009511087,-1095.734962
3.478825471,0.35623984,1.051726257,-1095.342339
3.577454158,0.362423445,0.701757914,-1093.108769
3.448444766,0.457471418,0.208178457,-1102.960538
3.604123868,0.389407502,0.532250144,-1093.69925
3.514505484,0.363159384,0.786668108,-1093.200501
3.590721751,0.393684782,0.776411281,-1093.567182
3.614983748,0.384159398,0.460665835,-1094.394139
3.544532264,0.419895345,0.470437667,-1095.116095
3.552057992,0.343520137,0.22998834,-1098.698377
3.576879507,0.37605167,0.810228278,-1092.940542
3.562300328,0.390380254,0.360538164,-1094.209652
3.603325774,0.371315452,0.686323696,-1093.805751
3.59375852,0.365238939,0.792752754,-1094.067114
3.535761651,0.392667978,0.698745403,-1093.322669
3.614545756,0.364030011,0.549793362,-1094.889562
3.5922653,0.386977953,0.771435134,-1093.383051
3.516366925,0.354509469,0.886922355,-1093.316796
3.510103709,0.356516582,0.990052448,-1093.814652
3.561687911,0.360395473,1.021989356,-1096.088884
3.576195944,0.363431285,0.578237528,-1093.292564
3.587179776,0.394645962,0.942709361,-1094.964195
3.541547296,0.379248031,0.746100019,-1092.631477
3.556249297,0.375107886,0.677792147,-1092.526238
3.533493851,0.420331428,0.50874563,-1095.409888
3.627213552,0.400198869,0.81879339,-1096.179982
3.536394531,0.362092641,0.643130263,-1093.061225
3.582285555,0.404780279,0.700810694,-1093.772866
3.549217179,0.405386799,0.847709568,-1094.443337
3.560881821,0.387983409,0.730391204,-1092.737816
3.545248705,0.378152854,0.833372966,-1092.639649
3.579910914,0.39069849,0.732433241,-1093.018177
3.543597926,0.348450182,0.784736635,-1093.381121
3.56945211,0.383169722,0.652955834,-1092.665052
3.546672257,0.371064045,0.622649756,-1092.797943
3.550793103,0.355729004,1.025852043,-1095.84812
3.488913879,0.360299126,0.815085573,-1094.478499
3.534149129,0.371115425,0.60682542,-1093.125531
3.574851652,0.418221254,0.77937667,-1095.376513
3.519792962,0.35696948,0.908303331,-1093.219255
3.526116663,0.40580796,0.512242034,-1094.684901
3.517458217,0.392354972,0.763427192,-1093.965754
3.559801519,0.381279111,0.477933909,-1093.370167
3.548748281,0.357324927,0.864295703,-1093.078463
3.608478089,0.413960937,0.428036661,-1094.917161
3.565427233,0.394798152,0.674790842,-1093.018262
3.562560861,0.37171227,0.867276021,-1092.88384
3.608204271,0.367827193,0.469913302,-1094.62335
3.556755824,0.382551929,0.494898232,-1093.294368
3.552192062,0.385717227,0.913475914,-1093.2746
3.609145426,0.426121912,0.45105682,-1095.69191
3.530118211,0.405775517,0.575980122,-1094.404919
3.560064907,0.382269139,0.908090675,-1093.189172
3.524356851,0.399635764,0.837440463,-1094.43749
3.515227506,0.369919861,0.440868757,-1095.063205
3.602958485,0.364150462,0.876291471,-1096.075364
3.614727091,0.402944962,0.555217883,-1094.376085
3.565670287,0.370959675,0.663770587,-1092.618429
3.563447582,0.382365719,0.540140253,-1093.004995
3.595138147,0.389418447,0.430603366,-1093.899619
3.548429068,0.339901533,0.822432681,-1094.535309
3.59881605,0.400948079,0.673422202,-1093.82681
3.588900755,0.385937115,0.452392689,-1093.651383
3.544123211,0.355982793,0.520983418,-1093.98454
3.561380785,0.370195459,0.905523848,-1093.166578
3.515333125,0.374570883,0.684422294,-1093.475018
3.610865204,0.40640864,0.729452443,-1094.815716
3.633760132,0.438997072,0.252596322,-1097.851215
3.50863443,0.369553117,0.80764497,-1093.432903
3.561206137,0.403479241,0.683023642,-1093.570894
3.55454132,0.386247552,0.89919435,-1093.216781
3.514961895,0.327548659,0.908157448,-1096.219802
3.547433316,0.406947636,0.812236474,-1094.436498
3.587707688,0.381456238,0.468473007,-1093.562258
3.559443143,0.411489572,0.281632932,-1095.237225
3.568151256,0.385945096,0.598403384,-1092.826477
3.57890807,0.364533305,0.620845723,-1093.149737
3.567563956,0.400153084,0.753259332,-1093.46318
3.519093484,0.353899202,0.959473102,-1093.623503
3.537945079,0.332469786,0.736731917,-1095.100446
3.523426022,0.384948764,0.545612592,-1093.886491
3.604597931,0.394824114,0.206967332,-1095.913723
3.579512062,0.385743501,0.582829289,-1092.95103
3.548536685,0.3672036,0.755773037,-1092.5019
3.54662945,0.399740351,1.050299059,-1095.817703
3.604285584,0.393572923,0.746123519,-1093.948259
3.499313434,0.380713075,0.704784339,-1094.390348
3.605384328,0.42469928,0.585289375,-1095.625552
3.567934636,0.388835626,0.457271592,-1093.488862
3.543061829,0.378028034,0.931980118,-1093.086379
3.536098332,0.373538751,0.421905168,-1094.340364
3.566884287,0.387745262,0.398627616,-1093.875533
3.565044225,0.409844997,0.540819928,-1093.997911
3.552991955,0.381196033,0.80984523,-1092.632957
3.560484263,0.361189055,0.539777466,-1093.450542
3.50712573,0.377078104,0.585155589,-1094.341009
3.555573971,0.356450151,0.700023763,-1092.984079
3.554672796,0.36143106,0.820434707,-1092.790687
3.546546547,0.373897893,0.709943295,-1092.528801
3.544086525,0.378148587,0.647609274,-1092.748716
3.531582693,0.359190436,0.905477495,-1093.029379
3.600002464,0.374068582,0.702769801,-1093.563748
3.576020507,0.3878338,0.855660571,-1093.348817
3.486653854,0.379062127,0.60120529,-1095.564571
3.549046685,0.395253771,0.695377937,-1093.178927
3.559097237,0.383061044,0.762920244,-1092.602822
3.54990822,0.346612255,0.832782883,-1093.827625
3.505038401,0.36296521,0.677353231,-1094.018623
3.569761548,0.376462253,0.873646904,-1093.093598
3.579756736,0.3745941,0.653153476,-1092.800534
3.591985526,0.382645017,0.580922177,-1093.180413
3.510668482,0.366365747,0.662915758,-1093.764534
3.513632521,0.354858774,0.709340063,-1093.680676
3.567604338,0.404816608,0.212884983,-1095.594023
3.588807856,0.394303671,0.200835269,-1095.733003
3.506544992,0.371819134,1.087885858,-1094.713937
3.591262928,0.425436205,0.644561848,-1095.630243
3.565276267,0.376100515,0.487137761,-1093.327784
3.555098754,0.415311354,0.800765254,-1095.211622
3.535561253,0.387495946,1.064974873,-1094.890208
3.516926561,0.359069384,0.832750572,-1093.126285
3.581603738,0.399717414,0.533793359,-1093.488019
3.53311302,0.348875749,0.846701982,-1093.393101
3.552798186,0.393438012,0.749305664,-1093.067311
3.585273567,0.389997672,0.529410609,-1093.264565
3.589371461,0.393251288,0.932162665,-1094.864077
3.655727772,0.437855633,0.49856104,-1098.876488
3.543422347,0.365353186,0.607718455,-1093.020324
3.584266341,0.398440872,0.604811929,-1093.343084
3.578094837,0.350917945,0.475428406,-1094.831578
3.517736883,0.378896606,0.730812753,-1093.340902
3.524031054,0.38164972,0.846030593,-1093.205666
3.59407456,0.387066231,0.449211139,-1093.767591
3.604382706,0.40979724,0.834332332,-1095.610412
3.516722553,0.367000316,0.984009458,-1093.495457
3.559215921,0.368345288,0.889031305,-1093.013115
3.53333853,0.371001771,0.938098781,-1093.026988
3.570490588,0.379454869,0.521416592,-1093.099047
3.620914551,0.384002919,0.523688232,-1094.452201
3.52586603,0.348914841,0.691865442,-1093.677833
3.539397429,0.405574764,0.548474281,-1094.151914
3.538899901,0.365072815,0.393866196,-1094.827339
3.529848044,0.419577849,0.525494389,-1095.461847
3.568950186,0.368941906,0.554170787,-1093.097589
3.587095846,0.401684483,0.54576066,-1093.608114
3.590777241,0.361543528,0.700181936,-1093.71549
3.543471048,0.39185521,0.713253733,-1093.092471
3.520504189,0.351765859,0.904583833,-1093.432813
3.594049707,0.382030939,0.562465449,-1093.288291
3.521610231,0.357306291,0.604941991,-1093.871964
3.549513495,0.380174797,0.729473957,-1092.556879
3.513803708,0.358413138,0.834210404,-1093.238905
3.566127994,0.413986348,0.590694846,-1094.273939
3.512134723,0.371364805,1.109302314,-1094.939529
3.578373428,0.355699292,0.603250728,-1093.725203
3.588394468,0.367850438,0.623689165,-1093.278207
3.520793317,0.353605733,0.639159309,-1093.847897
3.616749502,0.391129163,0.805495848,-1095.023026
3.516024988,0.400010596,0.402291682,-1095.359242
3.530975217,0.356750445,0.580307364,-1093.771223
3.580138554,0.3930951,0.704833975,-1093.071162
3.551030602,0.3770469,0.764759409,-1092.487394
3.551999233,0.436134072,0.512497271,-1096.455433
3.584995803,0.395398815,0.526335102,-1093.395502
3.581421555,0.394510685,0.451330789,-1093.647372
3.542795306,0.347873233,0.669455604,-1093.620452
3.494217711,0.36500168,0.742493088,-1094.343348
3.604135695,0.38179301,0.297345035,-1095.235707
3.560428264,0.374831197,0.915416729,-1093.16151
3.509918367,0.373789507,0.865519896,-1093.465204
3.491660365,0.375097243,0.752624271,-1094.601629
3.550399234,0.371798171,0.755513805,-1092.456413
3.560612588,0.379919095,0.958834092,-1093.633589
3.551044065,0.375375844,0.835874831,-1092.584491
3.584233016,0.395891686,0.885540804,-1094.238162
3.548153819,0.35891871,0.721296782,-1092.786271
3.559468024,0.385526734,0.561118611,-1092.969126
3.584983695,0.393540848,0.635053502,-1093.137082
3.588521998,0.386091029,0.772297359,-1093.231582
3.527234189,0.377357912,0.817430027,-1092.909751
3.563160333,0.38704763,0.625783992,-1092.783191
3.540052702,0.358224837,0.788843266,-1092.772685
3.57590856,0.349932244,0.643512236,-1094.037269
3.56454907,0.366074668,0.67490482,-1092.700732
3.520760558,0.351792715,0.753514357,-1093.409644
3.544908201,0.343642141,0.701134526,-1093.888804
3.542320802,0.370742863,0.714819578,-1092.571348
3.487059652,0.377294958,1.09668676,-1095.828674
3.522244409,0.346204498,0.639932457,-1094.250072
3.570879003,0.371893656,0.409280099,-1094.024947
3.544238462,0.345805405,0.618305521,-1094.035057
3.543989468,0.381465588,0.766916347,-1092.653073
3.594514463,0.388108547,0.69618999,-1093.256465
3.53418941,0.406385603,0.647436944,-1094.277732
3.545089463,0.375744112,0.54737418,-1093.165805
3.560547929,0.369957857,0.887792558,-1093.001746
3.579103159,0.372871059,0.339344117,-1094.688199
3.612881992,0.420142916,0.520337803,-1095.331356
3.571409118,0.398628218,0.515079493,-1093.455667
3.565504587,0.362597092,0.417688307,-1094.353472
3.567981017,0.358719017,0.694187436,-1093.058125
3.570441528,0.395927952,0.775049454,-1093.266507
3.581322919,0.35496798,0.703758921,-1093.781963
3.580942654,0.394594363,0.602370312,-1093.146352
3.571987165,0.355592099,0.542706711,-1093.87056
3.564558806,0.39571437,0.347111473,-1094.339435
3.547231446,0.337884125,0.682383273,-1094.587342
3.533829761,0.3949361,0.326253391,-1095.125913
3.588277194,0.382551366,0.845021471,-1093.610404
3.578892164,0.401392737,0.38651052,-1094.153592
3.533103578,0.365430112,0.771410688,-1092.673047
3.514825268,0.349496649,0.837217589,-1093.548067
3.541919193,0.418272793,0.345880734,-1095.466237
3.594110127,0.414686011,0.602523958,-1094.521305
3.579872113,0.35152484,0.794858054,-1094.457459
3.538564554,0.378380324,0.833897546,-1092.718492
3.570381725,0.381234487,0.905072918,-1093.401097
3.542377282,0.393229205,0.724453833,-1093.19315
3.550767224,0.392715369,0.6641188,-1093.033058
3.586163555,0.382424894,0.789858472,-1093.171984
3.582216579,0.392153728,0.712321304,-1093.080555
3.538568608,0.366693148,0.738546983,-1092.612562
3.564149426,0.378079298,0.652936595,-1092.58831
3.594873504,0.365111671,0.426179103,-1094.573416
3.510598295,0.374123911,0.857749564,-1093.438638
3.539766847,0.364387239,0.797313241,-1092.591647
3.567878338,0.431105475,0.699347179,-1096.5077
3.53604855,0.383965466,0.59404486,-1093.219285
3.554960797,0.376131704,0.720831219,-1092.472641
3.587211673,0.421235358,0.744524662,-1095.638443
3.554625694,0.380501266,0.539285989,-1093.063655
3.584822824,0.378899605,0.582461763,-1093.021521
3.48761744,0.393121122,0.76565616,-1095.719278
3.539769007,0.373983146,0.917550195,-1092.915544
3.628081499,0.399130634,0.452767706,-1095.041285
3.546508591,0.376635214,0.571916432,-1093.006249
3.545981627,0.34685995,0.884993912,-1094.048903
3.590418633,0.369333383,0.402752846,-1094.422942
3.592112317,0.397533617,0.795844067,-1093.911817
3.582398171,0.388697821,0.756073827,-1093.06144
3.577154542,0.360693124,0.716984728,-1093.207826
3.485410776,0.374154454,1.115599605,-1095.888828
3.584231987,0.381286434,0.51324144,-1093.267648
3.584383627,0.358830402,0.432610243,-1094.664465
3.518705568,0.393892692,0.642398801,-1094.062458
3.517653962,0.383948533,0.727830062,-1093.522442
3.55157536,0.375904163,0.56480091,-1092.969938
3.621756062,0.398537059,0.31143438,-1095.497815
3.549672428,0.415595596,0.768393909,-1095.12989
3.57911192,0.345329437,0.666479939,-1094.650625
3.538058655,0.355208209,0.686318268,-1093.121368
3.578451072,0.371256576,0.633082677,-1092.872748
3.529011083,0.337470274,0.553762375,-1095.54416
3.543973914,0.378948983,0.76920038,-1092.585603
3.561751716,0.397726817,0.775432179,-1093.353998
3.517475124,0.372654095,0.800883077,-1093.116771
3.607104211,0.372238208,0.676203062,-1093.960564
3.566206209,0.381548265,0.157214264,-1096.597159
3.564737295,0.353841956,0.641966821,-1093.420514
3.513322974,0.386004765,0.603618899,-1094.103056
3.543506188,0.381757123,0.764881081,-1092.668351
3.566176487,0.393913875,0.811706349,-1093.249548
3.563286346,0.416214667,0.445720544,-1094.613185
3.475699072,0.374169268,0.723564281,-1095.835855
3.557860186,0.385685429,0.38689138,-1094.040728
3.643419637,0.362917578,0.636141846,-1097.602051
3.584434486,0.381443977,0.431705307,-1093.743437
3.534766225,0.371905444,0.891635599,-1092.797581
3.547879921,0.363742196,0.818288229,-1092.623259
3.547863694,0.414135305,0.633483419,-1094.561749
3.527689647,0.328430498,0.581568109,-1096.462196
3.607230783,0.389922363,0.874350157,-1095.106927
3.550032434,0.374971906,0.803715407,-1092.504869
3.493159643,0.37525797,1.067551024,-1095.143941
3.547207662,0.375597776,0.710437752,-1092.53109
3.56481187,0.362039928,0.699665503,-1092.818403
3.595285451,0.374133501,0.674802245,-1093.298585
3.530293236,0.367559246,0.697465076,-1092.879117
3.557983105,0.383084082,0.512027074,-1093.186876
3.555559172,0.406505281,0.84890516,-1094.506768
3.573581475,0.370787792,0.655521457,-1092.743417
3.549580962,0.379228028,0.713454265,-1092.550211
3.539304634,0.369992414,0.895895673,-1092.776797
3.550350353,0.382109849,0.886577738,-1092.952256
3.539315682,0.368395202,0.644888534,-1092.857672
3.572737522,0.374198884,0.622374708,-1092.749331
3.547936095,0.360073245,0.817033143,-1092.749738
3.604911903,0.375391582,0.467684836,-1094.164515
3.533813759,0.374491497,0.80393149,-1092.674416
3.544086292,0.384405147,0.70378619,-1092.767622
3.562952544,0.345942522,0.651860738,-1094.041164
3.563473389,0.345753405,0.810799132,-1094.338887
3.511967184,0.418723698,0.664690239,-1096.303787
3.575799165,0.387058138,0.42080657,-1093.714592
3.599592158,0.389358218,0.41161188,-1094.113956
3.565904389,0.400752905,0.509406704,-1093.575381
3.566728772,0.403189217,0.583512447,-1093.524539
3.546632798,0.457890771,0.236379554,-1098.511195
3.56245974,0.369175453,0.782904807,-1092.58566
3.532238,0.378049522,0.980824222,-1093.484383
3.532987057,0.369939663,0.824716453,-1092.65311
3.535073773,0.399698586,0.311077567,-1095.268331
3.547252481,0.391934014,0.940686792,-1093.856792
3.602475834,0.408078184,0.645679739,-1094.308897
3.580276128,0.373884745,0.608655146,-1092.916059
3.571673399,0.385243305,0.437464503,-1093.590406
3.584515316,0.3916352,0.702545632,-1093.092078
3.634371057,0.395881015,0.731388279,-1095.77832
3.591047279,0.376913754,0.255488349,-1095.57053
3.514288515,0.348439367,0.83451386,-1093.622817
3.562652895,0.365389944,0.633361533,-1092.819237
3.563198967,0.373793446,0.419170503,-1093.891603
3.575250605,0.360434395,0.703461492,-1093.150848
3.550215798,0.382253874,1.006932528,-1094.014863
3.522439219,0.352657207,0.562213772,-1094.395445
3.574675994,0.363910753,0.629915656,-1093.055444
3.530692354,0.375832044,0.827924845,-1092.789257
3.514332969,0.367547916,0.65069475,-1093.644139
3.517625809,0.38410057,0.65016792,-1093.691531
3.55448862,0.372961455,0.371490099,-1094.436501
3.624354425,0.402102245,0.67229402,-1094.978545
3.550256898,0.382728889,0.694334701,-1092.641134
3.514829268,0.372961079,0.840732351,-1093.221613
3.582549962,0.352012632,0.622081252,-1094.127141
3.531606453,0.354021302,0.823790259,-1093.028981
3.516690908,0.365243002,0.958397514,-1093.343955
3.538418517,0.368412459,0.815719306,-1092.569239
3.519188933,0.374263801,0.849151354,-1093.100858
3.525364867,0.433580741,0.390821297,-1096.832248
3.523202884,0.37018324,0.703470498,-1093.068436
3.570282716,0.386676735,0.555063938,-1092.98594
3.544496037,0.407274258,0.674308077,-1094.096498
3.591418137,0.383971495,0.481597062,-1093.544726
3.567086667,0.371495518,0.269545275,-1095.518898
3.523399769,0.343792995,0.6159831,-1094.569995
3.563013504,0.362737044,0.176098001,-1097.472693
3.4802205,0.342521588,0.840592272,-1095.531106
3.573284525,0.387757405,0.854392258,-1093.2683
3.533865513,0.381681588,0.5629936,-1093.381921
3.54117137,0.349214811,0.597188433,-1093.914555
3.576601618,0.380613526,0.528872666,-1093.097848
3.542400661,0.359323032,0.566163535,-1093.501128
3.553279092,0.382403759,0.515159328,-1093.218665
3.531895273,0.369868351,0.9134786,-1092.900406
3.501282207,0.359955069,0.790785792,-1093.821593
3.542256968,0.359860032,0.734961042,-1092.74416
3.533026992,0.355241181,0.676899187,-1093.238434
3.570843309,0.380244358,0.557982426,-1092.925392
3.580109416,0.387474211,0.74956435,-1092.952818
3.568671563,0.395458728,0.19534007,-1095.75417
3.516623943,0.37442992,0.756632494,-1093.235208
3.513401398,0.379721058,0.56785461,-1094.137139
3.549116564,0.36260691,0.711046811,-1092.665001
3.586223776,0.362550145,0.501148531,-1093.969584
3.555014434,0.375554631,0.932076447,-1093.178401
3.557464077,0.378533109,0.926435319,-1093.207899
3.59520105,0.347658849,0.480616118,-1095.691674
3.581669173,0.385010599,0.531649109,-1093.148713
3.59736246,0.397060425,0.529756109,-1093.662201
3.535129181,0.357668974,0.846238807,-1092.875696
3.593281593,0.370342497,0.3002651,-1095.414915
3.518014506,0.413324569,0.535702903,-1095.440076
3.554000288,0.354884096,0.700740731,-1093.062339
3.560242103,0.369477974,0.804481192,-1092.594745
3.528239505,0.370742511,0.63183389,-1093.18011
3.624481493,0.419903596,0.643438844,-1096.072926
3.56016645,0.380684258,0.963047627,-1093.681147
3.629341662,0.388758501,0.505611364,-1094.903732
3.514640061,0.318427852,0.594225189,-1098.238464
3.588038235,0.342726707,0.502521454,-1095.851713
3.607215245,0.382699842,0.740868633,-1093.927657
3.52786073,0.369404283,0.583381472,-1093.462325
3.480122472,0.378631398,0.828815705,-1095.458414
3.513044195,0.338570064,0.7634341,-1094.533553
3.51926018,0.363016744,0.553670758,-1094.124208
3.536656093,0.37137104,0.783481031,-1092.583639
3.523654883,0.358723716,1.108721613,-1095.973509
3.528571251,0.399263951,1.099870044,-1096.586722
3.541652254,0.33404212,0.876187944,-1095.647469
3.501562885,0.42248323,0.597851726,-1097.04131
3.478321339,0.347683575,0.852283116,-1095.377837
3.600093397,0.390498254,0.340968796,-1094.615038
3.594507197,0.362839893,0.537134986,-1094.026513
3.563602146,0.392652944,0.410574311,-1093.852212
3.517816878,0.372664892,0.62644554,-1093.59228
3.533833359,0.380922588,0.736904303,-1092.847921
3.594620892,0.383460738,0.609032348,-1093.200628
3.541914104,0.358591345,0.763689734,-1092.758909
3.546630092,0.369678084,0.864885137,-1092.654827
3.553530466,0.385906661,0.653017918,-1092.757034
3.517673287,0.368202268,0.858105777,-1093.051259
3.584961382,0.382843872,0.708059172,-1092.904096
3.592948404,0.393479881,0.702806538,-1093.374535
3.526443798,0.35744914,0.90245223,-1093.102767
3.582157488,0.374469344,0.870743491,-1093.616725
3.546261326,0.404391096,0.667983112,-1093.826051
3.56771053,0.384391831,0.617589762,-1092.747338
3.579802807,0.428925416,0.535352203,-1095.560477
3.562576803,0.390398648,0.955695792,-1094.024083
3.575048645,0.359405091,0.594645721,-1093.420299
3.594368215,0.359371246,0.698079495,-1094.070604
3.542869433,0.426898126,0.193422751,-1096.738552
3.528990921,0.380141722,0.544780498,-1093.620161
3.525247761,0.364961205,0.93641577,-1093.09114
3.592955498,0.363086567,0.391135547,-1094.935789
3.575903469,0.41504994,0.352636075,-1094.844561
3.536084902,0.347609468,0.805415113,-1093.422376
3.572742588,0.38808841,0.626717994,-1092.830797
3.539406204,0.384328993,0.582051782,-1093.18598
3.608379662,0.40171641,0.26060902,-1095.491076
3.515984916,0.368938367,0.484298982,-1094.663895
3.585979561,0.379548988,0.539750207,-1093.193257
3.624641233,0.351208527,0.331136336,-1097.983154
3.560305825,0.35897457,0.693703771,-1092.908939
3.590876883,0.376482727,0.902924634,-1094.483973
3.532390454,0.390360436,0.458334623,-1094.1454
3.633732948,0.422426244,0.560412116,-1096.422272
3.563595887,0.423021566,0.448548271,-1095.077374
3.612221702,0.419146283,0.541126105,-1095.249665
3.600066529,0.385515271,0.398571564,-1094.229355
3.55083906,0.408024991,0.628712201,-1093.994561
3.58266345,0.404546429,0.54782219,-1093.693777
3.589136207,0.37514635,0.890433035,-1094.23806
3.528712987,0.400729788,0.310939975,-1095.500568
3.510926046,0.364452762,0.522692344,-1094.708092
3.527485718,0.411192298,0.641472098,-1094.890331
3.528002234,0.358285354,0.808911843,-1092.893339
3.590049179,0.356316487,0.852651499,-1095.33593
3.591227343,0.38414663,0.668088483,-1093.066676
3.540652057,0.358131156,0.69758582,-1092.917697
3.545154053,0.373097882,0.686184202,-1092.593666
3.558381638,0.382558992,0.5850933,-1092.840871
3.524003157,0.370125211,0.742592979,-1092.93792
3.531800604,0.408163875,1.014027319,-1096.596986
3.53546615,0.376455929,0.5510769,-1093.368606
3.482456996,0.362086427,0.781990249,-1095.012085
3.60836294,0.357464103,0.565902519,-1095.024874
3.508472493,0.391473732,0.75813761,-1094.334159
3.582770496,0.393049818,0.573716102,-1093.170447
3.617039436,0.42234574,0.561663548,-1095.705489
3.503954635,0.366605185,0.742235038,-1093.782905
3.599862077,0.390406498,0.827864021,-1094.167697
3.569916145,0.391955937,0.761832484,-1093.002468
3.558209088,0.369650802,0.610606757,-1092.782896
3.540845654,0.372346275,0.642985329,-1092.802309
3.553189391,0.374637607,0.595436308,-1092.813165
3.562931936,0.373832247,0.212293214,-1096.193173
3.583566357,0.367358243,0.587528832,-1093.249361
3.556100224,0.369883778,0.708911928,-1092.503844
3.565045338,0.398909056,0.212146646,-1095.585776
3.552929843,0.475387009,0.036380961,-1100.388847
3.567550411,0.371085704,0.818307435,-1092.766072
3.492519187,0.371765383,0.802833185,-1094.371356
3.537148771,0.373384124,0.727818766,-1092.641102
3.590618575,0.381427596,0.557335749,-1093.217269
3.573772515,0.365234473,0.711711102,-1092.869938
3.570855125,0.390050852,0.964694829,-1094.343496
3.565349282,0.390618641,0.494584608,-1093.323564
3.583044491,0.367911349,0.393051163,-1094.438088
3.486960127,0.334438952,0.719112778,-1096.324155
3.497706073,0.370495729,0.669716282,-1094.428622
3.570580506,0.363691317,0.543775646,-1093.368364
3.551608904,0.368691174,0.663174466,-1092.632525
3.556344131,0.357419677,0.450938186,-1094.377031
3.551242747,0.404844877,0.753639735,-1093.936686
3.569558911,0.374408921,0.876751507,-1093.12492
3.576755147,0.364554787,0.763823004,-1093.07751
3.563049799,0.404246949,0.322771869,-1094.694744
3.615474498,0.424437178,0.368586224,-1095.88571
3.499686386,0.334841311,1.089402541,-1098.085502
3.515167472,0.367928957,0.410032037,-1095.434723
3.512490042,0.341550945,0.887949265,-1094.227365
3.533384879,0.367569807,0.854906206,-1092.689123
3.556589244,0.393589038,0.404255188,-1093.983259
3.598285171,0.351867961,0.522171715,-1095.156929
3.507251532,0.431423789,0.152452114,-1098.438083
3.548388076,0.363987054,0.830849701,-1092.650211
3.545632181,0.383187838,0.926982627,-1093.236264
3.54004541,0.409639498,0.694443453,-1094.442309
3.587644867,0.377629722,0.455814274,-1093.697003
3.553290676,0.341948158,0.446098055,-1095.788969
3.572864347,0.400534903,0.540398685,-1093.461524
3.563074754,0.391704516,0.847010707,-1093.26145
3.551072022,0.351046227,0.919975135,-1094.186005
3.527103809,0.366037659,0.737762011,-1092.864666
3.563129658,0.396515591,0.864580382,-1093.686054
3.546744816,0.373849439,0.933020749,-1093.046221
3.56257214,0.386359617,0.847381482,-1092.991876
3.518472404,0.399395711,0.572886298,-1094.500381
3.554014671,0.369344914,0.748971855,-1092.475034
3.551236274,0.364014576,0.743788706,-1092.579034
3.600437681,0.373541254,0.816716038,-1094.252084
3.55285603,0.390793473,0.720223832,-1092.898709
3.529336838,0.425437618,0.329169935,-1096.294724
3.56737739,0.376631071,0.834340625,-1092.791635
3.567728404,0.386549763,0.756297653,-1092.746615
3.55744272,0.362205164,0.634978368,-1092.905771
3.545666631,0.364923356,0.688694911,-1092.674329
3.584135991,0.363761983,0.673254421,-1093.268106
3.521833835,0.390994252,0.571815419,-1093.997666
3.554141452,0.347137612,0.884731652,-1094.37398
3.519544582,0.375257445,0.850926958,-1093.118605
3.551180526,0.377816215,0.927038451,-1093.098784
3.580222699,0.394080077,0.345585391,-1094.312446
3.581176411,0.3676367,0.887395547,-1094.044155
3.590354298,0.402596785,0.712734255,-1093.803501
3.542185774,0.34341003,0.61102422,-1094.306621
3.540980374,0.386341606,0.744579908,-1092.879468
3.51462334,0.392199694,0.770056066,-1094.087867
3.562588411,0.375676157,0.855732989,-1092.795652
3.577876268,0.394568396,1.014167439,-1095.66783
3.450586923,0.366265822,1.05833014,-1097.841974
3.554167088,0.357744279,0.844603184,-1093.073173
3.591232981,0.402853021,0.596365037,-1093.676765
3.564353764,0.386067574,0.6661361,-1092.689799
3.535061234,0.379651073,0.692107741,-1092.851893
3.5348955,0.391470084,0.435967996,-1094.225299
3.576526592,0.376119866,0.722521963,-1092.693077
3.55506949,0.363438987,0.591437335,-1093.05677
3.572097636,0.362092511,0.686558912,-1092.978267
3.591662248,0.37140208,0.561693364,-1093.421073
3.54662688,0.37604411,0.688717779,-1092.581436
3.502265959,0.36135421,0.809438613,-1093.714213
3.546242499,0.390864495,0.329138342,-1094.735543
3.533525349,0.371625686,0.760139902,-1092.659991
3.578912488,0.391929858,0.89211522,-1093.902596
3.580777099,0.35754476,0.710321055,-1093.557094
3.585850238,0.387027449,0.706998924,-1092.993989
3.550434292,0.37324827,0.733907234,-1092.46612
3.538087121,0.407001534,0.697217783,-1094.265895
3.522353373,0.349740447,0.644727824,-1093.97739
3.520161408,0.358079184,0.832433704,-1093.061465
3.606728859,0.374939538,0.678411884,-1093.841733
3.571604282,0.409034415,0.516401247,-1093.961093
3.589688625,0.385798418,0.723905251,-1093.110447
3.571674264,0.391502614,0.309523099,-1094.592794
3.629107958,0.401693635,0.884121607,-1097.347151
3.551033252,0.389252157,0.880567491,-1093.263609
3.549658878,0.358486141,0.603128346,-1093.23307
3.539012733,0.415253607,0.569472606,-1094.822713
3.528923973,0.348439657,0.72071311,-1093.53086
3.629051451,0.412710075,0.552132864,-1095.489122
3.596436423,0.368533474,0.789979115,-1094.011514
3.525180845,0.364912045,0.64287432,-1093.295002
