mean_log,sd_log,skew_log,log_likelihood
3.546794024,0.369920765,0.805528916,-1092.499757
3.544385153,0.359966614,0.800818656,-1092.707697
3.497504113,0.370713279,1.202982905,-1096.901286
3.559425991,0.413678878,0.728204309,-1094.604029
3.559777893,0.384891837,0.706951653,-1092.629391
3.548051168,0.365266239,0.736045344,-1092.5557
3.55289632,0.401549422,0.530328329,-1093.68567
3.542414969,0.374457603,0.721821779,-1092.566607
3.517507485,0.427073205,0.322798695,-1096.84909
3.57361191,0.36481727,0.654315908,-1092.935619
3.523201293,0.360313341,1.041460843,-1094.210896
3.547470738,0.383140292,0.71515844,-1092.665508
3.565644355,0.355010986,0.686766111,-1093.254127
3.579188755,0.391087196,0.637879635,-1092.965449
3.504049604,0.363593949,1.148808696,-1095.830625
3.478310939,0.349439272,1.139048516,-1096.491221
3.568171488,0.390412044,0.520369643,-1093.193345
3.536314941,0.363637108,0.459967077,-1094.30185
3.603386129,0.389216309,0.639652126,-1093.536923
3.505867696,0.375692102,0.781163435,-1093.729596
3.526386614,0.37368464,0.702189914,-1092.984912
3.515609088,0.394799598,0.464800473,-1094.878338
3.4814869,0.345418683,0.935089757,-1095.158745
3.57149115,0.389437873,0.420614402,-1093.719036
3.585364602,0.354338246,0.657599612,-1093.992738
3.570479516,0.370086781,0.77519764,-1092.716676
3.520253631,0.378756628,0.677715586,-1093.359291
3.603912285,0.369865105,0.653995051,-1093.855003
3.563188162,0.377819032,0.962187568,-1093.749473
3.506023352,0.339530117,0.983859055,-1095.086733
3.564980857,0.383946923,0.854935079,-1092.974918
3.610272801,0.372993715,0.758486278,-1094.505498
3.56362692,0.372105092,0.766982487,-1092.535007
3.597042587,0.379363746,0.810360791,-1093.810425
3.575912793,0.404790351,0.914893778,-1095.018688
3.551275967,0.392416394,0.474455558,-1093.618377
3.514943912,0.358978767,0.63756848,-1093.863462
3.508764087,0.362549232,0.422229358,-1095.856441
3.583976935,0.379778174,0.775649738,-1093.019876
3.595095537,0.37087175,0.557373523,-1093.56779
3.560294576,0.385949148,0.72511558,-1092.662063
3.519939903,0.377035117,0.823404161,-1093.136749
3.565605281,0.404992536,0.375914478,-1094.349468
3.532250515,0.415811007,0.656161757,-1095.170762
3.516484979,0.36660491,0.595745225,-1093.867445
3.547234791,0.398812932,0.666580439,-1093.423932
3.583835956,0.410821235,0.662643933,-1094.167425
3.506955705,0.385225059,0.924507963,-1094.31984
3.604541968,0.392786877,0.770418644,-1094.064547
3.559990989,0.353337057,0.649392442,-1093.362486
3.544438616,0.36565319,0.550200615,-1093.334704
3.556666237,0.418719196,0.781213329,-1095.491723
3.54572932,0.384036793,0.663728718,-1092.790913
3.55434551,0.358080076,0.808563598,-1092.915585
3.544980294,0.370467555,0.849997716,-1092.596183
3.569214991,0.371291521,0.812736078,-1092.783137
3.613153784,0.374675719,0.553872026,-1094.217813
3.605193314,0.325766057,0.499640334,-1099.82248
3.578233617,0.360881935,0.870723675,-1094.151739
3.594257762,0.372019871,0.507960746,-1093.710843
3.593528328,0.371911405,0.707837824,-1093.331274
3.513065945,0.354145481,0.992296506,-1093.901479
3.502964297,0.343580613,0.752554415,-1094.535382
3.542316103,0.356768908,0.664034004,-1093.084422
3.608367688,0.375687175,0.498541694,-1094.141139
3.507331077,0.386308375,1.15316391,-1096.409708
3.573871564,0.378081794,0.72984368,-1092.641254
3.525598168,0.416756494,0.727999854,-1095.731889
3.564422283,0.392766964,0.861691058,-1093.420191
3.530266483,0.403867044,0.678358288,-1094.228121
3.537323216,0.366682033,0.768701844,-1092.592643
3.519089653,0.373311308,0.909031122,-1093.198013
3.637691479,0.391910808,0.580645784,-1095.368868
3.586054149,0.413643017,0.526991882,-1094.304135
3.471951758,0.39095475,0.959880933,-1097.27794
3.516411068,0.358244075,0.813687433,-1093.174987
3.576828204,0.379026052,0.684030084,-1092.686958
3.5123117,0.384123881,0.69231577,-1093.831686
3.545022362,0.384156369,0.988521217,-1093.802708
3.588855561,0.403032474,0.683683524,-1093.722261
3.563745976,0.342359666,0.862269442,-1095.389163
3.514452906,0.357745755,0.881985414,-1093.252168
3.553763711,0.363521032,0.885690465,-1093.010685
3.572290392,0.384465134,0.729689794,-1092.69951
3.527087707,0.360623146,0.590702731,-1093.653089
3.519267679,0.359887134,0.782687775,-1093.092712
3.589783439,0.372012796,0.702958215,-1093.159652
3.55908432,0.415371608,0.556374237,-1094.439928
3.586196132,0.395762229,0.874214348,-1094.194064
3.52986565,0.38555546,0.826557438,-1093.189183
3.50879821,0.38266674,0.970115647,-1094.263018
3.580428916,0.373620985,0.531405626,-1093.226594
3.561094936,0.37958906,0.816716712,-1092.650932
3.547488474,0.385736298,0.808501283,-1092.827797
3.566094289,0.397861506,0.56733201,-1093.286138
3.519912562,0.350517829,0.606702269,-1094.268631
3.56325223,0.379247126,0.350933173,-1094.379683
3.56251286,0.398901447,0.833884732,-1093.690204
3.56096564,0.432158823,0.300038539,-1096.141263
3.55795683,0.361039904,0.670127859,-1092.840624
3.558429519,0.371341604,0.936246513,-1093.344835
3.524573098,0.367594617,0.956165021,-1093.199032
3.536995989,0.370637231,0.727483408,-1092.634821
3.501430034,0.364672374,0.589475174,-1094.712642
3.616199572,0.378619238,0.720892238,-1094.474812
3.54344627,0.429761185,0.566704392,-1096.072742
3.56285728,0.354864157,0.446537736,-1094.579959
3.609006358,0.387020347,0.614852986,-1093.74413
3.584897989,0.42309528,0.138731201,-1096.668346
3.578180866,0.337524034,0.692814091,-1095.74266
3.580791302,0.393478779,0.820780524,-1093.505812
3.563109501,0.407383575,0.485686425,-1093.987289
3.568361711,0.378414088,0.807110591,-1092.709373
3.545740768,0.377822102,0.729954601,-1092.552549
3.55988974,0.379126086,0.615271128,-1092.696087
3.57136175,0.392809084,0.697244862,-1092.950102
3.497400616,0.375950104,0.68416809,-1094.448755
3.487529596,0.354441276,0.953892185,-1094.538937
3.580139074,0.391739233,0.900799979,-1094.01813
3.584316152,0.378354905,0.327940337,-1094.662258
3.547374101,0.358546123,0.918916747,-1093.36985
3.539413022,0.370234353,0.854962222,-1092.629241
3.526169214,0.381786445,1.023674124,-1094.095167
3.554771769,0.359784522,0.687656025,-1092.833591
3.50367037,0.37096818,0.882477526,-1093.691783
3.518857821,0.397634745,0.8937056,-1094.710782
3.5630912,0.38379795,0.7407506,-1092.611793
3.496807967,0.377266685,1.0323252,-1094.832233
3.614439998,0.380576739,0.852395308,-1095.512459
3.533776644,0.386562174,0.682643941,-1093.113135
3.50426952,0.345996613,0.983424497,-1094.451063
3.589921946,0.402701747,0.666804049,-1093.690488
3.538629168,0.360433057,0.642785155,-1093.076044
3.539516392,0.394724502,0.249848251,-1095.674312
3.502656091,0.381736347,0.663915372,-1094.337936
3.5928658,0.371140931,0.734520529,-1093.396789
3.612096284,0.381819759,0.748320398,-1094.276875
3.578370745,0.367945322,0.608324231,-1093.035689
3.50886446,0.404699684,0.867193491,-1095.777418
3.514381966,0.358876276,0.975152619,-1093.571527
3.553037919,0.376877031,0.43531839,-1093.791325
3.543660456,0.373909895,0.682817134,-1092.624912
3.562363479,0.3628665,0.670016142,-1092.801856
3.610292385,0.396709433,0.474061616,-1094.194305
3.522120099,0.360371106,0.531236713,-1094.280964
3.558658659,0.365445084,0.682727103,-1092.653689
3.498930158,0.357059599,0.733991855,-1094.202856
3.437596555,0.444545509,0.466070297,-1103.285017
3.536831579,0.386753046,0.686809,-1093.030689
3.538903255,0.375035497,0.392176747,-1094.502424
3.535609323,0.360045186,0.991516633,-1093.777063
3.578374744,0.3811046,0.54454742,-1093.045333
3.572678953,0.372148631,0.924902174,-1093.80315
3.523438988,0.381871639,0.762990783,-1093.182538
3.544862296,0.365498903,0.757965167,-1092.544057
3.546946849,0.357460947,0.916716083,-1093.408565
3.585676087,0.418928633,0.23303807,-1095.765107
3.551433317,0.364281465,0.800121573,-1092.598383
3.495652863,0.436553895,0.174522741,-1099.049504
3.604558087,0.415873246,0.990785764,-1098.679083
3.591593131,0.383161931,0.76745627,-1093.286443
3.55200793,0.389552179,0.403383698,-1094.011239
3.529031697,0.38019049,0.727435613,-1092.973362
3.655805682,0.381327174,0.474568726,-1097.056971
3.57497444,0.353555037,0.771704691,-1093.817275
3.552955432,0.363083352,0.746611228,-1092.612645
3.603420589,0.389914796,0.725426889,-1093.722238
3.57600405,0.393185764,0.850251113,-1093.55964
3.545792442,0.387798384,0.699054138,-1092.866365
3.584462669,0.399578446,0.577317565,-1093.426917
3.513692888,0.364918843,0.846515416,-1093.168238
3.586625159,0.39808103,0.386535383,-1094.132109
3.458602482,0.364880369,0.556873443,-1098.308439
3.546620396,0.352556899,0.535816237,-1094.053634
3.620481862,0.382544358,0.370779896,-1095.188211
3.518613464,0.379371694,0.598785554,-1093.739507
3.583898778,0.397205201,0.435084878,-1093.811132
3.565716733,0.452449754,0.437807872,-1097.9644
3.462633553,0.37582991,0.856262598,-1096.812083
3.597990682,0.376095904,0.699837468,-1093.405609
3.571260516,0.412755464,0.510962702,-1094.205337
3.476725703,0.368878322,0.829525919,-1095.396987
3.576346664,0.390815446,0.989583025,-1094.975495
3.543160609,0.375131693,0.422850657,-1094.111895
3.500451097,0.394979933,0.931725455,-1095.534739
3.56757603,0.350806327,0.598691223,-1093.875016
3.565747158,0.39864231,0.442787771,-1093.780829
3.52064886,0.387033664,0.539088517,-1094.075842
3.614159849,0.396254571,0.658502712,-1094.189298
3.531367994,0.364296537,0.429459121,-1094.717469
3.567988497,0.421752943,0.560556629,-1094.912537
3.585274292,0.368290964,0.840046779,-1093.745486
3.519507951,0.346832183,0.988834382,-1094.468336
3.517683705,0.350237904,0.683203375,-1093.878759
3.580638271,0.366197061,0.563184993,-1093.323585
3.566801477,0.362677571,0.80627096,-1092.979459
3.501546857,0.395254809,0.592134365,-1095.115344
3.534611729,0.361373126,0.789104665,-1092.711878
3.611467446,0.405798601,0.551618628,-1094.384571
3.570466075,0.394537778,0.421411674,-1093.781858
3.632304002,0.419260728,0.489601158,-1096.016498
3.633717695,0.42158818,0.43058703,-1096.261719
3.53409381,0.402218766,0.600339028,-1094.0175
3.554877378,0.380851178,0.515640461,-1093.190202
3.590570746,0.382844521,0.789032919,-1093.344279
3.572797884,0.380315171,0.687928161,-1092.627908
3.582984677,0.395019681,0.843269132,-1093.794556
3.558258074,0.35974604,0.87756506,-1093.285614
3.51707542,0.368789089,0.873922583,-1093.094655
3.552693365,0.350757643,0.877856254,-1093.8212
3.555223662,0.367361898,0.848957821,-1092.712274
3.575611006,0.371759159,0.616915401,-1092.849092
3.488319123,0.380823938,0.947118769,-1095.163865
3.576015891,0.377032639,0.650881346,-1092.70893
3.514808496,0.363900434,0.545456585,-1094.355228
3.621111397,0.404732826,0.543021555,-1094.719006
3.578120345,0.411827001,0.266247292,-1095.253224
3.560191292,0.395184905,0.941656131,-1094.169008
3.489266782,0.364191405,0.727946289,-1094.723903
3.538635933,0.40649999,0.49062834,-1094.374037
3.550801518,0.366732378,0.562427436,-1093.140337
3.499742898,0.368504209,0.920640103,-1093.878748
3.555506795,0.373260159,0.627735447,-1092.676247
3.55624544,0.38261814,0.9222032,-1093.250012
3.593593359,0.383100803,0.56333808,-1093.270143
3.546473055,0.382396375,0.87584593,-1092.91508
3.53792192,0.380636136,0.568146792,-1093.230568
3.566749313,0.348815185,0.75844543,-1093.872143
3.507504366,0.379346683,0.906153082,-1093.874653
3.539957104,0.395478863,1.080531396,-1095.806819
3.587560087,0.370335397,0.61548279,-1093.174711
3.521911422,0.352741995,0.857665817,-1093.243288
3.558418244,0.403782769,0.582886505,-1093.621297
3.559412613,0.356547308,0.765449554,-1093.017796
3.605322652,0.394396956,0.452511108,-1094.085294
3.562292609,0.374070714,0.227415457,-1095.980727
3.603795664,0.389130865,0.616066116,-1093.550333
3.541745256,0.378523065,0.436204506,-1093.983743
3.514795696,0.400825154,0.288237708,-1096.269479
3.600362696,0.380290109,0.769944731,-1093.718542
3.599770074,0.412540195,0.442255689,-1094.599549
3.518228605,0.401052469,0.296971538,-1096.041774
3.54872204,0.375795032,0.660583761,-1092.623813
3.580183718,0.360153394,0.602735219,-1093.473427
3.514337464,0.374571851,0.77351845,-1093.309608
3.583217089,0.35709748,0.836103673,-1094.460005
3.481213653,0.376026072,0.562905783,-1096.155454
3.556774444,0.383378334,0.480823334,-1093.38233
3.559239795,0.408295125,0.423050927,-1094.302817
3.512362635,0.382765334,1.035678257,-1094.578616
3.555918019,0.390929973,0.862657162,-1093.266111
3.543522916,0.385478171,0.443620964,-1093.868801
3.554974651,0.396203382,0.791837342,-1093.325902
3.590697783,0.378428677,0.693439193,-1093.062897
3.579372436,0.389555807,0.976040039,-1094.860658
3.496569721,0.36713974,0.499357931,-1095.653597
3.582481593,0.367145865,0.418025572,-1094.25017
3.57681024,0.370699186,0.561647676,-1093.100025
3.579367755,0.36206926,0.729787261,-1093.2267
3.568029463,0.390954729,0.897403047,-1093.615991
3.499388907,0.384003519,0.611888204,-1094.774588
3.59594719,0.370056197,0.479807576,-1093.992228
3.564786034,0.394415217,0.665996269,-1093.001348
3.587246042,0.392524314,0.645265643,-1093.142358
3.56649482,0.354445736,0.542644868,-1093.876855
3.577448645,0.39740243,0.315607621,-1094.569281
3.567679537,0.373086329,1.011791835,-1094.99932
3.59128631,0.38588481,0.43459398,-1093.79994
3.611293964,0.377668198,0.929060726,-1096.865705
3.567711272,0.404424074,0.318224241,-1094.694978
3.53612812,0.361402626,0.600314903,-1093.320387
3.563838033,0.377418966,0.502691679,-1093.216229
3.515018608,0.347597227,0.859988256,-1093.663868
3.530432461,0.410769307,0.388236058,-1095.245121
3.565290922,0.382412057,0.658360651,-1092.624678
3.518122104,0.365175076,0.885908158,-1093.061926
3.579846321,0.382069337,0.650786743,-1092.78251
3.597173998,0.410234403,0.369424479,-1094.72976
3.540434526,0.379898762,0.479338466,-1093.685919
3.469333378,0.373990345,0.962822015,-1096.230504
3.54781622,0.371757191,0.662907864,-1092.630177
3.574042459,0.413084855,0.92614702,-1096.081876
3.551049548,0.368834443,1.030142078,-1094.567998
3.57865868,0.369353133,0.405871676,-1094.202854
3.482760096,0.348499625,1.003176054,-1095.096799
3.501818164,0.35956884,0.80381582,-1093.767797
3.563885904,0.376211564,0.421017312,-1093.816575
3.514360868,0.370238269,0.785028568,-1093.218983
3.581144407,0.355591028,0.414922014,-1095.003081
3.543010695,0.370123842,0.868548693,-1092.659425
3.645300574,0.439169234,0.24148941,-1098.405582
3.549874785,0.358851863,0.743683524,-1092.764817
3.575792623,0.388886198,0.736862613,-1092.890115
3.586377192,0.364258275,0.640319201,-1093.34996
3.549796227,0.372043408,0.673565974,-1092.578608
3.567457023,0.39597053,0.541749801,-1093.275859
3.547245468,0.335959833,0.425370637,-1096.791465
3.55468747,0.390313781,0.396036989,-1094.028179
3.539705683,0.352499912,0.76171404,-1093.076824
3.542261172,0.369222525,0.432031857,-1094.202679
3.549328654,0.369452663,0.912564511,-1092.945834
3.53663695,0.382624851,0.783300526,-1092.83266
3.620313673,0.398548671,0.463446073,-1094.645677
3.54467395,0.381303458,0.958542589,-1093.39746
3.536444923,0.377710555,0.982843809,-1093.474119
3.602289026,0.363045433,0.594397848,-1094.186484
3.57857026,0.378442678,0.5485396,-1093.043862
3.517314344,0.366199348,0.857812705,-1093.050966
3.494629823,0.38123248,0.842550105,-1094.578532
3.530306295,0.332379624,0.686636738,-1095.218427
3.525982441,0.354326775,0.679015093,-1093.434471
3.509551208,0.380631336,0.836897216,-1093.722166
3.583022739,0.398569615,0.512630391,-1093.518631
3.556441636,0.364238952,0.750118275,-1092.600434
3.588680663,0.385950333,0.575713814,-1093.128943
3.54352147,0.353784654,0.557384635,-1093.846732
3.53769356,0.383050923,0.998100239,-1093.826517
3.529148517,0.377322869,1.059181084,-1094.308847
3.510120546,0.398054063,0.761942076,-1094.719922
3.589215535,0.407319437,0.339105179,-1094.685115
3.546797741,0.374439899,0.855152619,-1092.631451
3.624544126,0.385147819,0.716853349,-1094.911719
3.537958984,0.384185395,0.949903133,-1093.479251
3.539394265,0.383359951,0.996005136,-1093.820171
3.520893918,0.344488906,0.899443595,-1093.943622
3.501576229,0.358536282,0.82793048,-1093.748162
3.589805744,0.373052971,0.561686756,-1093.31582
3.602405594,0.365773619,0.665128319,-1094.007227
3.573305897,0.364075969,0.806728029,-1093.142594
3.547009421,0.355208079,0.541645014,-1093.832227
3.56469079,0.417426058,0.784526061,-1095.2977
3.552515698,0.373503821,0.449588065,-1093.746573
3.496294219,0.34457191,0.856907781,-1094.47015
3.577067739,0.368554859,0.600702158,-1093.013708
3.543785438,0.361600767,0.733398018,-1092.677682
3.533826268,0.359660319,0.81493553,-1092.770675
3.557431162,0.387202695,0.745576097,-1092.725927
3.47697436,0.331188138,1.023757388,-1096.890703
3.518490587,0.384235521,0.930815157,-1093.80055
3.595353939,0.373024341,0.643925816,-1093.329092
3.54381236,0.36600948,0.603060471,-1093.021883
3.589203524,0.37033226,0.248909359,-1095.943868
3.532046782,0.405623192,0.789565399,-1094.568854
3.535959154,0.360616109,0.870141364,-1092.831062
3.542001892,0.354724404,0.704407668,-1093.049129
3.560429711,0.3784747,0.686132459,-1092.525011
3.515326483,0.370176374,0.816116291,-1093.150598
3.537190442,0.408576181,0.815906833,-1094.8489
3.528659156,0.394684486,0.51913467,-1094.070432
3.540821437,0.399839059,0.77791458,-1093.771487
3.546052495,0.395740514,0.865925515,-1093.683521
3.526839174,0.322139714,0.765964894,-1096.662905
3.532063407,0.396555541,0.770245952,-1093.728455
3.543549239,0.367793475,0.922963962,-1092.96693
3.548921733,0.375407226,0.74862028,-1092.478617
3.572462899,0.398379676,0.514459456,-1093.448757
3.557019467,0.375172949,0.633192988,-1092.641467
3.525326159,0.35541387,0.571051448,-1094.074972
3.549208688,0.375375806,0.981794766,-1093.56361
3.568441249,0.407036461,0.75093304,-1094.014523
3.52236138,0.377228442,0.779959372,-1093.057849
3.533131899,0.355064422,0.699345953,-1093.154088
3.54694806,0.362092073,0.684299818,-1092.757992
3.631900049,0.363487559,0.520937947,-1096.200891
3.541881188,0.386328089,0.698084957,-1092.883344
3.58309617,0.390316004,0.785419679,-1093.243928
3.553054884,0.357674301,0.764409646,-1092.845233
3.50279385,0.387593874,0.94718617,-1094.806934
3.546878683,0.334794268,0.453969438,-1096.612209
3.569380867,0.35266967,0.795898218,-1093.759735
3.546329458,0.384613116,0.669005369,-1092.786601
3.534690159,0.386444114,0.768042546,-1093.034346
3.536386733,0.369318056,0.80090138,-1092.583441
3.544276297,0.391493978,0.496923678,-1093.619765
3.544540436,0.377087222,0.926740408,-1093.031372
3.575887401,0.348867335,0.811152035,-1094.667724
3.564464352,0.381634218,0.188826734,-1096.167141
3.579436787,0.386487893,0.515918459,-1093.201338
3.497833835,0.401718179,0.636032882,-1095.618078
3.552051318,0.366715544,0.791821466,-1092.53182
3.522275137,0.372805274,0.835386804,-1092.954932
3.594300263,0.403280251,0.479824995,-1093.956396
3.51532378,0.348850009,0.766973715,-1093.685252
3.495535948,0.377107111,0.976058187,-1094.598467
3.536747844,0.389271406,0.433581866,-1094.152742
3.583456628,0.395355643,0.683236858,-1093.199823
3.55535787,0.351154309,0.546197929,-1094.034219
3.577397452,0.372833449,0.727282422,-1092.756541
3.4953228,0.352886578,1.027567324,-1094.561146
3.538222273,0.383948548,0.946292581,-1093.43902
3.534536342,0.397375245,0.545651472,-1093.878391
3.491180136,0.352915026,0.939458076,-1094.359174
3.508574336,0.366759417,0.82307493,-1093.39221
3.58705115,0.355195015,0.865640196,-1095.423955
3.584895676,0.40852083,0.413332502,-1094.301727
3.591448182,0.411780833,0.403982908,-1094.556508
3.545140215,0.38206406,0.742839214,-1092.652439
3.538917696,0.387970268,0.753686447,-1093.000212
3.597753306,0.379516624,0.776228375,-1093.622926
3.54860879,0.413871968,0.482367794,-1094.589096
3.551912583,0.364515326,0.624685003,-1092.873731
3.551837045,0.358477142,0.745183539,-1092.792899
3.470905635,0.365551463,1.075049561,-1096.11023
3.589376264,0.410023013,0.447945492,-1094.286728
3.531903696,0.400277981,0.536586283,-1094.124328
3.539886417,0.373727765,0.590168863,-1093.052321
3.530432343,0.354818579,0.582110322,-1093.871125
3.620970313,0.387191792,0.324954387,-1095.442933
3.585838624,0.382180897,0.47125898,-1093.508415
3.618067365,0.392312398,0.60692643,-1094.220446
3.504039935,0.352545,0.606155189,-1094.871686
3.551889976,0.378533875,0.507061582,-1093.281697
3.584668517,0.376307687,0.88648001,-1093.875513
3.606430256,0.390353278,0.752087672,-1093.994322
3.54452092,0.366445417,0.862047878,-1092.672215
3.547445799,0.382492458,0.354294293,-1094.521737
3.584279845,0.373467593,0.760820887,-1093.041104
3.590272046,0.36171582,0.489890975,-1094.20378
3.619852077,0.418600393,0.310380868,-1095.937071
3.572297397,0.363490633,0.784395592,-1093.037339
3.559468379,0.416598109,0.762862124,-1095.094774
3.52501519,0.3887433,0.827076272,-1093.526833
3.542851602,0.415859685,0.298659061,-1095.589379
3.511355888,0.347575162,0.948724116,-1094.012596
3.543774602,0.373579228,0.726676758,-1092.534746
3.543488556,0.384585054,0.745965998,-1092.762866
3.53190452,0.402570593,0.231380765,-1096.121774
3.58539042,0.38028392,0.465873831,-1093.551793
3.509524154,0.36563543,1.060177252,-1094.279579
3.528986716,0.361016199,0.970928322,-1093.401633
3.613696018,0.360076639,0.366810412,-1096.147812
3.503609944,0.371714382,0.915584297,-1093.765617
