timestep,date,time,flow_cfs
19210,5/5/1965,0:00,399
19211,5/6/1965,0:00,484
19212,5/7/1965,0:00,527
19213,5/8/1965,0:00,484
19214,5/9/1965,0:00,371
19215,5/10/1965,0:00,282
19216,5/11/1965,0:00,222
19217,5/12/1965,0:00,181
19218,5/13/1965,0:00,148
19219,5/14/1965,0:00,108
19220,5/15/1965,0:00,148
19221,5/16/1965,0:00,242
19222,5/17/1965,0:00,194
19223,5/18/1965,0:00,109
19224,5/19/1965,0:00,117
19225,5/20/1965,0:00,69
19226,5/21/1965,0:00,94
19227,5/22/1965,0:00,218
19228,5/23/1965,0:00,545
19229,5/24/1965,0:00,975
19230,5/25/1965,0:00,"1,082"
19231,5/26/1965,0:00,703
19232,5/27/1965,0:00,609
19233,5/28/1965,0:00,676
19234,5/29/1965,0:00,626
19235,5/30/1965,0:00,569
19236,5/31/1965,0:00,525
19237,6/1/1965,0:00,384
19238,6/2/1965,0:00,274
19239,6/3/1965,0:00,406
19240,6/4/1965,0:00,563
19241,6/5/1965,0:00,843
19242,6/6/1965,0:00,716
19243,6/7/1965,0:00,650
19244,6/8/1965,0:00,436
19245,6/9/1965,0:00,545
19246,6/10/1965,0:00,690
19247,6/11/1965,0:00,653
19248,6/12/1965,0:00,"1,100"
19249,6/13/1965,0:00,671
19250,6/14/1965,0:00,"5,120"
19251,6/15/1965,0:00,"3,477"
19252,6/16/1965,0:00,"1,310"
19253,6/17/1965,0:00,"18,400"
19254,6/18/1965,0:00,"82,812"
19255,6/19/1965,0:00,"35,100"
19256,6/20/1965,0:00,"18,737"
19257,6/21/1965,0:00,"8,976"
19258,6/22/1965,0:00,"6,400"
19259,6/23/1965,0:00,"5,047"
19260,6/24/1965,0:00,"6,491"
19261,6/25/1965,0:00,"2,850"
19262,6/26/1965,0:00,"3,967"
19263,6/27/1965,0:00,"4,578"
19264,6/28/1965,0:00,"1,765"
19265,6/29/1965,0:00,895
19266,6/30/1965,0:00,673
19267,7/1/1965,0:00,"2,306"
19268,7/2/1965,0:00,"2,998"
19269,7/3/1965,0:00,"12,214"
19270,7/4/1965,0:00,"2,448"
19271,7/5/1965,0:00,"2,410"
19272,7/6/1965,0:00,"2,563"
19273,7/7/1965,0:00,"1,438"
19274,7/8/1965,0:00,912
19275,7/9/1965,0:00,"1,212"
19276,7/10/1965,0:00,"2,367"
19277,7/11/1965,0:00,"1,430"
19278,7/12/1965,0:00,"1,480"
19279,7/13/1965,0:00,"1,270"
19280,7/14/1965,0:00,"3,450"
19281,7/15/1965,0:00,"1,393"
19282,7/16/1965,0:00,"1,050"
19283,7/17/1965,0:00,"1,050"
19284,7/18/1965,0:00,"1,060"
19285,7/19/1965,0:00,"1,030"
19286,7/20/1965,0:00,"1,030"
19287,7/21/1965,0:00,"1,070"
19288,7/22/1965,0:00,"1,060"
19289,7/23/1965,0:00,"1,060"
19290,7/24/1965,0:00,"1,991"
19291,7/25/1965,0:00,"1,209"
19292,7/26/1965,0:00,"1,268"
19293,7/27/1965,0:00,"3,026"
19294,7/28/1965,0:00,"4,430"
19295,7/29/1965,0:00,"3,078"
19296,7/30/1965,0:00,"2,140"
19297,7/31/1965,0:00,"6,910"
19298,8/1/1965,0:00,"7,780"
19299,8/2/1965,0:00,"4,337"
19300,8/3/1965,0:00,"3,160"
19301,8/4/1965,0:00,"3,080"
19302,8/5/1965,0:00,"3,170"
19303,8/6/1965,0:00,"2,990"
19304,8/7/1965,0:00,"3,090"
19305,8/8/1965,0:00,"1,680"
19306,8/9/1965,0:00,994
19307,8/10/1965,0:00,"1,240"
19308,8/11/1965,0:00,"1,280"
19309,8/12/1965,0:00,"1,270"
19310,8/13/1965,0:00,"1,230"
19311,8/14/1965,0:00,"1,180"
19312,8/15/1965,0:00,"1,180"
19313,8/16/1965,0:00,"1,160"
19314,8/17/1965,0:00,"1,150"
19315,8/18/1965,0:00,"1,070"
19316,8/19/1965,0:00,"9,060"
19317,8/20/1965,0:00,"10,678"
19318,8/21/1965,0:00,"6,592"
19319,8/22/1965,0:00,"10,200"
19320,8/23/1965,0:00,"16,600"
19321,8/24/1965,0:00,"12,344"
19322,8/25/1965,0:00,"4,639"
19323,8/26/1965,0:00,"2,940"
19324,8/27/1965,0:00,"1,859"
19325,8/28/1965,0:00,"2,810"
19326,8/29/1965,0:00,"3,680"
19327,8/30/1965,0:00,"3,210"
19328,8/31/1965,0:00,"3,520"
19329,9/1/1965,0:00,"3,250"
19330,9/2/1965,0:00,"2,660"
19331,9/3/1965,0:00,"2,580"
19332,9/4/1965,0:00,"2,520"
19333,9/5/1965,0:00,"2,430"
19334,9/6/1965,0:00,"2,370"
19335,9/7/1965,0:00,"2,200"
19336,9/8/1965,0:00,698
19337,9/9/1965,0:00,"1,286"
19338,9/10/1965,0:00,"1,410"
19339,9/11/1965,0:00,543
19340,9/12/1965,0:00,538
19341,9/13/1965,0:00,538
19342,9/14/1965,0:00,501
19343,9/15/1965,0:00,485
19344,9/16/1965,0:00,527
19345,9/17/1965,0:00,454
19346,9/18/1965,0:00,428
19347,9/19/1965,0:00,428
19348,9/20/1965,0:00,272
19349,9/21/1965,0:00,418
19350,9/22/1965,0:00,166
19351,9/23/1965,0:00,262
19352,9/24/1965,0:00,260
19353,9/25/1965,0:00,206
19354,9/26/1965,0:00,158
19355,9/27/1965,0:00,199
19356,9/28/1965,0:00,207
19357,9/29/1965,0:00,158
19358,9/30/1965,0:00,98
19359,10/1/1965,0:00,112
19360,10/2/1965,0:00,127
19361,10/3/1965,0:00,130
19362,10/4/1965,0:00,75
19363,10/5/1965,0:00,144
19364,10/6/1965,0:00,117
19365,10/7/1965,0:00,134
19366,10/8/1965,0:00,156
19367,10/9/1965,0:00,194
19368,10/10/1965,0:00,227
19369,10/11/1965,0:00,233
19370,10/12/1965,0:00,227
19371,10/13/1965,0:00,227
19372,10/14/1965,0:00,262
19373,10/15/1965,0:00,272
19374,10/16/1965,0:00,348
19375,10/17/1965,0:00,"1,721"
19376,10/18/1965,0:00,"1,316"
19377,10/19/1965,0:00,611
19378,10/20/1965,0:00,508
19379,10/21/1965,0:00,555
19380,10/22/1965,0:00,494
19381,10/23/1965,0:00,375
19382,10/24/1965,0:00,469
19383,10/25/1965,0:00,339
19384,10/26/1965,0:00,354
19385,10/27/1965,0:00,415
19386,10/28/1965,0:00,311
19387,10/29/1965,0:00,406
19388,10/30/1965,0:00,291
19389,10/31/1965,0:00,276
19390,11/1/1965,0:00,357
19391,11/2/1965,0:00,377
19392,11/3/1965,0:00,269
19393,11/4/1965,0:00,299
19394,11/5/1965,0:00,320
19395,11/6/1965,0:00,331
19396,11/7/1965,0:00,331
19397,11/8/1965,0:00,269
19398,11/9/1965,0:00,263
19399,11/10/1965,0:00,252
19400,11/11/1965,0:00,265
19401,11/12/1965,0:00,253
19402,11/13/1965,0:00,297
19403,11/14/1965,0:00,251
19404,11/15/1965,0:00,236
19405,11/16/1965,0:00,230
19406,11/17/1965,0:00,337
19407,11/18/1965,0:00,227
19408,11/19/1965,0:00,219
19409,11/20/1965,0:00,269
19410,11/21/1965,0:00,263
19411,11/22/1965,0:00,222
19412,11/23/1965,0:00,230
19413,11/24/1965,0:00,277
19414,11/25/1965,0:00,292
19415,11/26/1965,0:00,280
19416,11/27/1965,0:00,297
19417,11/28/1965,0:00,297
19418,11/29/1965,0:00,294
19419,11/30/1965,0:00,266
19420,12/1/1965,0:00,229
19421,12/2/1965,0:00,264
19422,12/3/1965,0:00,268
19423,12/4/1965,0:00,299
19424,12/5/1965,0:00,246
19425,12/6/1965,0:00,359
19426,12/7/1965,0:00,243
19427,12/8/1965,0:00,290
19428,12/9/1965,0:00,283
19429,12/10/1965,0:00,319
19430,12/11/1965,0:00,319
19431,12/12/1965,0:00,256
19432,12/13/1965,0:00,256
19433,12/14/1965,0:00,257
19434,12/15/1965,0:00,259
19435,12/16/1965,0:00,281
19436,12/17/1965,0:00,319
19437,12/18/1965,0:00,420
19438,12/19/1965,0:00,376
19439,12/20/1965,0:00,386
19440,12/21/1965,0:00,351
19441,12/22/1965,0:00,387
19442,12/23/1965,0:00,508
19443,12/24/1965,0:00,354
19444,12/25/1965,0:00,393
19445,12/26/1965,0:00,388
19446,12/27/1965,0:00,388
19447,12/28/1965,0:00,383
19448,12/29/1965,0:00,378
19449,12/30/1965,0:00,378
19450,12/31/1965,0:00,378
19451,1/1/1966,0:00,378
19452,1/2/1966,0:00,336
19453,1/3/1966,0:00,236
19454,1/4/1966,0:00,230
19455,1/5/1966,0:00,207
19456,1/6/1966,0:00,186
19457,1/7/1966,0:00,176
19458,1/8/1966,0:00,180
19459,1/9/1966,0:00,141
19460,1/10/1966,0:00,139
19461,1/11/1966,0:00,206
19462,1/12/1966,0:00,185
19463,1/13/1966,0:00,195
19464,1/14/1966,0:00,139
19465,1/15/1966,0:00,207
19466,1/16/1966,0:00,119
19467,1/17/1966,0:00,131
19468,1/18/1966,0:00,120
19469,1/19/1966,0:00,334
19470,1/20/1966,0:00,256
19471,1/21/1966,0:00,373
19472,1/22/1966,0:00,307
19473,1/23/1966,0:00,250
19474,1/24/1966,0:00,240
19475,1/25/1966,0:00,337
19476,1/26/1966,0:00,375
19477,1/27/1966,0:00,383
19478,1/28/1966,0:00,352
19479,1/29/1966,0:00,323
19480,1/30/1966,0:00,289
19481,1/31/1966,0:00,305
19482,2/1/1966,0:00,300
19483,2/2/1966,0:00,349
19484,2/3/1966,0:00,474
19485,2/4/1966,0:00,495
19486,2/5/1966,0:00,447
19487,2/6/1966,0:00,400
19488,2/7/1966,0:00,450
19489,2/8/1966,0:00,582
19490,2/9/1966,0:00,744
19491,2/10/1966,0:00,760
19492,2/11/1966,0:00,660
19493,2/12/1966,0:00,574
19494,2/13/1966,0:00,574
19495,2/14/1966,0:00,686
19496,2/15/1966,0:00,585
19497,2/16/1966,0:00,520
19498,2/17/1966,0:00,480
19499,2/18/1966,0:00,468
19500,2/19/1966,0:00,470
19501,2/20/1966,0:00,472
19502,2/21/1966,0:00,600
19503,2/22/1966,0:00,758
19504,2/23/1966,0:00,555
19505,2/24/1966,0:00,522
19506,2/25/1966,0:00,522
19507,2/26/1966,0:00,616
19508,2/27/1966,0:00,634
19509,2/28/1966,0:00,680
19510,3/1/1966,0:00,518
19511,3/2/1966,0:00,217
19512,3/3/1966,0:00,229
19513,3/4/1966,0:00,238
19514,3/5/1966,0:00,211
19515,3/6/1966,0:00,154
19516,3/7/1966,0:00,167
19517,3/8/1966,0:00,323
19518,3/9/1966,0:00,383
19519,3/10/1966,0:00,387
19520,3/11/1966,0:00,192
19521,3/12/1966,0:00,150
19522,3/13/1966,0:00,185
19523,3/14/1966,0:00,133
19524,3/15/1966,0:00,121
19525,3/16/1966,0:00,138
19526,3/17/1966,0:00,69
19527,3/18/1966,0:00,68
19528,3/19/1966,0:00,76
19529,3/20/1966,0:00,95
19530,3/21/1966,0:00,81
19531,3/22/1966,0:00,87
19532,3/23/1966,0:00,97
19533,3/24/1966,0:00,167
19534,3/25/1966,0:00,152
19535,3/26/1966,0:00,91
19536,3/27/1966,0:00,65
19537,3/28/1966,0:00,228
19538,3/29/1966,0:00,142
19539,3/30/1966,0:00,262
19540,3/31/1966,0:00,268
19541,4/1/1966,0:00,152
19542,4/2/1966,0:00,127
19543,4/3/1966,0:00,41
19544,4/4/1966,0:00,75
19545,4/5/1966,0:00,198
19546,4/6/1966,0:00,336
19547,4/7/1966,0:00,340
19548,4/8/1966,0:00,549
19549,4/9/1966,0:00,702
19550,4/10/1966,0:00,702
19551,4/11/1966,0:00,702
19552,4/12/1966,0:00,702
19553,4/13/1966,0:00,732
19554,4/14/1966,0:00,774
19555,4/15/1966,0:00,774
19556,4/16/1966,0:00,780
19557,4/17/1966,0:00,780
19558,4/18/1966,0:00,780
19559,4/19/1966,0:00,774
19560,4/20/1966,0:00,672
19561,4/21/1966,0:00,600
19562,4/22/1966,0:00,654
19563,4/23/1966,0:00,678
19564,4/24/1966,0:00,690
19565,4/25/1966,0:00,684
19566,4/26/1966,0:00,744
19567,4/27/1966,0:00,768
19568,4/28/1966,0:00,774
19569,4/29/1966,0:00,774
19570,4/30/1966,0:00,780
19571,5/1/1966,0:00,780
19572,5/2/1966,0:00,612
19573,5/3/1966,0:00,511
19574,5/4/1966,0:00,501
19575,5/5/1966,0:00,506
19576,5/6/1966,0:00,506
19577,5/7/1966,0:00,798
19578,5/8/1966,0:00,994
19579,5/9/1966,0:00,"1,000"
19580,5/10/1966,0:00,"1,000"
19581,5/11/1966,0:00,956
19582,5/12/1966,0:00,"1,070"
19583,5/13/1966,0:00,"1,070"
19584,5/14/1966,0:00,"1,040"
19585,5/15/1966,0:00,"1,040"
19586,5/16/1966,0:00,"1,050"
19587,5/17/1966,0:00,"1,080"
19588,5/18/1966,0:00,"1,100"
19589,5/19/1966,0:00,"1,070"
19590,5/20/1966,0:00,"1,030"
19591,5/21/1966,0:00,"1,030"
19592,5/22/1966,0:00,986
19593,5/23/1966,0:00,"1,070"
19594,5/24/1966,0:00,"1,090"
19595,5/25/1966,0:00,"1,090"
19596,5/26/1966,0:00,"1,080"
19597,5/27/1966,0:00,"1,040"
19598,5/28/1966,0:00,"1,030"
19599,5/29/1966,0:00,"1,030"
19600,5/30/1966,0:00,"1,040"
19601,5/31/1966,0:00,"1,030"
19602,6/1/1966,0:00,907
19603,6/2/1966,0:00,870
19604,6/3/1966,0:00,876
19605,6/4/1966,0:00,882
19606,6/5/1966,0:00,888
19607,6/6/1966,0:00,876
19608,6/7/1966,0:00,882
19609,6/8/1966,0:00,876
19610,6/9/1966,0:00,888
19611,6/10/1966,0:00,900
19612,6/11/1966,0:00,894
19613,6/12/1966,0:00,900
19614,6/13/1966,0:00,858
19615,6/14/1966,0:00,768
19616,6/15/1966,0:00,804
19617,6/16/1966,0:00,810
19618,6/17/1966,0:00,949
19619,6/18/1966,0:00,"1,030"
19620,6/19/1966,0:00,"1,030"
19621,6/20/1966,0:00,"1,030"
19622,6/21/1966,0:00,"1,010"
19623,6/22/1966,0:00,"1,000"
19624,6/23/1966,0:00,994
19625,6/24/1966,0:00,900
19626,6/25/1966,0:00,858
19627,6/26/1966,0:00,852
19628,6/27/1966,0:00,864
19629,6/28/1966,0:00,768
19630,6/29/1966,0:00,684
19631,6/30/1966,0:00,708
19632,7/1/1966,0:00,708
19633,7/2/1966,0:00,720
19634,7/3/1966,0:00,732
19635,7/4/1966,0:00,732
19636,7/5/1966,0:00,744
19637,7/6/1966,0:00,"1,010"
19638,7/7/1966,0:00,"1,190"
19639,7/8/1966,0:00,"1,190"
19640,7/9/1966,0:00,"1,190"
19641,7/10/1966,0:00,"1,240"
19642,7/11/1966,0:00,"1,250"
19643,7/12/1966,0:00,"1,260"
19644,7/13/1966,0:00,"1,250"
19645,7/14/1966,0:00,"1,170"
19646,7/15/1966,0:00,"1,160"
19647,7/16/1966,0:00,"1,150"
19648,7/17/1966,0:00,"1,140"
19649,7/18/1966,0:00,"1,190"
19650,7/19/1966,0:00,"1,220"
19651,7/20/1966,0:00,"1,250"
19652,7/21/1966,0:00,"1,260"
19653,7/22/1966,0:00,"1,270"
19654,7/23/1966,0:00,"5,090"
19655,7/24/1966,0:00,"5,350"
19656,7/25/1966,0:00,"3,379"
19657,7/26/1966,0:00,986
19658,7/27/1966,0:00,956
19659,7/28/1966,0:00,870
19660,7/29/1966,0:00,798
19661,7/30/1966,0:00,792
19662,7/31/1966,0:00,"1,254"
19663,8/1/1966,0:00,618
19664,8/2/1966,0:00,805
19665,8/3/1966,0:00,"1,364"
19666,8/4/1966,0:00,779
19667,8/5/1966,0:00,"1,136"
19668,8/6/1966,0:00,"1,245"
19669,8/7/1966,0:00,"1,001"
19670,8/8/1966,0:00,830
19671,8/9/1966,0:00,583
19672,8/10/1966,0:00,589
19673,8/11/1966,0:00,594
19674,8/12/1966,0:00,549
19675,8/13/1966,0:00,"1,597"
19676,8/14/1966,0:00,966
19677,8/15/1966,0:00,404
19678,8/16/1966,0:00,278
19679,8/17/1966,0:00,656
19680,8/18/1966,0:00,345
19681,8/19/1966,0:00,227
19682,8/20/1966,0:00,829
19683,8/21/1966,0:00,340
19684,8/22/1966,0:00,"3,830"
19685,8/23/1966,0:00,"2,549"
19686,8/24/1966,0:00,591
19687,8/25/1966,0:00,294
19688,8/26/1966,0:00,280
19689,8/27/1966,0:00,236
19690,8/28/1966,0:00,238
19691,8/29/1966,0:00,236
19692,8/30/1966,0:00,433
19693,8/31/1966,0:00,708
19694,9/1/1966,0:00,780
19695,9/2/1966,0:00,678
19696,9/3/1966,0:00,600
19697,9/4/1966,0:00,600
19698,9/5/1966,0:00,600
19699,9/6/1966,0:00,600
19700,9/7/1966,0:00,684
19701,9/8/1966,0:00,750
19702,9/9/1966,0:00,654
19703,9/10/1966,0:00,566
19704,9/11/1966,0:00,566
19705,9/12/1966,0:00,560
19706,9/13/1966,0:00,560
19707,9/14/1966,0:00,560
19708,9/15/1966,0:00,560
19709,9/16/1966,0:00,"1,019"
19710,9/17/1966,0:00,"1,450"
19711,9/18/1966,0:00,572
19712,9/19/1966,0:00,527
19713,9/20/1966,0:00,438
19714,9/21/1966,0:00,408
19715,9/22/1966,0:00,408
19716,9/23/1966,0:00,336
19717,9/24/1966,0:00,259
19718,9/25/1966,0:00,262
19719,9/26/1966,0:00,259
19720,9/27/1966,0:00,"10,310"
19721,9/28/1966,0:00,"5,694"
19722,9/29/1966,0:00,707
19723,9/30/1966,0:00,442
19724,10/1/1966,0:00,361
19725,10/2/1966,0:00,361
19726,10/3/1966,0:00,365
19727,10/4/1966,0:00,303
19728,10/5/1966,0:00,261
19729,10/6/1966,0:00,253
19730,10/7/1966,0:00,249
19731,10/8/1966,0:00,204
19732,10/9/1966,0:00,159
19733,10/10/1966,0:00,196
19734,10/11/1966,0:00,223
19735,10/12/1966,0:00,223
19736,10/13/1966,0:00,223
19737,10/14/1966,0:00,223
19738,10/15/1966,0:00,223
19739,10/16/1966,0:00,170
19740,10/17/1966,0:00,223
19741,10/18/1966,0:00,85
19742,10/19/1966,0:00,90
19743,10/20/1966,0:00,184
19744,10/21/1966,0:00,257
19745,10/22/1966,0:00,181
19746,10/23/1966,0:00,261
19747,10/24/1966,0:00,303
19748,10/25/1966,0:00,303
19749,10/26/1966,0:00,303
19750,10/27/1966,0:00,322
19751,10/28/1966,0:00,361
19752,10/29/1966,0:00,404
19753,10/30/1966,0:00,418
19754,10/31/1966,0:00,418
19755,11/1/1966,0:00,189
19756,11/2/1966,0:00,112
19757,11/3/1966,0:00,41
19758,11/4/1966,0:00,51
19759,11/5/1966,0:00,142
19760,11/6/1966,0:00,47
19761,11/7/1966,0:00,65
19762,11/8/1966,0:00,62
19763,11/9/1966,0:00,59
19764,11/10/1966,0:00,56
19765,11/11/1966,0:00,63
19766,11/12/1966,0:00,63
19767,11/13/1966,0:00,45
19768,11/14/1966,0:00,64
19769,11/15/1966,0:00,65
19770,11/16/1966,0:00,66
19771,11/17/1966,0:00,72
19772,11/18/1966,0:00,69
19773,11/19/1966,0:00,107
19774,11/20/1966,0:00,70
19775,11/21/1966,0:00,69
19776,11/22/1966,0:00,67
19777,11/23/1966,0:00,107
19778,11/24/1966,0:00,50
19779,11/25/1966,0:00,67
19780,11/26/1966,0:00,63
19781,11/27/1966,0:00,53
19782,11/28/1966,0:00,64
19783,11/29/1966,0:00,43
19784,11/30/1966,0:00,42
19785,12/1/1966,0:00,54
19786,12/2/1966,0:00,75
19787,12/3/1966,0:00,78
19788,12/4/1966,0:00,73
19789,12/5/1966,0:00,69
19790,12/6/1966,0:00,97
19791,12/7/1966,0:00,88
19792,12/8/1966,0:00,88
19793,12/9/1966,0:00,88
19794,12/10/1966,0:00,87
19795,12/11/1966,0:00,86
19796,12/12/1966,0:00,81
19797,12/13/1966,0:00,77
19798,12/14/1966,0:00,60
19799,12/15/1966,0:00,77
19800,12/16/1966,0:00,77
19801,12/17/1966,0:00,79
19802,12/18/1966,0:00,85
19803,12/19/1966,0:00,91
19804,12/20/1966,0:00,88
19805,12/21/1966,0:00,118
19806,12/22/1966,0:00,118
19807,12/23/1966,0:00,79
19808,12/24/1966,0:00,54
19809,12/25/1966,0:00,48
19810,12/26/1966,0:00,79
19811,12/27/1966,0:00,79
19812,12/28/1966,0:00,79
19813,12/29/1966,0:00,79
19814,12/30/1966,0:00,79
19815,12/31/1966,0:00,46
19816,1/1/1967,0:00,118
19817,1/2/1967,0:00,62
19818,1/3/1967,0:00,79
19819,1/4/1967,0:00,79
19820,1/5/1967,0:00,79
19821,1/6/1967,0:00,118
19822,1/7/1967,0:00,51
19823,1/8/1967,0:00,43
19824,1/9/1967,0:00,79
19825,1/10/1967,0:00,79
19826,1/11/1967,0:00,79
19827,1/12/1967,0:00,79
19828,1/13/1967,0:00,118
19829,1/14/1967,0:00,118
19830,1/15/1967,0:00,118
19831,1/16/1967,0:00,79
19832,1/17/1967,0:00,79
19833,1/18/1967,0:00,79
19834,1/19/1967,0:00,118
19835,1/20/1967,0:00,79
19836,1/21/1967,0:00,79
19837,1/22/1967,0:00,118
19838,1/23/1967,0:00,81
19839,1/24/1967,0:00,118
19840,1/25/1967,0:00,118
19841,1/26/1967,0:00,118
19842,1/27/1967,0:00,79
19843,1/28/1967,0:00,79
19844,1/29/1967,0:00,79
19845,1/30/1967,0:00,79
19846,1/31/1967,0:00,79
19847,2/1/1967,0:00,79
19848,2/2/1967,0:00,39
19849,2/3/1967,0:00,40
19850,2/4/1967,0:00,79
19851,2/5/1967,0:00,79
19852,2/6/1967,0:00,48
19853,2/7/1967,0:00,47
19854,2/8/1967,0:00,59
19855,2/9/1967,0:00,81
19856,2/10/1967,0:00,81
19857,2/11/1967,0:00,56
19858,2/12/1967,0:00,81
19859,2/13/1967,0:00,54
19860,2/14/1967,0:00,53
19861,2/15/1967,0:00,59
19862,2/16/1967,0:00,63
19863,2/17/1967,0:00,81
19864,2/18/1967,0:00,43
19865,2/19/1967,0:00,42
19866,2/20/1967,0:00,60
19867,2/21/1967,0:00,33
19868,2/22/1967,0:00,41
19869,2/23/1967,0:00,42
19870,2/24/1967,0:00,33
19871,2/25/1967,0:00,67
19872,2/26/1967,0:00,67
19873,2/27/1967,0:00,35
19874,2/28/1967,0:00,36
19875,3/1/1967,0:00,47
19876,3/2/1967,0:00,42
19877,3/3/1967,0:00,34
19878,3/4/1967,0:00,64
19879,3/5/1967,0:00,64
19880,3/6/1967,0:00,33
19881,3/7/1967,0:00,52
19882,3/8/1967,0:00,56
19883,3/9/1967,0:00,52
19884,3/10/1967,0:00,28
19885,3/11/1967,0:00,26
19886,3/12/1967,0:00,26
19887,3/13/1967,0:00,25
19888,3/14/1967,0:00,24
19889,3/15/1967,0:00,24
19890,3/16/1967,0:00,23
19891,3/17/1967,0:00,45
19892,3/18/1967,0:00,59
19893,3/19/1967,0:00,88
19894,3/20/1967,0:00,72
19895,3/21/1967,0:00,85
19896,3/22/1967,0:00,103
19897,3/23/1967,0:00,62
19898,3/24/1967,0:00,137
19899,3/25/1967,0:00,38
19900,3/26/1967,0:00,67
19901,3/27/1967,0:00,36
19902,3/28/1967,0:00,99
19903,3/29/1967,0:00,114
19904,3/30/1967,0:00,62
19905,3/31/1967,0:00,35
19906,4/1/1967,0:00,954
19907,4/2/1967,0:00,"1,050"
19908,4/3/1967,0:00,"1,120"
19909,4/4/1967,0:00,"1,120"
19910,4/5/1967,0:00,"1,220"
19911,4/6/1967,0:00,"1,250"
19912,4/7/1967,0:00,"1,250"
19913,4/8/1967,0:00,"1,250"
19914,4/9/1967,0:00,"1,240"
19915,4/10/1967,0:00,"1,230"
19916,4/11/1967,0:00,"1,230"
19917,4/12/1967,0:00,"1,220"
19918,4/13/1967,0:00,"1,260"
19919,4/14/1967,0:00,"1,240"
19920,4/15/1967,0:00,"1,190"
19921,4/16/1967,0:00,"1,180"
19922,4/17/1967,0:00,"1,180"
19923,4/18/1967,0:00,"1,160"
19924,4/19/1967,0:00,"1,130"
19925,4/20/1967,0:00,"1,130"
19926,4/21/1967,0:00,"1,110"
19927,4/22/1967,0:00,"1,120"
19928,4/23/1967,0:00,"1,110"
19929,4/24/1967,0:00,"1,110"
19930,4/25/1967,0:00,"1,110"
19931,4/26/1967,0:00,"1,090"
19932,4/27/1967,0:00,"1,100"
19933,4/28/1967,0:00,"1,070"
19934,4/29/1967,0:00,"1,050"
19935,4/30/1967,0:00,"1,050"
19936,5/1/1967,0:00,"1,070"
19937,5/2/1967,0:00,"1,080"
19938,5/3/1967,0:00,"1,080"
19939,5/4/1967,0:00,"1,050"
19940,5/5/1967,0:00,"1,040"
19941,5/6/1967,0:00,"1,030"
19942,5/7/1967,0:00,"1,020"
19943,5/8/1967,0:00,924
19944,5/9/1967,0:00,910
19945,5/10/1967,0:00,945
19946,5/11/1967,0:00,931
19947,5/12/1967,0:00,938
19948,5/13/1967,0:00,938
19949,5/14/1967,0:00,931
19950,5/15/1967,0:00,910
19951,5/16/1967,0:00,875
19952,5/17/1967,0:00,868
19953,5/18/1967,0:00,834
19954,5/19/1967,0:00,780
19955,5/20/1967,0:00,684
19956,5/21/1967,0:00,618
19957,5/22/1967,0:00,678
19958,5/23/1967,0:00,732
19959,5/24/1967,0:00,744
19960,5/25/1967,0:00,756
19961,5/26/1967,0:00,768
19962,5/27/1967,0:00,"5,470"
19963,5/28/1967,0:00,"1,813"
19964,5/29/1967,0:00,573
19965,5/30/1967,0:00,807
19966,5/31/1967,0:00,"3,230"
19967,6/1/1967,0:00,305
19968,6/2/1967,0:00,282
19969,6/3/1967,0:00,150
19970,6/4/1967,0:00,199
19971,6/5/1967,0:00,123
19972,6/6/1967,0:00,464
19973,6/7/1967,0:00,311
19974,6/8/1967,0:00,204
19975,6/9/1967,0:00,200
19976,6/10/1967,0:00,208
19977,6/11/1967,0:00,208
19978,6/12/1967,0:00,215
19979,6/13/1967,0:00,208
19980,6/14/1967,0:00,265
19981,6/15/1967,0:00,299
19982,6/16/1967,0:00,512
19983,6/17/1967,0:00,"2,905"
19984,6/18/1967,0:00,"3,336"
19985,6/19/1967,0:00,"2,038"
19986,6/20/1967,0:00,693
19987,6/21/1967,0:00,"1,815"
19988,6/22/1967,0:00,"2,583"
19989,6/23/1967,0:00,"2,028"
19990,6/24/1967,0:00,698
19991,6/25/1967,0:00,459
19992,6/26/1967,0:00,362
19993,6/27/1967,0:00,217
19994,6/28/1967,0:00,215
19995,6/29/1967,0:00,344
19996,6/30/1967,0:00,290
19997,7/1/1967,0:00,204
19998,7/2/1967,0:00,208
19999,7/3/1967,0:00,287
20000,7/4/1967,0:00,386
20001,7/5/1967,0:00,577
20002,7/6/1967,0:00,400
20003,7/7/1967,0:00,374
20004,7/8/1967,0:00,400
20005,7/9/1967,0:00,705
20006,7/10/1967,0:00,796
20007,7/11/1967,0:00,"1,152"
20008,7/12/1967,0:00,"2,180"
20009,7/13/1967,0:00,688
20010,7/14/1967,0:00,493
20011,7/15/1967,0:00,574
20012,7/16/1967,0:00,776
20013,7/17/1967,0:00,"1,073"
20014,7/18/1967,0:00,"1,220"
20015,7/19/1967,0:00,"1,314"
20016,7/20/1967,0:00,494
20017,7/21/1967,0:00,377
20018,7/22/1967,0:00,584
20019,7/23/1967,0:00,708
20020,7/24/1967,0:00,708
20021,7/25/1967,0:00,676
20022,7/26/1967,0:00,"1,800"
20023,7/27/1967,0:00,738
20024,7/28/1967,0:00,726
20025,7/29/1967,0:00,726
20026,7/30/1967,0:00,726
20027,7/31/1967,0:00,994
20028,8/1/1967,0:00,"1,150"
20029,8/2/1967,0:00,"1,130"
20030,8/3/1967,0:00,"1,150"
20031,8/4/1967,0:00,"2,907"
20032,8/5/1967,0:00,"1,748"
