starting_stage
3836.75
3818.61
3816.37
3802.1
3816.64
3797.51
3833.37
3800.06
3803.29
3845.68
3851.14
3815.33
3835.26
3848.13
3834.27
3838.49
3809.31
3816.1
3816.3
3816.82
3820.99
3802.78
3805.31
3846.85
3799.46
3802.38
3845.31
3800.51
3844.38
3825.01
3833.19
3821.94
3805.28
3807.8
3806.31
3807.4
3794.72
3807.3
3803.76
3829.54
3811.01
3798.06
3846.53
3829.4
3811.55
3806.3
3797.2
3814.33
3817.21
3833.13
3820.48
3848.98
3815.85
3856.09
3843.82
3804.42
3819.68
3815.88
3809.84
3808.34
3837.24
3818.74
3803.58
3840.62
3828.44
3808.23
3806.93
3807.05
3853.33
3851.39
3813.66
3824.59
3845.89
3795.88
3805.65
3818.77
3812.24
3811.04
3854.62
3813.14
3854.32
3835.64
3840.73
3812.62
3806.79
3839.37
3806.89
3807.09
3810.57
3803.74
3803.05
3807.43
3826.23
3811.97
3803.97
3801.42
3831.03
3836.07
3802.76
3849.6
3812.71
3806.36
3807.83
3832.69
3824.21
3815.75
3824.98
3805.54
3824.31
3802.42
3821.02
3802.23
3834.52
3840.68
3826.88
3813.27
3838.07
3832.93
3804.37
3812.5
3841.25
3834.22
3812.02
3853.6
3848.65
3853.64
3818
3826.23
3841.17
3801.8
3842.95
3835.86
3799.49
3851.8
3792.62
3844.23
3817.77
3797.45
3840.74
3803.01
3848.1
3819.36
3841.55
3811.86
3812.53
3814.34
3799.49
3854.14
3824.26
3847.07
3805.27
3815.64
3810.81
3796.92
3804.21
3811.07
3807.69
3849.31
3847.48
3797.17
3815.82
3842.86
3819.8
3837.17
3829.33
3807.27
3802.11
3816.77
3792.66
3822.37
3798.02
3847.99
3807.65
3851.87
3805.22
3802.87
3799.39
3818.12
3813.41
3835.16
3814.03
3841.18
3853.62
3820.34
3801.94
3818.03
3809.51
3818.75
3852.18
3819.6
3831.86
3824.3
3817.15
3799.96
3802.47
3846.58
3816.19
3808.82
3804.01
3812.39
3804.04
3815.33
3799.92
3842.89
3848.1
3810.89
3810.18
3811.79
3817.58
3840.2
3840.35
3818.23
3831.09
3821.27
3811.09
3810.98
3819.41
3813.25
3843.9
3845.68
3815.78
3804.56
3807.96
3796.67
3847.84
3819.42
3817.16
3832.44
3803.15
3846.64
3820.3
3836.2
3846.39
3839.11
3811.54
3837.49
3838.76
3842.11
3847.03
3850.21
3804.72
3816.47
3844.05
3803.97
3839.25
3842.2
3814.34
3800.42
3803.62
3797.13
3834.35
3836.37
3803.35
3843.92
3814.29
3858.09
3838.83
3819.27
3826.57
3853.35
3812.99
3827.81
3833.37
3819.67
3813.03
3817.65
3804.51
3851.64
3800.8
3850.69
3845.04
3820.26
3810.64
3802.55
3841.93
3811.67
3814.7
3835.75
3846.71
3794.85
3803.46
3812.14
3841.31
3827.18
3820.03
3840.1
3847.18
3807.96
3804.89
3792.35
3804.18
3808.93
3839.19
3840.11
3804.05
3832.38
3813.06
3820.39
3808.07
3801.2
3792.28
3833.84
3851.91
3801.57
3823.35
3808.32
3857.99
3806.3
3802.53
3818.15
3828.37
3813.22
3818.82
3841.78
3819.18
3803.92
3846.83
3813.19
3852.49
3828.02
3817.33
3835.56
3801.03
3851.99
3846.37
3801.52
3833.33
3838.15
3848.52
3802.73
3841.91
3841.21
3804.07
3810.1
3807.05
3818.42
3854.66
3809.01
3810.46
3841.97
3800.01
3848.33
3809.83
3805.92
3843.96
3827.41
3803.9
3847.01
3808.37
3838.33
3802.65
3839.78
3828.78
3820.99
3819.33
3811.39
3835.67
3807.91
3807.72
3817.09
3848.11
3798.98
3802.37
3798.63
3803.48
3844.98
3808.2
3820.57
3822.21
3833.08
3838.29
3812.38
3804.66
3851.3
3854.8
3810.23
3803.78
3806.91
3802.11
3839.87
3853.78
3849.87
3821.93
3835.55
3822.71
3805.24
3815.63
3794.41
3816.76
3831.9
3796.88
3806.48
3843.04
3814.17
3809.34
3833.56
3792.28
3819.15
3805.84
3844.87
3807.42
3831.06
3815.8
3852.78
3838.62
3855.36
3853.57
3847.06
3843.36
3803.29
3850.48
3805.79
3821.1
3813.28
3841.83
3844.35
3814.33
3845.49
3828.18
3816.1
3836.81
3815.43
3852.01
3805.17
3803.51
3834.78
3848.73
3815.73
3850.73
3829.38
3826.73
3807.28
3826.41
3844.58
3835.09
3848.45
3853.82
3848.65
3810.45
3799.37
3833.67
3837.16
3809.43
3835.57
3840.04
3803.69
3809.02
3798.34
3807.73
3852.13
3796.92
3809.48
3816.77
3822.64
3806.64
3838.19
3803.95
3834.32
3803.88
3817.4
3854.63
3793.09
3797.38
3838.8
3795.98
3804.26
3822.77
3814.2
3835.15
3827.2
3818.3
3841.96
3855.46
3814.26
3856.1
3824.23
3805.71
3834.41
3818.48
3807.38
3848.55
3818.59
3819.66
3825.76
3819.54
3796.68
3833.97
3853.36
3851.71
3808.74
3813.04
3804.99
3848.36
3806.99
3818.81
3816.3
3852.62
3849.15
3812.26
3852.64
3825.02
3850.41
3797.24
3814.22
3804.78
3814.21
3839.64
3804.12
3804.43
3831.49
3833.12
3803.36
3858.22
3809.21
3810.06
3791.98
3824.94
3796.42
3847.44
3823.96
3833.1
3804.62
3844.94
3853.51
3808.64
3807.54
3817.37
3837.2
3853.69
3805.31
3827.97
3856.5
3831.24
3803.83
3820.9
3850.61
3810.05
3848.79
3812.48
3808.74
3829.24
3838.52
3839.15
3798.2
3853.07
3845.55
3804.96
3794.72
3826.79
3822.69
3851.38
3840.48
3834.16
3840.47
3837.64
3850.2
3806.5
3813.18
3849.72
3839.86
3825.64
3813.89
3802.21
3813.03
3815.33
3822.1
3826.48
3845.99
3792.73
3805.63
3797.02
3815.13
3806.92
3850.88
3843.43
3854.25
3830.6
3806.17
3802.42
3831.44
3816.57
3819.33
3830.34
3827.79
3806.07
3804.4
3794.91
3812.67
3806.05
3847.09
3819.25
3808.76
3826.26
3826.3
3853.98
3794.48
3805.21
3809.03
3814.55
3847.82
3850.14
3833.28
3820.19
3848.39
3818.63
3822.45
3822.51
3839.81
3824.1
3849.44
3836.19
3837.99
3833.48
3831.86
3820.15
3846.96
3807.22
3818.38
3800.01
3834.44
3805.56
3811.64
3839.05
3814.15
3804.62
3822.22
3822.46
3806.37
3814.76
3810.48
3810.92
3848.91
3834.6
3843.27
3828.56
3798.47
3792.55
3837.89
3823.49
3808.48
3818.44
3809.86
3805.83
3836.91
3817.16
3845.53
3819.48
3838.97
3801.6
3801.04
3800.48
3820.32
3832.21
3840.66
3808.77
3796.64
3852.18
3803.8
3801.77
3812.64
3820.89
3856.83
3853.21
3805.15
3812.9
3814.74
3804.33
3807.02
3830.26
3840.42
3831.18
3800.76
3805.14
3808.18
3825.04
3846.13
3826.37
3806.87
3808.59
3811.78
3836.31
3844.18
3803.54
3849.23
3807.43
3816.62
3839.67
3827.75
3819.41
3836.34
3842.37
3807.21
3818.12
3834.21
3829.89
3853.44
3803.78
3820.27
3796.62
3847.5
3831.12
3835.71
3810.21
3807.12
3797.23
3855.29
3843.24
3834.84
3812.26
3804.01
3821.06
3816.7
3801.04
3845.17
3826.31
3805.21
3797.83
3813.8
3846.42
3844.21
3814.65
3818.07
3820.92
3826.14
3840.43
3840.01
3825.93
3847.31
3806
3821.86
3845.86
3853.61
3811.26
3840.66
3802.88
3806.13
3816.02
3847.95
3794.96
3830.28
3809.69
3792.03
3817.62
3850.77
3818.56
3792.37
3809.77
3826.84
3812.64
3813.5
3804.16
3816.26
3807.47
3811.46
3837.39
3824.7
3799.32
3800.95
3803.13
3816.1
3796.77
3803.35
3835.51
3807.3
3807.75
3841.09
3808.71
3851.22
3811.02
3805.35
3833.09
3824.36
3844.01
3806.11
3806.69
3842.19
3799.88
3853.86
3815
3818.02
3819.11
3832.05
3842.88
3831.45
3848.62
3808.31
3798.06
3808.15
3816.64
3841.01
3828.42
3818.42
3804.04
3812.3
3833.22
3852.1
3815.77
3792.66
3811.78
3812.28
3795.06
3818.05
3833.58
3811
3847.42
3834.67
3806.02
3811.8
3811.41
3856.22
3820.58
3840.52
3844.64
3832.16
3842.75
3835.44
3809.76
3849.14
3847.31
3828.44
3829.98
3815.13
3851.82
3854.33
3823.41
3846.74
3802.64
3822.29
3792.17
3842.15
3844.12
3804
3831.18
3806.22
3807.22
3825.02
3856.59
3812.37
3852.04
3846.3
3848.3
3824.33
3821.18
3802.96
3851.74
3799.01
3849.6
3803.46
3801.63
3839.44
3846.68
3850.23
3816.9
3830.36
3849.38
3803.65
3813.64
3826.95
3837.19
3814.24
3807.3
3806.75
3805.27
3822.76
3809.52
3813.09
3813.29
3836.52
3797.75
3843.47
3846.66
3816.13
3803.39
3841.92
3816.59
3823.74
3836.45
3832.63
3820.29
3813.34
3837.18
3846.68
3813.34
3808.91
3800.44
3808.03
3841.65
3845.09
3805.95
3820.07
3843.51
3821.44
3808.76
3838.37
3831.92
3808.79
3846.87
3838.98
3802.53
3835.91
3811.48
3805.49
3820.86
3854.23
3848.78
3812.6
3817.86
3818.31
3796.96
3817.93
3813.65
3851.81
3811.02
3827.44
3798.58
3844.12
3815.75
3852.04
3852.22
3796.4
3851.89
3827.47
3844.55
3816.9
3800.54
3820.23
3823.62
3808.44
3838.69
3818.06
3840.77
3801.22
3810.94
3808.92
3816.96
3815.55
3830.75
3835.66
3853.89
3808.46
3794.44
3808.21
3828.76
3833.84
3818.98
3814.13
3823.97
3805.22
3804.05
3797.21
3809.29
3817.43
3814.08
3820.08
3841.79
3832.08
3837.2
3822.95
3844.78
3795.32
3847.29
3836.57
3851.14
3853.12
3808.85
3812.19
3817.1
3808.36
3796.93
3835.65
3808.85
3803.89
3858.4
3845.55
3816.29
3850.02
3841.03
3852.18
3814.21
3811.45
3804.74
3810.23
3806.93
3853.47
3854.48
3805.83
3812.49
3832.09
3840.45
3843.26
3803.51
3817.6
3847.5
3803.42
3818.92
3818.82
3800.89
3841.17
3813.61
3795.84
3828.33
3842.61
3846.59
3828.51
3847.25
3796.3
3804.8
3834.9
3816.25
3794.69
3847.12
3834.54
3846.33
3853.14
3831.51
3846.3
3812.47
3843.79
3836.46
3795.44
3799.76
3834.02
3807.69
3805.33
3843.22
3802.51
3810.05
3798.4
3816.89
3809.93
3800.82
3842.75
3834.93
3850.13
3841.03
3846.23
3841.77
3809.82
3841.88
3854.36
3806.76
3821.32
3810.14
3831.73
3834.02
3809.48
3851.06
3822.67
3841.49
3838.23
3845.55
3811.75
3813.66
3828.59
3807.05
3799.99
3818.64
3855.11
3809.5
3801.52
3836.91
3850.75
3797.79
3806.73
3858.18
3835.46
3804.31
3814.13
3814.37
3849.51
3808.71
3831.4
3830.09
3802.12
3807.31
3829.91
3851.64
3803.29
3805.31
3814.41
3795.54
3816.85
3841.28
3853.71
3821.89
3831.34
3838.36
3843.19
3809.77
3806.76
3803.53
3806.53
3829.41
3806.98
3816.32
3847.78
3807.47
3818.22
3797.56
3824.78
3805.64
3817.78
3853.44
3816.66
3853.08
3807.14
3820.12
3815
3846.53
3809.17
3793.05
3810.74
3842.74
3838.44
3797.83
3829.14
3807.2
3798.13
3821.97
3852.67
3808.58
3811.5
3824.53
3849.96
3843.9
3852.99
3808.1
3846.41
3850.36
3817.14
3835.18
3834.77
3842.25
3799.71
3811.63
3802.09
3816.84
3812.97
3853.47
3820.71
3822.12
3847.11
3852.3
3811.02
3799.04
3802.05
3838.78
3798.51
3797.1
3839.67
3843.71
3813.29
3824.03
3821.39
3814.9
3851.36
3836.87
3812.79
3838.57
3852.27
3804.06
3807.88
3826.7
3845.2
3846.22
3801.2
3801.89
3801.9
3834.83
3806.42
3804.78
3844.23
3824.99
3832.44
3807.44
3813.4
3836.51
3843.37
3846.62
3806.8
3841
3805
3808.74
3812
3844.4
3802.87
3833.23
3816.61
3801.61
3842.52
3844.12
3840.82
3808.06
3826.14
3853.69
3817.51
3851.58
3811.11
3818.82
3814.83
3822.08
3801.82
3796.65
3843.58
3845.17
3818.99
3845.55
3806.45
3798.46
3845.31
3857.21
3846.58
3816.95
3813.19
3811.42
3850.85
3843.74
3850.12
3812.67
3819.03
3841.54
3806.31
3825.11
3841.87
3838.39
3819.3
3797.98
3848.18
3841.32
3853.42
3845.9
3836.59
3820.2
3804.65
3815.73
3817.51
3802.69
3820.55
3854.18
3853.83
3798.19
3820.16
3804.69
3814.75
3792.29
3819.8
3799.86
3798.91
3818.57
3819.42
3814.99
3806.19
3834.06
3806.69
3833.48
3827.76
3812.11
3833.25
3821.93
3820.17
3822.66
3846.11
3803.75
3816.24
3819.99
3811.46
3809.54
3838.05
3803.09
3805.45
3811.7
3815.76
3818.5
3800.19
3850.88
3805.11
3817.5
3843.12
3801.81
3812.6
3805.62
3853.98
3804.92
3812.63
3844.15
3826.83
3836.59
3805.07
3808.8
