inflow_vol,month,starting_stage
15492,May,3815.82
13432,June,3805.64
14510,June,3828.86
15444,August,3841.83
15073,August,3814.41
14437,June,3818.17
15604,May,3817.39
17441,July,3842.55
13106,July,3848.69
16609,April,3816.74
14548,June,3806.92
15144,May,3816.71
16196,July,3801.44
14028,June,3840.75
14652,June,3804.98
15001,August,3818.22
15798,August,3838.26
14164,May,3840.20
14364,August,3834.05
15527,August,3801.43
14904,July,3807.79
14715,May,3813.55
13750,May,3808.51
15466,June,3840.23
13983,May,3807.75
15765,September,3796.96
15173,July,3797.23
17597,July,3841.00
13136,June,3857.51
17349,July,3799.16
16821,June,3842.94
14269,May,3820.53
17510,May,3832.03
14188,September,3853.29
15393,July,3805.53
13891,June,3843.12
15392,May,3805.90
14438,August,3806.49
18718,June,3854.37
13602,August,3815.36
15760,July,3839.28
16995,June,3850.83
15590,June,3846.60
13853,June,3817.54
14698,June,3833.43
16676,June,3856.86
14636,June,3856.19
15596,June,3848.34
15440,August,3801.10
18043,July,3855.33
15370,July,3803.97
15775,May,3812.34
15211,May,3827.49
17780,July,3837.96
15536,August,3813.49
17910,July,3841.55
15482,May,3853.97
14935,July,3833.79
16734,April,3818.10
18565,May,3833.17
16700,August,3802.90
15677,September,3834.56
15982,September,3831.50
15069,May,3861.95
16836,June,3800.46
16217,August,3850.85
16215,June,3818.83
13682,August,3809.42
17706,June,3850.52
14699,August,3804.59
16732,June,3813.92
17140,June,3839.07
15299,June,3811.26
18549,August,3832.48
16743,August,3802.37
15900,June,3806.54
13981,August,3827.29
17818,June,3808.86
14602,June,3827.16
15558,August,3802.78
15530,May,3853.52
18645,June,3819.53
16732,July,3801.61
16880,July,3834.34
15503,July,3838.36
14290,May,3840.53
17252,May,3853.15
16531,June,3838.50
18339,June,3835.59
15565,June,3813.87
16642,May,3815.59
16103,May,3853.55
17867,June,3803.99
16171,June,3846.62
16476,May,3813.17
14521,August,3801.95
17197,June,3811.20
16099,May,3797.36
16364,July,3852.64
18360,August,3798.00
17919,August,3804.93
17446,September,3808.77
17634,July,3849.82
17223,June,3836.27
18756,June,3824.45
16858,June,3813.89
16288,August,3797.91
19001,July,3812.27
16901,May,3841.82
16989,June,3840.67
15698,June,3810.71
16780,May,3819.56
16871,June,3839.17
16147,July,3796.90
19052,August,3852.52
17538,June,3794.81
17507,July,3830.02
16718,June,3844.90
15513,June,3832.92
16819,August,3805.50
16814,August,3804.25
18419,July,3822.75
16908,May,3845.53
16789,July,3802.56
17237,July,3840.73
19922,August,3808.66
16232,June,3850.10
17470,August,3825.35
16632,May,3816.47
17640,June,3809.18
16854,August,3803.56
18789,May,3803.47
15882,July,3792.31
17722,May,3852.03
17046,July,3826.00
16631,July,3831.64
16169,July,3827.83
16348,May,3829.35
17473,July,3805.83
15951,August,3836.30
16501,June,3836.74
22670,July,3794.31
17934,July,3822.50
19634,June,3853.39
17974,May,3813.33
16791,June,3810.45
17196,May,3807.32
17259,July,3825.13
16912,August,3818.47
18203,July,3812.47
18272,August,3811.33
17524,June,3805.83
16477,September,3810.48
19283,May,3814.17
15562,May,3818.71
17051,July,3853.45
19328,May,3834.82
18765,August,3806.64
18458,September,3797.24
17905,June,3840.13
17666,May,3814.75
20481,June,3825.28
17420,May,3835.79
18486,July,3806.19
17016,July,3799.40
20870,June,3837.35
20527,May,3795.67
17097,June,3820.64
18616,August,3817.46
23554,July,3814.66
18061,May,3812.62
17158,August,3803.57
18293,August,3804.11
17793,May,3826.49
19586,July,3851.39
17557,August,3846.48
19795,July,3831.25
19143,May,3823.61
21716,August,3802.18
17368,July,3794.33
20415,July,3808.87
19101,July,3803.12
19925,August,3803.79
20673,May,3843.30
18476,August,3802.07
16968,July,3834.04
19095,May,3818.82
18023,August,3834.55
19640,June,3795.29
21392,June,3840.88
18466,June,3844.84
20220,June,3844.87
20434,May,3852.83
19046,May,3809.06
20985,July,3803.47
19374,July,3808.04
17974,June,3839.35
20094,July,3815.95
18979,May,3853.07
22198,August,3817.03
20574,June,3849.01
18402,June,3805.20
16062,September,3820.57
20669,June,3851.75
18243,June,3806.19
17151,June,3849.96
17850,June,3803.68
19366,August,3808.85
19044,July,3839.45
21309,June,3801.81
26058,August,3832.76
19769,May,3808.58
17644,June,3855.81
18519,July,3819.07
20244,August,3798.28
23540,August,3838.37
18517,July,3797.32
18813,May,3842.44
18785,August,3838.31
18351,July,3810.20
19867,May,3824.92
19101,June,3819.06
20619,May,3823.13
19445,June,3845.06
17885,May,3806.11
17871,May,3853.56
20641,June,3830.38
19901,July,3835.28
16967,August,3822.65
18846,May,3816.17
20943,July,3821.30
22970,July,3826.29
19373,June,3847.86
18789,July,3816.39
20274,August,3837.01
20419,August,3835.14
17896,July,3813.95
21940,June,3840.68
20160,May,3814.68
19464,July,3806.76
17445,May,3810.01
21044,May,3840.79
24828,July,3842.34
17681,August,3800.95
20374,July,3852.36
19677,June,3816.60
17144,May,3817.01
20058,July,3808.83
19630,May,3817.74
20164,May,3805.82
20269,June,3794.90
22029,July,3842.40
19157,July,3819.79
18806,May,3841.54
20216,May,3809.55
18844,August,3820.11
17551,June,3820.23
18756,May,3813.87
18527,August,3805.46
15946,May,3837.43
21297,May,3820.81
20107,June,3849.94
19052,May,3822.58
20356,August,3823.41
18931,July,3830.55
18918,June,3794.99
21373,July,3799.77
19776,May,3819.16
22435,August,3819.85
19226,July,3795.27
21739,June,3848.05
21178,June,3794.87
19106,July,3796.72
22324,June,3849.18
17641,August,3815.36
23806,July,3803.31
18600,July,3834.45
24105,May,3836.09
18425,July,3804.04
19262,June,3841.84
20502,July,3845.94
26406,August,3796.71
18816,August,3807.14
21056,August,3797.01
22917,August,3803.81
24431,July,3834.90
19758,June,3835.37
22535,September,3829.68
18430,June,3812.99
25301,May,3853.42
23854,June,3803.94
19519,April,3814.37
17482,July,3803.45
20171,September,3797.04
19366,July,3823.98
18962,June,3840.42
20528,August,3837.96
17968,August,3803.80
19969,April,3823.00
23080,July,3833.67
18233,June,3805.71
19063,May,3808.97
18523,July,3821.11
22185,July,3803.44
20357,July,3852.74
19442,May,3847.33
20832,June,3834.75
22740,July,3829.70
22971,May,3842.83
24857,August,3809.63
21735,May,3819.61
23866,June,3804.22
25538,August,3812.41
21185,May,3819.84
17834,August,3832.63
18990,June,3843.61
22576,July,3852.93
22627,July,3809.54
19533,May,3854.26
19212,June,3827.14
22374,July,3853.35
22107,June,3817.40
20644,July,3813.15
20386,August,3817.75
21471,July,3832.66
22604,June,3835.60
21914,August,3801.85
26166,June,3805.66
21254,August,3805.27
19371,August,3803.00
18440,July,3815.74
20853,June,3815.67
24138,May,3855.45
20413,May,3816.64
20004,July,3804.85
24283,May,3823.11
19933,August,3837.02
19995,July,3801.13
22035,September,3796.91
20160,May,3832.87
22584,June,3834.69
23498,June,3804.27
20185,May,3808.90
21032,August,3797.99
23188,May,3836.69
24820,September,3842.27
20909,September,3829.85
25697,July,3805.68
23803,May,3821.37
22989,June,3839.92
22456,May,3814.55
32344,August,3796.89
23040,May,3820.21
26268,June,3836.76
22022,June,3814.07
25106,June,3843.47
21319,June,3846.57
23182,July,3813.96
23304,July,3794.35
24486,June,3803.06
27408,May,3850.29
24221,May,3820.94
23936,June,3827.21
23273,June,3847.36
20741,June,3805.83
20175,August,3837.09
26474,June,3844.13
19953,August,3805.26
21914,May,3816.38
29715,September,3802.19
24668,September,3805.33
21162,May,3816.76
25831,May,3813.28
21613,July,3832.16
24343,June,3813.27
20784,July,3816.22
24984,May,3816.25
24979,June,3842.13
25392,July,3804.39
25684,July,3842.89
19725,July,3797.24
20018,May,3822.19
21277,May,3838.12
25342,April,3827.10
23698,July,3796.51
23583,August,3853.62
27344,May,3813.20
20214,July,3807.67
26923,August,3836.79
24017,May,3830.12
21512,May,3815.96
20950,July,3809.31
22886,July,3845.53
19659,May,3821.05
24032,May,3806.89
23296,June,3850.65
26867,June,3858.47
25483,June,3817.50
24585,June,3838.22
24965,June,3817.07
20344,June,3843.76
22005,September,3844.24
26072,May,3812.26
22420,July,3840.30
27218,May,3817.92
22541,May,3847.29
21079,May,3801.85
23837,July,3806.64
21958,May,3840.60
21510,June,3852.33
21044,June,3846.43
22702,July,3830.48
24706,June,3806.24
24775,August,3810.28
24745,July,3845.52
24630,June,3836.44
20461,June,3808.30
22845,July,3831.52
29571,May,3815.33
26718,July,3810.03
27825,June,3826.65
21077,August,3812.41
27693,June,3853.88
25260,May,3819.92
28500,June,3809.66
25776,July,3844.47
23966,August,3840.97
23208,June,3853.82
26041,June,3854.48
27590,August,3846.88
26539,May,3803.37
19896,June,3831.05
27846,August,3803.11
25046,May,3806.34
25472,June,3842.30
23089,June,3807.44
23944,July,3851.53
24639,June,3804.04
23575,July,3817.53
28133,July,3851.23
24877,August,3808.57
24030,July,3810.75
29290,August,3808.10
31306,May,3821.10
24231,May,3831.31
27527,May,3824.39
24247,May,3862.21
28544,June,3806.65
23527,June,3853.28
26508,June,3853.73
28942,August,3795.98
23070,August,3832.40
26547,August,3817.41
29520,August,3798.37
26251,July,3810.63
24388,July,3817.38
32293,May,3836.06
22376,June,3801.28
22803,August,3800.24
29583,June,3837.67
24861,May,3807.14
31856,June,3803.84
22670,May,3823.43
25418,August,3821.78
28346,May,3831.26
24427,August,3842.22
27185,June,3805.13
28566,June,3844.24
25713,August,3830.07
26354,May,3826.55
20131,June,3816.98
26456,August,3798.35
25030,June,3804.79
27257,May,3834.46
24034,May,3808.87
31127,June,3813.11
23940,May,3808.87
23271,June,3830.55
31836,August,3808.03
28731,August,3842.05
30812,May,3822.89
27514,June,3804.30
29019,May,3850.84
25047,June,3848.89
23733,May,3856.46
21226,June,3849.30
26199,May,3833.99
32689,May,3808.38
23393,July,3842.17
26068,August,3799.59
26442,June,3806.54
23993,July,3848.55
23093,April,3846.78
26551,June,3816.09
31330,August,3801.35
26014,June,3839.93
24256,May,3822.37
23080,May,3836.54
26127,June,3840.21
29099,August,3798.55
28559,June,3843.63
29057,August,3798.36
27114,June,3813.65
27672,August,3841.81
27508,April,3849.30
25458,June,3838.60
24601,June,3804.44
27933,July,3805.26
23901,June,3804.62
20569,June,3812.06
28621,June,3813.74
25635,May,3805.95
30510,June,3837.79
25145,August,3833.59
26328,August,3804.54
30526,May,3820.91
23764,August,3806.37
27478,June,3810.61
29498,June,3833.18
29661,August,3807.54
25396,July,3803.13
22401,July,3805.84
33076,August,3804.81
26971,July,3823.31
25568,July,3851.30
27040,May,3851.77
24499,August,3821.22
33828,August,3804.73
26622,June,3804.24
24737,May,3822.98
32965,August,3833.67
27655,July,3851.07
28967,June,3813.59
27920,June,3838.01
35645,August,3835.33
25031,July,3810.33
35900,June,3847.13
26722,August,3805.00
25909,May,3834.33
33221,July,3801.53
28835,July,3840.75
26483,June,3831.98
24420,May,3827.94
23206,June,3820.30
27314,July,3800.31
26837,June,3851.61
28769,August,3797.81
25791,July,3822.72
27612,June,3808.49
25970,April,3815.33
30372,May,3815.71
29299,June,3843.11
30244,May,3807.13
26359,May,3808.52
28692,May,3837.72
27213,August,3836.28
34296,May,3808.46
24200,July,3806.21
26169,April,3852.69
28969,August,3851.64
31743,August,3828.55
29619,May,3814.55
30815,June,3843.38
23834,June,3827.66
33035,August,3804.82
29072,August,3807.30
29482,June,3815.38
32973,May,3821.29
27044,June,3803.75
31618,May,3822.68
29669,June,3827.57
30987,July,3849.56
30674,June,3808.50
25324,July,3816.41
31227,May,3850.79
29212,May,3834.14
35414,June,3813.36
26628,May,3822.15
26554,June,3845.94
32355,July,3803.58
33612,July,3819.54
31833,June,3804.78
30194,August,3797.81
30221,May,3848.85
33046,May,3836.44
31347,August,3809.97
27673,May,3822.83
23420,August,3826.59
39013,June,3820.68
26280,May,3832.51
31297,July,3840.33
32008,June,3845.85
25641,July,3809.64
35243,June,3820.57
29636,August,3811.32
31558,June,3824.97
30346,August,3801.37
29196,August,3799.37
28526,September,3804.25
36159,June,3815.99
30332,June,3827.26
28153,May,3831.65
22416,April,3818.52
28964,July,3814.36
28699,July,3826.22
34628,May,3819.52
31353,May,3817.02
39599,May,3832.87
29457,May,3847.89
31777,July,3801.79
36883,July,3818.34
38619,June,3818.06
27177,June,3804.18
32891,April,3815.78
32252,June,3814.34
33571,August,3803.66
27345,May,3807.01
29164,June,3812.68
30202,June,3839.58
32826,June,3805.76
25057,May,3843.79
32520,June,3806.23
30098,June,3809.92
39299,May,3845.18
22885,July,3803.03
36601,August,3816.26
28704,July,3842.25
28114,August,3791.99
27285,May,3847.12
34599,August,3854.28
26514,August,3830.01
33925,June,3803.84
31404,May,3807.31
31770,July,3797.73
38972,July,3798.25
29675,June,3828.88
30567,August,3801.80
27702,July,3798.90
34803,May,3835.45
25838,September,3797.74
28371,May,3834.75
29767,August,3837.81
33957,June,3805.46
28505,May,3844.89
28516,June,3839.86
33188,September,3803.85
31208,July,3802.65
30178,June,3816.32
35506,August,3810.79
26326,August,3803.10
30857,May,3808.14
37125,July,3805.64
29475,June,3805.95
36534,July,3803.10
30144,August,3814.78
29839,June,3843.12
29356,May,3805.41
32286,July,3832.71
28259,June,3795.23
29131,July,3838.23
27167,July,3843.27
32098,May,3819.19
37237,June,3852.45
40081,June,3831.29
36669,May,3807.03
29966,August,3836.90
27117,June,3853.01
36599,June,3807.92
33430,July,3839.91
34548,June,3829.70
30471,May,3829.71
33570,June,3841.61
28611,May,3813.70
39321,August,3800.70
34856,June,3804.42
29818,July,3796.66
24131,June,3812.67
28486,July,3852.62
30882,June,3841.42
31609,May,3813.80
28237,July,3833.63
32168,May,3809.47
34924,May,3816.02
34229,May,3844.76
33642,June,3853.67
32691,June,3832.98
30799,June,3853.55
30224,August,3808.35
32015,May,3804.62
36979,May,3815.69
32143,May,3803.85
26838,May,3813.47
26269,July,3795.93
43236,June,3823.43
41228,May,3843.53
42244,July,3798.89
44451,June,3840.33
35761,August,3821.12
29440,May,3842.77
30626,May,3814.36
37529,June,3805.45
31721,June,3840.75
33420,August,3802.22
30464,August,3797.92
29204,June,3812.93
28784,June,3808.74
39888,May,3831.58
36290,June,3843.32
31708,May,3813.00
31302,May,3849.24
33290,June,3847.81
29470,June,3836.30
36756,August,3807.49
35681,July,3848.98
32719,August,3797.65
28380,August,3803.89
32176,May,3851.55
33610,May,3817.24
29025,June,3829.30
39912,May,3806.75
36715,July,3834.86
31916,September,3796.80
36665,August,3849.67
35848,June,3829.02
29634,June,3858.43
34458,June,3841.30
26367,June,3804.00
38988,July,3806.90
41365,July,3839.70
37785,June,3843.45
35371,August,3799.44
33649,July,3805.19
42927,June,3848.47
37994,June,3805.50
39625,June,3841.42
43870,August,3792.22
37129,May,3832.53
34514,August,3842.30
41675,July,3854.95
45746,July,3796.85
36866,June,3794.84
35981,July,3803.14
36366,May,3808.58
40627,August,3804.11
31803,June,3804.00
31462,June,3817.67
33589,June,3851.93
38642,May,3804.63
32190,May,3806.66
41910,August,3831.63
34408,June,3814.69
44370,May,3843.89
39254,May,3809.57
32947,May,3816.34
36918,August,3826.79
33546,July,3829.70
39516,July,3801.44
41629,May,3849.47
36737,June,3844.56
30743,June,3840.60
39989,May,3813.25
35437,July,3831.73
33516,May,3803.07
37588,August,3844.70
34863,July,3801.28
29564,July,3813.92
35539,August,3799.68
26609,August,3804.27
34621,May,3805.81
29595,August,3834.09
46278,May,3813.90
44431,June,3814.14
31767,May,3843.27
45049,May,3816.13
45370,August,3843.79
37795,July,3843.40
26797,June,3804.86
39194,August,3840.96
36770,July,3814.57
37173,June,3835.12
39681,September,3796.85
35146,July,3816.65
49688,August,3851.41
27928,May,3818.50
36527,June,3816.46
56356,April,3852.39
42570,May,3821.96
41114,August,3851.57
34178,June,3807.13
39086,July,3838.29
43210,May,3810.35
35258,July,3824.81
33973,June,3807.55
36014,June,3810.72
40036,July,3839.09
32964,May,3849.42
36349,May,3822.67
41212,June,3833.22
40615,August,3838.48
35363,August,3805.06
32421,June,3822.29
35271,September,3803.80
36559,June,3849.05
37342,June,3848.17
36304,July,3805.19
39960,June,3825.37
41942,July,3836.55
37718,May,3807.10
28072,June,3840.87
35070,July,3850.61
32532,May,3806.34
36876,July,3810.77
41464,July,3816.37
36838,May,3816.94
32681,June,3846.12
41421,June,3852.58
33347,June,3843.52
43994,June,3794.81
39378,June,3809.26
38015,September,3810.40
34721,August,3798.19
33285,July,3819.92
34657,May,3852.08
43529,July,3842.76
40806,July,3841.09
42936,June,3838.57
38081,July,3845.65
29293,June,3812.96
35118,June,3850.27
49624,June,3857.66
40185,August,3848.94
37080,July,3798.17
36319,August,3830.34
39443,June,3817.93
37622,August,3834.69
44279,July,3817.14
41283,June,3804.67
30400,August,3802.15
40197,May,3861.56
46145,May,3823.24
43863,May,3848.04
38412,May,3812.49
47036,May,3810.75
38875,May,3798.59
36702,May,3840.33
38575,May,3841.48
36443,May,3817.24
45854,August,3846.85
42932,July,3836.36
40367,August,3832.16
40055,August,3811.06
35497,June,3808.80
42044,July,3808.71
37255,June,3834.44
42412,August,3851.97
42955,July,3809.88
39073,July,3798.87
35024,August,3804.86
40659,August,3826.21
54025,May,3818.65
39617,August,3799.89
39119,September,3844.15
39808,August,3804.32
40273,May,3813.24
43787,May,3821.64
39640,July,3839.12
60562,July,3824.39
39019,August,3817.82
31540,July,3808.65
55780,August,3841.41
44444,June,3824.55
34078,May,3840.90
41944,June,3828.64
41380,June,3857.38
33872,May,3807.07
34867,July,3807.01
36828,June,3850.86
51820,May,3810.60
50328,May,3861.76
46140,August,3807.17
46428,June,3841.88
44950,May,3818.30
44035,July,3809.49
37867,June,3811.41
62235,August,3843.07
37063,August,3803.10
40913,May,3819.05
51466,May,3816.00
37121,September,3832.46
45845,August,3819.56
42224,July,3804.55
34654,August,3792.55
36298,June,3830.47
43385,August,3841.51
37255,June,3802.75
43554,July,3838.67
38672,June,3840.62
47372,August,3814.00
49155,May,3846.92
42295,July,3841.41
57524,June,3846.14
36621,August,3849.78
50136,May,3822.76
40598,June,3853.77
41196,August,3829.74
47475,August,3820.38
45574,May,3798.77
42089,July,3808.71
36342,August,3812.98
49951,July,3812.81
46736,June,3814.27
46740,July,3835.55
51101,August,3806.36
52216,May,3813.10
45776,August,3849.74
44286,May,3813.97
38043,May,3816.72
28359,July,3834.10
49400,September,3810.34
41566,May,3809.46
56760,July,3808.81
46390,April,3848.43
38220,April,3853.69
40742,June,3820.04
36158,August,3803.93
43064,August,3797.89
43959,May,3807.43
60667,May,3812.72
41630,August,3810.47
42599,May,3850.76
36410,May,3811.40
39899,September,3842.24
52003,June,3822.02
47618,May,3809.93
42092,May,3851.04
38109,June,3845.73
44907,June,3828.88
58163,May,3804.98
46469,May,3843.79
56772,June,3837.50
41026,May,3853.80
56873,May,3804.22
46071,June,3839.83
41031,May,3817.37
45172,August,3840.87
55938,July,3831.86
45036,July,3801.26
55516,June,3820.83
53035,August,3809.29
42525,July,3810.37
47534,May,3858.78
47770,June,3806.35
45613,May,3812.33
49864,June,3811.76
50343,May,3820.65
43561,July,3796.46
44051,August,3805.99
49083,May,3808.97
47871,July,3817.52
42920,August,3833.40
55302,May,3840.94
59052,May,3850.30
50693,August,3820.01
55399,June,3840.01
61288,September,3798.22
43145,September,3803.84
54647,May,3806.59
46807,May,3808.14
45534,June,3845.11
51666,May,3815.12
43880,June,3805.70
48651,May,3814.02
54401,July,3811.10
46420,June,3840.36
60637,July,3855.20
50900,June,3823.98
41382,May,3862.06
50056,May,3797.39
44796,August,3805.50
34454,August,3808.88
41498,July,3816.05
54757,June,3826.15
43006,May,3810.40
40696,June,3839.73
61740,June,3802.59
46988,June,3819.86
35052,May,3850.97
48129,May,3851.36
40983,June,3814.37
37554,August,3843.44
39464,August,3812.27
29136,May,3806.33
54006,July,3794.54
59526,July,3828.67
50894,May,3834.69
58986,June,3844.70
46759,August,3843.12
48663,June,3801.58
33672,May,3814.84
46193,August,3806.91
51723,August,3803.84
37049,August,3799.34
41636,June,3836.34
44263,June,3827.05
40014,August,3802.07
43281,April,3822.23
56465,June,3831.25
45073,August,3804.07
51981,August,3843.57
48598,June,3815.46
57477,May,3819.94
51516,May,3815.69
41283,May,3843.31
47064,July,3823.80
56471,May,3839.76
47005,August,3814.02
42840,June,3844.30
43208,May,3838.41
46954,June,3805.12
38061,May,3841.11
57107,July,3810.41
49853,August,3818.29
47794,May,3797.32
37657,August,3852.50
44023,June,3837.26
46328,August,3798.25
54436,May,3811.33
52518,September,3847.90
60083,August,3832.71
38241,May,3821.76
55631,June,3802.23
50572,June,3836.80
62346,May,3818.28
44867,June,3821.41
61874,May,3808.03
51567,August,3807.96
58235,May,3853.93
55454,July,3798.01
55464,June,3824.40
39532,July,3845.05
40843,June,3808.67
54314,August,3850.71
48090,July,3846.08
46662,August,3834.74
39394,June,3836.94
56263,August,3829.46
41559,May,3841.06
47672,June,3849.42
55551,May,3820.76
50379,September,3848.58
55191,June,3816.90
50231,May,3820.34
63202,May,3815.33
48401,May,3845.91
46880,July,3810.91
63621,April,3811.31
48198,May,3808.81
36914,April,3850.74
72621,July,3837.77
44524,August,3810.76
50102,August,3807.12
48034,May,3832.90
54681,August,3842.89
72659,May,3825.49
65703,May,3806.48
60305,May,3815.78
54252,August,3797.52
45196,August,3831.84
56170,September,3814.86
48482,August,3807.90
53663,August,3807.33
61122,May,3810.87
57687,August,3850.99
42397,June,3816.31
51769,May,3850.86
52127,June,3836.15
36943,June,3805.89
46613,August,3829.64
50334,August,3837.65
43242,July,3841.21
54782,May,3819.70
36992,June,3801.93
47630,June,3805.57
47442,July,3831.31
42367,July,3803.34
59958,July,3799.05
49880,July,3854.92
39063,June,3804.03
52297,July,3852.78
33032,May,3846.44
52227,May,3815.23
43575,August,3804.28
46990,July,3835.93
57801,July,3854.23
50561,May,3808.49
47261,August,3836.08
60854,May,3807.77
38428,June,3815.05
71113,August,3810.90
46080,July,3855.51
80416,August,3836.70
50947,May,3808.58
48718,June,3828.60
66539,August,3843.12
57738,May,3810.20
59891,August,3806.04
49563,July,3804.72
47481,May,3847.61
61385,June,3845.98
62977,May,3807.78
52377,May,3827.78
53981,June,3839.42
48279,August,3799.63
68557,July,3816.26
44275,June,3852.38
75933,June,3834.94
56651,September,3803.37
63405,July,3823.64
43176,May,3860.24
60289,September,3841.07
56223,August,3830.81
66951,June,3842.67
57353,August,3810.63
52158,May,3859.76
51193,June,3803.94
49679,June,3828.11
82333,June,3818.01
47916,May,3816.31
74909,July,3840.07
56961,June,3804.93
59753,June,3844.03
64221,September,3797.06
43090,May,3804.97
61066,August,3802.11
58094,June,3842.52
46730,July,3822.86
54300,May,3813.35
65439,May,3797.93
50741,May,3813.56
47277,May,3837.42
49531,August,3799.63
45352,May,3837.03
81985,August,3807.31
57821,May,3814.23
45970,August,3792.01
52718,May,3817.94
45931,September,3849.00
44321,June,3853.65
47390,July,3805.93
75247,June,3853.75
59302,June,3828.83
62850,August,3798.70
46464,May,3807.06
45588,August,3836.64
60382,June,3807.06
56793,August,3800.47
37490,August,3803.97
57712,July,3845.58
55072,July,3842.34
60969,June,3827.98
43269,May,3819.38
55299,July,3798.12
51982,May,3806.90
40392,August,3851.08
59681,May,3842.10
52851,July,3812.53
82758,May,3846.43
46536,May,3854.81
48179,June,3816.03
59291,May,3845.81
65463,April,3852.96
60687,July,3799.92
42343,April,3810.18
63743,July,3841.36
39717,June,3812.56
47421,June,3822.08
60612,May,3804.95
96853,August,3817.82
52625,June,3841.62
72090,July,3834.14
62348,July,3823.40
61737,August,3823.48
47210,June,3841.83
47994,August,3835.61
35503,June,3815.23
68437,May,3812.59
48946,May,3815.69
47732,July,3802.46
72906,June,3847.70
52972,June,3841.86
51228,June,3841.77
55516,September,3802.16
59787,May,3827.88
55473,September,3846.42
55936,May,3823.58
52141,June,3845.57
52674,July,3799.11
69962,September,3802.39
47077,June,3811.48
59212,May,3847.38
46949,August,3803.44
64683,August,3816.02
45163,April,3833.00
50662,August,3851.92
78306,September,3801.87
65889,May,3807.39
44891,August,3851.10
81118,August,3808.66
53224,May,3806.80
65837,August,3796.95
60365,May,3820.52
76993,June,3815.02
52193,June,3811.84
87029,August,3848.97
58368,September,3840.08
55184,May,3852.86
63455,June,3853.86
58427,May,3821.70
60650,June,3826.59
58866,August,3811.86
55436,September,3847.65
63626,June,3807.76
51337,May,3823.13
64984,May,3853.75
51518,July,3840.21
54490,August,3803.50
79342,August,3829.95
49102,June,3830.44
47614,June,3834.14
60558,August,3812.88
59933,June,3810.61
88100,June,3794.86
51999,May,3804.37
71737,July,3804.41
72896,May,3807.31
52920,June,3853.79
60349,September,3841.98
41474,August,3844.91
57889,May,3818.46
58113,July,3852.54
57748,June,3807.04
62718,August,3827.19
75388,August,3816.66
63091,June,3806.01
72863,June,3813.63
65739,June,3847.20
74010,August,3850.96
84827,August,3798.78
61131,August,3828.63
55070,May,3815.50
78465,July,3821.52
68351,June,3812.93
63009,June,3852.10
62976,July,3815.66
51127,September,3834.38
61766,June,3819.57
72303,July,3811.05
68077,June,3842.43
44031,May,3844.31
66779,June,3830.32
65800,August,3834.32
49283,June,3813.04
74192,July,3802.49
51288,May,3815.81
75530,June,3814.92
47868,August,3853.33
55042,June,3827.87
44581,June,3803.58
58612,June,3805.09
80827,May,3816.39
61285,May,3795.75
57441,May,3840.93
65617,May,3808.62
41228,July,3835.69
48542,May,3810.41
78577,July,3806.16
66801,September,3806.86
72888,September,3801.01
78577,May,3811.42
57101,June,3805.09
64728,August,3810.09
74524,June,3804.08
63675,August,3836.41
57408,June,3856.22
67488,June,3802.00
77037,August,3808.99
81399,June,3804.74
46270,August,3808.26
64032,May,3823.63
62170,June,3806.23
69329,July,3838.33
62009,July,3799.10
64876,April,3799.89
99817,April,3816.79
61809,May,3835.95
52921,August,3801.00
67884,May,3816.22
58587,July,3838.02
74014,June,3857.14
76454,August,3844.55
75905,May,3806.71
67509,August,3806.94
70597,August,3806.77
66305,August,3842.66
67559,May,3808.33
58397,May,3835.55
75822,May,3811.25
101707,June,3816.12
68312,June,3840.78
63046,May,3823.10
66749,June,3827.35
63184,June,3810.49
57194,July,3806.10
59284,June,3817.79
61229,August,3851.13
54035,May,3836.83
103551,June,3847.02
44803,July,3838.67
48020,July,3844.66
71674,June,3820.17
65011,August,3797.87
64586,July,3848.73
66701,June,3847.80
55862,May,3808.67
50973,June,3821.57
67660,May,3804.90
63527,May,3811.78
68701,June,3858.23
45847,May,3822.94
74610,May,3806.36
61769,May,3825.07
67777,June,3809.88
73501,May,3805.60
52277,May,3853.47
66439,July,3806.05
78224,August,3803.49
59958,June,3810.78
51486,July,3822.13
82536,August,3814.06
52952,June,3813.73
86691,June,3850.32
74785,August,3801.94
59128,August,3807.58
62640,June,3821.70
66456,September,3835.89
88335,May,3798.72
67163,July,3801.80
68239,August,3834.31
63637,May,3838.76
71720,May,3843.98
84971,July,3848.65
74628,June,3851.66
45318,September,3840.88
65074,June,3853.84
62035,August,3804.68
58133,June,3804.70
71349,June,3838.38
83727,June,3816.23
55923,July,3839.26
51341,July,3810.50
79249,June,3806.48
101111,June,3836.51
68593,July,3812.27
58925,July,3800.60
71152,June,3820.62
82855,June,3837.08
69347,June,3809.30
62003,May,3823.09
78686,June,3843.35
66348,September,3851.45
76152,July,3794.91
87186,July,3801.76
46289,August,3839.71
72854,May,3813.93
88465,August,3798.73
65533,June,3821.66
85061,May,3852.96
74649,May,3808.92
96859,June,3810.92
61130,June,3806.88
97959,August,3826.26
62675,June,3811.70
50470,June,3813.51
67243,May,3826.99
53025,July,3850.09
66936,April,3853.47
91422,July,3824.92
87385,June,3849.07
84358,August,3814.22
112138,June,3847.48
104758,July,3812.59
75087,May,3813.67
64585,July,3852.70
47230,July,3828.74
60991,May,3825.50
73640,June,3804.24
58173,September,3803.00
85079,August,3830.78
