inflow_vol,month,starting_stage
988987,June,3814.19
7181049,June,3849.50
3690072,June,3813.99
941330,August,3850.89
1901989,May,3810.38
1604797,June,3827.23
1314763,June,3818.52
1573866,May,3852.85
2654538,June,3814.90
3993859,August,3836.20
4157845,August,3799.35
1548634,July,3807.08
5475658,May,3848.66
1763697,August,3832.57
4999618,June,3849.34
3869492,June,3836.98
34651809,August,3802.29
5817185,July,3798.94
4110845,July,3832.72
2137448,May,3819.89
3228145,July,3806.62
722166,July,3804.28
759980,April,3832.31
2651040,June,3818.59
1142755,May,3847.31
2445887,August,3802.39
1843447,July,3842.21
3822716,June,3799.05
1384682,June,3802.76
2325858,July,3805.06
2369319,August,3805.37
1677131,June,3819.34
5771237,June,3853.67
1651327,July,3811.77
4505186,August,3797.54
3100990,May,3823.04
2512351,August,3823.36
1596956,August,3843.03
4452446,May,3847.19
9243871,June,3804.17
4007003,May,3849.17
3543971,May,3818.22
1004562,July,3832.14
2548415,July,3802.74
910362,September,3797.74
3500208,July,3809.85
2434239,June,3829.78
3077703,May,3809.64
12292447,April,3814.70
3048568,June,3805.36
1833055,May,3818.60
2506147,June,3836.27
2865760,June,3852.49
2362155,June,3837.01
2141116,July,3797.55
2284056,August,3831.54
951894,August,3846.45
3426495,September,3845.76
3754289,September,3820.51
2109423,June,3808.47
4191858,June,3823.29
5058240,July,3852.39
1695723,August,3838.42
1370829,June,3836.94
3391883,July,3850.89
2489090,June,3805.29
4329770,August,3792.82
2498775,August,3798.62
2364380,June,3834.43
1162765,June,3844.47
7386426,July,3838.38
2608319,August,3803.39
1666993,August,3807.57
1423104,July,3805.91
903747,August,3833.58
3466925,July,3801.76
2061894,May,3835.62
5500616,August,3806.83
2073516,May,3806.23
3695756,May,3851.63
2051915,June,3804.55
9269976,June,3804.11
2477558,June,3801.71
2920581,September,3801.55
2696002,May,3805.54
1777330,June,3848.29
2884315,June,3810.84
1373873,May,3806.33
8216285,July,3815.37
1757055,July,3826.62
1986897,May,3809.65
1097695,May,3806.60
953549,August,3808.17
2447281,August,3819.06
3154350,August,3836.01
1669760,July,3853.15
1336868,June,3834.30
3721674,July,3833.89
2204534,June,3852.61
2336547,June,3837.55
1616568,June,3839.65
2330688,June,3853.65
2968609,June,3815.64
2724316,August,3818.86
3778745,April,3816.09
2322206,August,3818.12
2520623,June,3814.93
1545025,June,3834.03
5582155,August,3805.58
976335,June,3804.43
2437762,June,3808.60
1241986,May,3818.65
701521,July,3817.91
973716,July,3804.67
1579343,May,3806.07
2045154,July,3804.88
1688634,August,3829.05
4592099,July,3797.05
3202214,May,3821.51
1592663,June,3840.41
4045046,June,3815.21
2441900,May,3834.62
1815864,June,3795.27
1059462,May,3805.70
3500515,May,3809.89
3212894,June,3807.86
4056128,June,3806.40
2279943,July,3810.35
1833163,July,3804.92
2664246,June,3820.61
2970608,September,3793.46
3609567,July,3801.72
2579137,June,3851.71
1439507,May,3810.62
1348644,May,3818.57
4291827,May,3820.90
1893980,June,3817.85
2742260,August,3797.94
4631147,May,3820.70
1116183,July,3805.25
1704744,May,3850.62
5561967,June,3820.20
4116212,May,3850.02
963921,August,3804.51
4585382,June,3854.15
1308783,July,3837.94
15071142,June,3805.09
1067212,June,3833.38
4437042,June,3821.43
9027296,May,3821.89
1837495,May,3819.42
3343749,July,3819.48
2196956,July,3799.58
3179271,June,3839.72
1846353,June,3847.07
3019802,July,3841.57
3792778,June,3849.96
4469842,June,3803.01
4144128,July,3804.05
897327,May,3858.69
2748617,May,3807.40
3240709,May,3810.97
1055893,June,3810.61
1819473,August,3850.52
2513075,May,3822.35
2149037,August,3835.11
4279597,June,3844.24
4431134,July,3818.46
1511198,July,3816.73
1833172,June,3840.84
15056206,June,3838.79
5884701,June,3841.64
1972958,May,3823.37
2269339,June,3814.28
1586802,June,3832.50
7432262,July,3802.02
6446070,June,3836.39
1418275,June,3832.13
634333,April,3819.49
2345797,September,3848.88
3603800,May,3821.61
6094427,June,3801.68
2982173,June,3812.70
1537246,August,3807.88
8988486,April,3818.65
1544925,June,3850.52
5168380,May,3840.91
1625437,June,3844.23
2689607,June,3795.21
3261683,August,3792.45
2340836,May,3810.24
1043759,July,3804.67
3200476,May,3811.20
1762928,July,3803.97
3031571,July,3849.23
1148417,June,3850.17
1706543,July,3802.38
2663364,July,3815.62
6478825,August,3854.52
3356186,June,3847.84
4420648,August,3846.37
10103272,May,3841.70
4010304,August,3830.46
4704178,July,3833.87
3307802,August,3795.65
5826056,June,3851.68
1956070,May,3812.60
3844657,May,3811.84
2881852,June,3838.85
8223108,August,3799.58
1102960,June,3837.79
5463641,July,3851.69
5286431,August,3841.54
2872866,May,3815.06
2969370,September,3817.66
4216128,June,3811.72
2443963,July,3804.75
20163340,May,3815.72
2454850,July,3804.49
1920029,June,3858.47
1631070,June,3826.61
4577651,July,3814.72
2491207,May,3848.58
1358185,May,3853.73
4055815,July,3814.65
1901414,June,3824.94
3805757,August,3843.68
1495969,July,3845.86
3723455,June,3841.69
1951031,June,3846.04
4837993,May,3822.43
2666556,April,3828.14
5627191,July,3805.62
6416328,July,3820.27
2574086,June,3853.81
4137230,April,3811.83
2963199,June,3805.95
12720800,August,3834.67
1689609,May,3848.71
3176741,May,3848.57
5812100,July,3816.68
5034598,July,3810.91
3746336,August,3850.45
2853217,May,3812.32
5677165,May,3819.06
3680934,May,3824.79
5609927,May,3821.11
1961777,May,3818.15
2417587,July,3817.72
3006780,August,3834.81
3328744,June,3812.74
3185138,June,3853.87
2459942,May,3845.33
792005,August,3842.51
2908948,June,3853.21
1638819,June,3845.81
2268856,September,3810.43
2969158,May,3851.31
9064676,June,3806.04
4820688,June,3857.55
3267943,May,3810.19
724411,June,3802.03
25361859,July,3841.16
4794589,August,3806.33
3231429,August,3808.75
628826,June,3858.02
4272301,July,3836.58
1298220,July,3838.99
1168261,May,3804.23
5283749,July,3825.91
5183544,May,3844.40
4596600,May,3808.68
1701447,June,3805.27
1902194,May,3853.76
1771683,June,3807.17
7237212,June,3823.38
3687558,July,3798.60
3168306,July,3831.12
2876041,June,3827.16
3128999,August,3825.21
2649629,July,3808.38
1567610,May,3821.29
1731510,May,3818.18
3640463,June,3836.92
2351860,May,3851.22
1431249,May,3814.22
7642617,May,3834.68
1955982,May,3819.64
4573859,July,3824.35
5298703,May,3808.58
1859429,May,3814.85
4427572,July,3819.94
1452168,September,3847.17
1657257,July,3806.92
1178507,May,3853.30
1384293,August,3810.37
7820056,May,3806.02
3683691,June,3813.26
2803254,June,3834.92
6223373,June,3830.25
15128869,May,3821.65
4915498,June,3818.71
2362786,June,3825.26
5067961,August,3846.91
2371263,August,3820.13
3342610,June,3817.76
2699864,May,3843.16
2000255,July,3828.08
6264788,July,3819.37
2907570,August,3800.24
3175973,July,3804.26
7804963,June,3809.47
2290988,June,3850.80
7202266,May,3817.57
2000527,July,3843.39
2120971,July,3809.65
5865563,June,3808.14
1872037,April,3810.81
3585928,August,3809.60
3014680,June,3822.20
4992337,June,3839.04
7268758,August,3827.06
2221707,May,3862.13
3584991,August,3852.06
3047146,July,3842.10
4536380,July,3829.97
2355156,June,3815.22
3048915,May,3815.51
2242475,August,3807.58
1524296,July,3832.00
1089186,July,3815.92
6102398,June,3834.67
820977,May,3803.00
8064213,July,3798.91
5452069,June,3838.66
16651299,July,3830.37
3652467,July,3839.39
4698895,September,3826.00
2189509,June,3834.95
7051988,July,3823.82
809403,July,3840.17
1238072,June,3853.79
2059808,May,3807.05
7390930,June,3829.30
2977550,September,3811.22
4839055,July,3824.56
3112697,July,3805.94
53539805,May,3851.02
2058385,August,3792.72
3474032,July,3854.74
1822337,June,3838.89
2272049,August,3800.81
11116887,June,3838.08
7269053,June,3837.49
1643291,September,3803.59
1615040,July,3802.22
2727354,September,3806.33
3729619,June,3852.26
2198031,June,3817.99
4732707,June,3834.67
2679237,May,3853.95
7319209,June,3818.93
4167864,August,3803.80
4084914,April,3852.58
1877032,August,3825.41
1899255,July,3801.45
2821064,May,3847.34
4793128,May,3845.45
5261778,May,3810.47
9778278,July,3819.74
1488719,June,3814.96
7180515,June,3857.58
2310475,May,3812.90
1314005,May,3832.55
1526383,August,3844.87
3537404,May,3798.00
13271487,May,3839.86
4694952,July,3822.36
1351945,August,3807.24
1861124,May,3808.05
2351265,May,3853.28
1661281,May,3852.11
4146562,May,3799.22
3591833,August,3823.22
4528744,May,3811.36
1270422,July,3850.40
1279447,May,3819.60
8692766,August,3809.13
1369930,June,3849.24
13733552,July,3841.82
4507536,August,3804.61
2549035,June,3813.97
1413664,July,3801.38
2391635,June,3857.83
1214708,May,3812.92
1983183,June,3806.43
2534018,July,3833.00
5180895,June,3818.32
3467660,May,3811.19
2818151,September,3811.70
4732504,June,3833.02
952297,May,3813.04
6225063,June,3853.40
1971287,May,3812.56
4840240,July,3807.03
9378904,June,3814.27
2633716,July,3799.18
1188479,May,3807.78
2714452,May,3816.64
1464671,June,3847.08
8222264,June,3848.11
4515951,May,3806.97
2279797,July,3815.17
1663490,May,3839.29
7078970,July,3810.99
2303311,August,3801.50
2053142,July,3839.52
7667224,May,3833.53
2562070,August,3796.79
3053300,June,3842.80
6058769,August,3837.73
3581359,April,3808.21
6349025,June,3813.56
4851883,August,3850.96
2514990,July,3841.47
6891654,July,3854.88
10143311,May,3815.29
2381971,June,3810.38
2455024,July,3794.61
3810320,July,3806.07
3942813,June,3848.65
1739605,July,3799.87
2380543,June,3801.71
2601475,June,3814.10
2361365,July,3801.65
3332158,June,3822.57
11608676,August,3850.51
3026341,June,3808.47
1514006,July,3853.07
1343737,July,3819.39
5317077,May,3815.29
1882753,August,3814.41
6556833,July,3840.65
3373528,June,3828.69
1850123,August,3807.41
1764203,September,3805.61
11000483,May,3824.91
2938754,July,3815.99
3792391,August,3823.67
3278168,August,3803.58
1531205,May,3818.96
4179840,July,3821.24
3648667,August,3854.45
3736541,August,3800.90
2685455,May,3852.87
4111952,September,3841.47
2985630,June,3843.60
3181719,June,3810.17
2230246,May,3809.77
2834904,August,3806.87
4485165,May,3847.52
2189631,August,3854.56
1838290,June,3807.67
1936617,June,3812.08
68774671,May,3861.57
4500233,August,3821.90
7368584,July,3798.41
2968648,July,3831.89
10117516,May,3852.43
13746628,June,3801.20
1325435,August,3792.08
3351065,June,3848.81
3025880,July,3796.84
5900851,July,3817.02
7873033,August,3839.46
1734864,June,3816.09
1647411,August,3799.74
8480967,May,3831.42
5108961,May,3815.59
6853427,July,3847.87
25890340,June,3805.45
3955706,August,3803.67
2400757,August,3795.74
3059880,August,3802.93
2659107,July,3839.44
4628770,June,3837.92
3921993,July,3815.62
9678529,June,3815.27
3170846,June,3855.49
4730460,June,3819.63
3865630,June,3831.93
12257016,June,3833.18
3616484,May,3823.54
2685722,May,3829.40
5124863,August,3818.90
5341614,June,3832.33
4473699,June,3805.52
3112708,July,3831.13
1910254,August,3820.05
3214664,August,3804.34
2547043,June,3838.76
2733786,May,3823.10
5052161,August,3802.84
7506503,July,3851.82
2497645,June,3796.40
3413755,May,3813.98
957995,May,3807.31
5583368,June,3841.26
5568602,September,3801.68
6744234,June,3858.25
1549708,June,3834.49
4361142,July,3830.30
6320761,June,3820.37
1901003,June,3806.07
3108546,May,3807.96
3339325,July,3800.45
3556781,July,3802.01
2140641,May,3812.84
3730404,May,3853.93
2716463,May,3814.08
6382447,May,3806.65
1721818,May,3851.69
2304303,July,3851.11
10173391,July,3845.86
2835121,June,3857.40
2319185,May,3831.59
1422953,August,3805.71
4141392,June,3835.14
6062249,May,3861.84
2370115,August,3806.94
2507532,June,3816.16
11563775,May,3808.19
38585070,May,3807.54
5486841,August,3808.88
5903387,May,3824.16
6282506,August,3802.79
2454510,June,3801.83
6336590,July,3807.68
12017384,July,3835.00
4726163,August,3839.50
1190055,April,3853.65
2090244,June,3803.90
4358231,July,3807.79
7414410,July,3818.75
2944885,May,3822.93
6185907,June,3820.44
4519611,July,3816.37
4295827,June,3848.22
4803587,May,3817.49
7297146,June,3858.38
4970753,August,3817.24
3765169,July,3812.34
1266070,August,3810.77
1572296,May,3818.90
6529626,June,3844.09
3246547,July,3834.27
9606608,May,3812.84
4912156,May,3812.34
4746716,July,3852.14
3438079,August,3838.97
6776928,July,3810.76
2578830,July,3827.71
3380788,June,3817.13
11064135,May,3812.52
2866149,August,3845.29
5857855,May,3811.53
6222651,June,3833.12
2552094,May,3857.44
4533900,June,3843.13
4981541,May,3826.83
23574701,May,3823.02
3352693,May,3851.27
3868087,June,3850.23
4666583,August,3799.57
1207964,June,3832.77
5484228,June,3820.76
1750100,June,3823.37
12491280,August,3800.09
10422361,May,3820.77
1547209,May,3807.42
4635245,May,3817.00
2503791,June,3803.79
3446710,July,3811.34
28845303,May,3842.56
5471520,August,3837.86
4644958,July,3838.95
5079155,August,3838.17
2609463,August,3799.85
6972626,July,3852.18
7523092,June,3834.45
3642483,June,3810.21
2178620,June,3840.40
1371874,June,3847.67
8989103,May,3844.28
3551386,August,3811.77
2256780,May,3817.29
8795627,May,3846.60
1201739,June,3820.59
1467444,August,3798.04
1309160,May,3845.26
7667970,August,3850.15
2513307,June,3837.47
1897553,May,3817.82
3944308,August,3810.76
9384529,May,3817.15
2042853,May,3829.15
7727472,June,3834.32
2026126,August,3838.70
2844231,July,3816.01
3007059,June,3826.88
4032142,August,3807.12
1845694,April,3810.04
3526226,August,3827.38
5516365,July,3839.88
4601252,July,3824.14
11432879,July,3804.59
32968775,May,3819.48
7417802,July,3800.57
6317153,July,3796.94
1800467,July,3853.20
3809131,May,3808.64
1375945,August,3807.67
3782984,July,3805.77
5589640,June,3814.07
3791136,May,3848.55
4301556,July,3796.72
3593118,July,3804.97
3028386,June,3817.01
15744771,July,3839.07
10045015,June,3818.35
5778593,June,3809.48
9093718,May,3808.65
10003632,June,3816.11
1804980,May,3816.53
2260821,July,3814.79
5207423,May,3809.14
1573556,June,3815.78
2471215,July,3793.50
4929229,August,3827.61
1977158,August,3799.60
3375147,August,3804.83
4353703,May,3813.08
3459576,August,3805.82
22338552,July,3824.67
4534572,June,3839.34
9371055,July,3816.20
5082523,May,3834.82
5751531,September,3808.26
14735628,June,3848.00
10576110,September,3803.04
3726819,August,3815.23
8804703,August,3831.89
5030688,June,3825.23
7790856,August,3805.68
1219923,August,3808.44
2442843,July,3809.16
1917208,May,3822.34
5793671,July,3805.08
7013896,July,3812.26
5403185,July,3810.23
4015520,July,3854.09
6886582,May,3796.97
2876729,July,3825.32
11543774,June,3843.92
1765042,August,3852.23
1498219,May,3853.13
2955672,April,3846.89
5305780,June,3834.89
1748062,July,3798.40
10179358,May,3845.98
8147760,June,3852.00
4069419,June,3842.81
5611961,April,3815.95
12512527,May,3815.22
4507050,May,3806.99
4429731,June,3821.85
14487910,June,3858.53
4235694,June,3809.19
4419288,June,3844.14
2539840,July,3852.38
4915496,May,3808.99
5338755,August,3799.44
5355289,May,3821.20
18415905,July,3804.38
2382883,July,3817.29
6035144,May,3833.78
2785598,July,3847.51
5191102,May,3811.10
5894955,June,3795.35
11969091,April,3851.40
3246528,July,3847.70
1724622,July,3804.73
12544663,May,3853.55
1832530,August,3852.61
5338006,August,3810.88
1998243,July,3808.25
2729033,May,3847.49
4147901,July,3804.94
2451617,May,3808.49
5015355,July,3839.90
3426243,May,3809.30
1455899,July,3813.22
17042635,August,3823.35
13379647,June,3834.42
7599077,May,3847.02
2534664,August,3796.81
4640462,July,3802.64
8923824,August,3812.46
5695104,May,3807.05
1850513,August,3841.96
6393196,May,3817.98
3673504,September,3808.08
19497358,July,3840.98
2946628,June,3805.85
1392212,July,3834.02
2614900,May,3805.65
1522094,July,3811.96
6292522,July,3803.85
2116772,June,3845.89
4741883,August,3802.73
1989300,June,3847.41
1309600,June,3832.58
3893596,July,3838.44
4891807,May,3847.04
2717759,June,3804.34
2848851,June,3806.23
1911221,June,3840.10
911767,August,3803.19
4675780,June,3805.43
4883555,June,3802.39
8158334,August,3810.01
12434966,July,3814.79
2568956,May,3807.55
2377419,May,3839.81
1899694,July,3839.94
5572531,May,3856.43
6102098,September,3807.71
3963134,May,3838.99
3072687,August,3831.97
5326826,August,3823.85
3998792,August,3798.00
7842741,May,3845.14
2092666,May,3807.32
4800594,May,3810.78
8377007,June,3818.43
5038852,June,3844.90
4919910,July,3800.68
4549803,July,3815.90
1958562,May,3821.05
2429079,May,3816.32
5338814,May,3819.89
5127231,June,3823.55
12446665,July,3811.09
8232595,July,3807.19
4656206,August,3839.40
26162155,June,3855.69
4207498,July,3800.81
4016672,July,3854.76
2591222,July,3805.56
4896433,June,3814.07
1498023,July,3801.85
3579275,July,3840.16
4176970,May,3812.00
7308130,April,3814.09
1690321,May,3849.44
2801923,June,3805.46
4750711,July,3808.77
6329191,June,3814.75
2920887,July,3797.67
586009781,April,3846.91
9103066,July,3831.64
4756358,May,3860.63
6263328,June,3845.89
11706666,July,3841.07
14294211,May,3820.48
2499500,July,3851.39
9987888,May,3819.84
5674597,July,3851.32
6142838,September,3831.77
4374683,May,3822.79
3870829,May,3804.45
7430643,July,3829.88
4625944,May,3814.19
9497188,September,3803.06
1913573,May,3805.88
5511448,May,3819.24
9005300,May,3812.11
11331329,May,3813.00
2841819,May,3816.57
6441520,August,3837.33
3708022,August,3817.31
3167657,June,3844.90
2540350,June,3815.25
14690391,September,3808.95
2896136,June,3822.83
4141651,May,3800.20
5619246,June,3828.10
1868067,June,3817.30
17077476,July,3802.19
3141635,July,3802.50
11498939,June,3814.15
6750080,July,3805.55
10075954,June,3804.46
4212303,June,3806.02
5152565,July,3842.73
5246790,September,3797.90
3633420,May,3848.78
5222360,August,3844.41
7064754,June,3803.93
4319886,September,3814.89
10604354,June,3853.77
12947918,July,3847.28
6472044,April,3826.87
5065303,June,3844.23
2810231,July,3804.91
3181187,August,3799.18
4180364,July,3804.62
9836315,May,3850.17
2741865,May,3821.29
5662121,June,3820.11
187397923,June,3813.39
5130091,August,3806.15
8911607,June,3804.39
147299799,June,3838.98
5722542,May,3809.14
3360813,June,3840.09
3431912,June,3802.26
11111273,August,3816.45
3040579,June,3843.35
2198419,August,3845.12
1423483,September,3815.10
13363392,June,3810.01
5544733,May,3795.55
16165212,June,3802.28
8355464,June,3840.64
12576047,July,3831.28
1667816,May,3814.28
2621399,June,3805.54
31232680,August,3834.36
4793648,August,3846.67
1199550,September,3796.51
2857952,June,3846.07
6166499,June,3843.20
6063178,July,3814.62
3635840,June,3820.01
1603920,July,3800.01
4603744,May,3823.44
3444923,July,3807.25
7657308,May,3810.17
2245017,June,3804.47
24358125,August,3811.62
6843533,May,3823.30
21749067,July,3804.44
5452044,May,3814.12
2959878,June,3836.01
4783624,May,3808.69
44780552,May,3821.04
2837925,June,3841.76
6703551,July,3834.45
3673176,June,3841.09
5971204,August,3830.26
40092098,May,3847.63
12081337,June,3857.71
5246006,July,3840.06
3072141,May,3807.35
8607511,May,3851.44
4442038,August,3839.05
9496087,September,3803.22
4907349,June,3803.79
2545056,July,3828.48
10725422,June,3801.70
5670835,June,3811.30
2195636,May,3820.72
2013514,September,3800.76
5034907,June,3827.19
4329594,August,3837.17
4507100,July,3853.95
5598412,June,3853.74
1442623,August,3841.30
2536723,May,3853.43
5600705,June,3816.66
8100135,June,3842.59
1702402,August,3852.26
14401079,May,3819.74
2113236,June,3850.40
40342463,June,3824.59
32982542,July,3806.80
2870738,August,3816.04
1747185,June,3820.87
10309937,June,3803.49
18618361,May,3842.14
4716788,May,3849.03
5399314,June,3839.18
4183117,May,3831.35
4474169,September,3796.89
8189319,June,3804.23
3435611,September,3806.47
3400490,July,3799.52
964811,July,3809.65
3718980,June,3854.08
2193164,June,3853.11
5306332,August,3799.83
1881522,July,3801.56
3046599,May,3813.35
38254431,May,3805.86
5469837,June,3817.72
5453561,July,3813.16
3474274,August,3803.76
2991423,June,3846.98
5926686,May,3818.85
9161031,June,3804.82
7720054,August,3845.60
2562893,August,3807.34
11154723,May,3805.57
4470386,August,3835.41
9761251,August,3796.82
12267055,June,3804.26
3522044,August,3851.19
3075665,May,3850.32
18572080,May,3833.96
4639303,May,3839.72
10977829,June,3857.50
3338817,April,3819.94
11479398,June,3795.04
13874421,June,3804.99
8255105,July,3849.62
5982115,June,3847.73
9320234,July,3805.61
4415300,July,3805.91
1740402,August,3803.62
5227427,July,3812.39
1668895,August,3811.70
3373093,August,3807.40
5021835,May,3805.16
1960747,May,3814.70
5938517,May,3849.73
3008537,August,3850.22
1968200,July,3806.68
1509319,May,3836.64
12141164,September,3806.00
3564471,May,3818.35
2351848,July,3802.25
1826282,May,3828.85
24361058,May,3833.11
4402502,July,3818.72
3995453,August,3843.18
1654692,May,3838.23
4225662,April,3823.93
2575590,June,3825.95
2820927,August,3834.93
4044689,July,3806.33
3106412,June,3841.30
7598445,May,3810.47
6360571,July,3837.56
5010507,May,3820.89
11629000,July,3802.34
18627066,June,3805.14
4355415,May,3853.88
3334392,June,3803.45
8890179,August,3848.38
1749467,August,3844.31
3359518,June,3819.18
5041659,August,3800.00
25829024,August,3797.33
1772823,July,3840.59
6269265,August,3798.62
9351765,June,3799.80
7727415,July,3830.84
4324795,June,3807.69
5736038,August,3805.77
9303172,May,3833.88
4428396,July,3797.76
3829354,August,3797.12
1885447,July,3844.44
2532493,July,3801.65
7534175,June,3837.65
1813096,June,3848.71
2386857,August,3797.92
2395376,June,3838.62
3020548,June,3845.63
2966508,August,3799.65
7916114,July,3795.81
4779894,August,3829.88
7820915,July,3822.74
2172767,August,3805.55
20838066,May,3811.75
8416317,May,3812.73
5472060,June,3806.86
3285395,July,3797.20
16201612,May,3797.20
5092757,July,3804.86
67529966,June,3852.14
10051660,July,3804.11
2825399,July,3807.85
6164530,July,3812.99
7583575,July,3795.99
5011223,September,3852.99
20402585,August,3817.42
3051396,May,3822.87
16353058,June,3837.96
4305481,June,3837.37
2291088,June,3846.50
3695114,May,3861.81
8091523,June,3803.97
3364658,July,3802.72
3782678,June,3811.32
15166294,May,3818.14
2937988,July,3840.52
3974469,August,3851.34
13259355,July,3809.51
43562277,May,3852.81
15958293,June,3813.20
18270560,June,3805.95
3154205,May,3841.75
4509275,June,3806.48
2073270,May,3815.18
8033991,May,3825.75
2758060,May,3837.15
51118846,August,3826.07
8222861,July,3808.94
4425336,May,3809.37
32278559,June,3816.54
5135088,July,3796.59
34836077,August,3796.73
20858646,May,3848.95
2470172,August,3799.78
9389272,May,3809.46
4225255,July,3847.31
119147674,June,3815.10
3192806,July,3800.93
6610854,August,3824.51
6526535,July,3852.52
6133362,August,3849.64
3791256,August,3800.29
2386609,June,3853.79
3766699,July,3811.36
8648251,June,3827.08
23608998,June,3815.45
7794592,September,3804.63
12110172,June,3831.36
4463010,August,3833.34
5869138,June,3818.35
5591158,July,3841.03
6253371,July,3854.96
11233330,June,3835.44
3136269,August,3802.93
14954086,May,3852.95
3583553,May,3838.92
9837254,June,3836.00
3348776,August,3813.45
11118143,July,3836.83
3843519,May,3807.47
2932224,May,3820.54
12923368,May,3805.82
11729909,May,3824.79
17189115,May,3808.40
30425478,August,3804.99
6913177,May,3855.85
10822659,July,3804.70
7657261,June,3849.85
6276763,July,3822.98
3684096,May,3849.14
1432863,June,3832.59
2257626,July,3850.75
11183764,September,3835.95
4242290,September,3801.32
13178520,August,3851.99
8591548,August,3798.13
14919295,July,3828.65
11388144,August,3818.33
3570519,June,3834.94
2941882,June,3812.50
1547717,July,3798.03
4056603,June,3825.64
5166067,May,3840.04
2694452,August,3802.55
5409552,July,3854.02
5494775,May,3811.67
5776480,July,3839.66
18771241,September,3828.64
4281453,June,3815.35
2193775,June,3834.85
119465078,May,3821.28
11081651,May,3860.77
9320702,July,3801.74
3107957,May,3831.35
3588578,July,3808.40
2244802,May,3816.05
4725719,May,3806.95
30004863,May,3823.21
4789223,August,3807.06
4877637,June,3830.72
3179431,July,3797.58
5279355,May,3806.60
3221475,July,3801.18
2303795,June,3819.32
10862353,August,3806.82
2472081,July,3794.44
5538472,August,3807.11
4404285,June,3819.26
5909457,August,3827.22
2997686,May,3853.08
18440842,August,3849.32
7355879,August,3823.43
6779359,June,3810.17
7595668,August,3838.55
2608800,June,3803.98
15747120,May,3816.77
3505997,August,3817.11
4354246,June,3840.97
3290937,May,3813.05
6354787,May,3808.37
5511807,May,3812.08
30275145,June,3806.13
7014759,June,3812.16
5266272,June,3819.21
9274808,July,3830.59
5226087,June,3832.60
4280345,July,3825.86
2302340,May,3808.88
3140810,July,3852.88
3425162,June,3807.62
14058778,May,3853.27
6620118,July,3854.53
5138455,July,3847.91
4429488,June,3803.36
4540220,June,3857.72
11116024,July,3850.21
3348826,June,3814.94
3528787,June,3828.24
13734555,May,3806.37
5354485,June,3814.28
11854347,September,3802.90
4124950,July,3795.44
11314522,June,3821.36
6854916,July,3847.82
9093217,April,3812.62
33987323,June,3846.62
16654993,August,3853.00
6373435,August,3806.80
27523725,June,3838.30
7188883,August,3800.96
7480134,May,3818.91
2380119,July,3843.77
4983879,July,3821.66
12563805,June,3845.34
6811956,June,3816.76
6249486,May,3836.53
3061303,August,3797.95
5238333,July,3836.16
6646619,August,3817.01
10343869,July,3829.96
13525790,July,3852.94
2027549,May,3834.56
4096223,June,3817.19
5217319,June,3804.62
24130441,June,3857.81
9463467,August,3850.94
39976817,June,3853.65
15270443,June,3809.55
6894537,June,3847.94
9131053,August,3803.31
4103212,May,3847.65
5510169,July,3831.68
9615811,June,3818.57
41213421,May,3834.56
7333260,May,3807.22
21257367,August,3792.12
5084143,July,3810.78
7446465,May,3820.14
8347365,May,3816.06
2332846,August,3800.35
1477554,May,3853.91
11203508,June,3830.93
3509996,July,3830.15
11776602,June,3831.31
27222571,July,3844.44
4752958,June,3850.49
10269994,May,3835.16
7836041,August,3810.74
10712480,May,3813.60
6610157,July,3797.32
2624375,April,3820.17
7940732,June,3828.31
3567464,June,3809.64
2327331,May,3840.17
19473604,June,3851.63
7557364,June,3817.28
2763563,June,3847.94
9994995,August,3805.18
8495169,May,3806.77
6033992,August,3839.81
13001413,August,3835.97
21191887,May,3815.35
11221723,May,3803.84
30010371,July,3801.57
11701260,July,3840.53
3089144,May,3807.51
18355186,July,3805.14
5738582,August,3815.55
12037891,June,3818.39
7638707,July,3801.72
12650236,June,3854.04
13135249,May,3843.81
5221663,May,3827.31
6520573,August,3841.12
5753495,June,3828.57
7493874,April,3817.33
17927603,May,3840.99
5662776,August,3816.22
6734609,September,3802.48
13951092,August,3817.18
6987481,June,3802.01
6233306,July,3850.78
19673534,June,3857.53
2305150,July,3820.72
3513116,May,3840.94
5119004,August,3801.41
15330501,June,3807.55
29672160,June,3839.89
3665222,July,3828.79
4959187,April,3827.30
7957658,August,3802.61
12510222,May,3811.22
11208397,September,3845.95
32739581,August,3807.83
8144891,June,3809.46
13575211,July,3796.78
4909796,May,3841.95
9511196,July,3801.78
10797722,May,3848.20
5467343,May,3840.52
7405874,May,3815.30
9457649,August,3835.81
4028089,June,3811.71
4367256,May,3821.37
17404931,June,3832.75
12771099,July,3814.30
5247300,August,3842.83
10679765,May,3798.47
2389329,May,3821.84
5698064,August,3806.22
8486665,June,3813.01
20241789,June,3847.58
3704736,May,3804.09
14227442,July,3838.33
6769914,May,3839.01
58817221,July,3826.46
9896404,June,3853.72
3920228,August,3846.79
6820165,September,3807.53
8590646,June,3846.91
5018226,August,3841.35
5785471,July,3850.70
3984993,June,3803.91
6910634,May,3822.58
5939485,May,3810.17
4270073,July,3838.01
16848513,August,3803.15
60477976,June,3805.88
6701891,June,3819.03
2866242,June,3806.82
1907991,August,3798.23
4119538,May,3808.01
16061059,September,3840.67
7064179,August,3802.44
2822691,August,3800.87
4663260,May,3862.16
5547556,August,3804.09
2042198,May,3834.50
4786028,June,3794.89
4034200,August,3802.28
7554615,July,3818.57
